index,Id,EssaySet,Score1,Score2,EssayText,split
108,1001,1,1,1,In these procedure it's not explained what this sample is that there putting in. So if we knew exactly what is was it would help. There should be a control with containers without vinegar to compare to the other samples with vinegar. The last thing to make the procedure right is to know the mass of each sample to know much to use.,train
1477,787,1,2,2,Some additional information that you would need to add is the starting mass ending mass and difference in mass because in there procedure they also dont know the sought amount to pour vinegar in the container it just says pour vinegar. They should also say what the sample is.,train
573,416,1,1,1,In order to replicate this experiment you would need to know how much vinegar you put into each sample. You would also need to measure them at the exact time because the one you measure last might grow a little more because it was sitting longer.,train
35,1116,1,3,3,"The procedure for the acid rain lab should include several pieces of information that were overlooked. First, there was no specification regarding the samples, the students did not include information as to the general category of materials tested. Let done specify which suitably materials were used: Marble , limestone, wood and plastic. They also failed to determine the temperature the sample were stared at, As well as' the concentration of the vinegar with important  measurements that can pontentially affect data.",train
811,241,1,3,3,"To replicate the experiment,you would need to know the amount of vinegar in step 2. In step 4, a person would need to know the temperature the 4 'samples' are waiting 24 hours in. In step 3, the procedure states a sample of one material unless the 4 materials were given to the experimenter bit ready the procedure, the actual names of each of the materials should be given. Temperature for step 5 would also be good additional info as well.",train
1032,114,1,2,2,"If I was to replicate the experiment I would need to know the amount of vinegar in each container, the size of the containers, and what was used to weigh the samples.",train
1501,1546,1,1,1,"First off, we need to know how we should be measuring the mass, like with what kind of scale. They should also specify what units we are using such as grams. They also don't tell us how much vinegar to pour into these containers.",train
691,690,1,0,0,"According to the data that the students recorded, the starting mass had higher levels  the ending had some other high and low levels and the difference on mass had some law numbers out an order to replicate the experience I would  never backround hypothesis graft, counclution, problem, materials I think that what i will need in order to replicate the experiment.",train
1446,1103,1,3,3,"In order to this experiment to be replicated, I would need to know how many or what size samples I should be weighing, how much vinegar needs to be poured, what to label each container, and how long I need to rinse each sample. Only if I know these specific details will I then be able to complete the experiment like the other group.",train
781,883,1,2,2,"I would need to know what the four different samples of material I was massing were. I would need to know how much vinegar to add. I would need to be told to calculate the difference in mass once the ending mass was found. In the beginning the procedure should also say to gather all materials and safety equipment, (goggles, hat)",train
996,1299,1,1,1,"In order to replicate this experiment you would need to know the amount of vinegar used, how moch sample there was and what times the experiments were preformed at.",train
1332,291,1,3,3,"First they should list the samples they used. Marble, limestone, wood and plastic in their procedure. They should also mention how much vinegar to pour on each sample to have the same effect. They should have also said to put their containers in same sort of cabinet, as a refrigerator, or somthing. Not just leaving it out of their processes.",train
250,376,1,0,0,"After you determine the mass of the products, go back and see of your thesey was correct. Then go and daght a lab report about QV. Then when your done, hand it Qn.",train
1508,150,1,1,1,"In order to replicate the experiment, you would need additional information like how much vinegar was poured into the separate containers, what tools to use such as safety goggles, and having more trials.",train
5,421,1,3,3,"Some additional information I would need in order to replicate this experiment would be the amount of vinegar poured into each seperate containers. If I did not have the data table, I would also need to be told in the procedure what the four different samples are. It would also be helpful to know what type of containers were used. In order to replicate on experiement, the procedure must be precise and not have any information out, or else the data may come out completely different and not be comperable to the first set of data.",train
335,991,1,0,0,If you wanted tor replicate the order then you would have to double everything in the mas trials that were provided for you.,train
262,1388,1,0,0,You will need the data chart also the procedure of the exprerement to replicate it.,train
173,863,1,0,0,"3. place marble, limestone, wood and plastic into separate containers. ^p 4. Let them sit for 24 hours and remove them after and rinse them with distilled water. ^p 5. Allow the samples to dry for 30 minutes.",train
1171,1399,1,2,2,They should also add in the controlled group to undergo the experiment as well. ^p They also should  indicate the amount of vinegar they was added into each sample. ^p They should measure the temperature at what they dried  their sample.,train
1245,1031,1,2,2,"In order to replicate this experiment, I would need to know how much of each sample to use it is important to only vary the type of sample, rather than varying the initial mass too. I would also need to be able to  know how much vinegar to pour onto each sample. Too much or too little vinegar will change the mass differences drastically. Storing the samples, is another vital area in this experiment. The temperature and amount of light the samples are exposed to needs to be directly mentioned within this experiment.",train
1666,492,1,1,1,"To replicate this experiment the following information is needed, the amount of vinger that is needed in this experiment should be given. In this experiment to much or to little virner may be used. There should as be multible trails because the different samples may or may not take any vinger in. And the labeling  may not be the right label. The experiment should tell what each container should be labeled with.",train
429,116,1,0,0,"In order to replicate this this experiment youwould need the starting mass, ending mass and difference in mass.",train
158,107,1,2,3,"You would need the size of the container, amount of vinegar used, the types of samples. Such as earth, wood, limestone, and plastic and how much of each to put in.",train
717,1403,1,2,2,The second step should state how much vinegar is used.In step four how much vinegar is used. In step four the amount of distilled water and time used to rinse each sample should be stated.,train
57,478,1,1,1,"One additional information you would need to replicate the experiment is the amount of vinegar, in ml, is needed to pour into the containers. Every container needs the same amount of vinegar. The other additional information needed is the fact that the difference in mass has to be determined or else, you would miss the point. The third additional information needed is what to measure the samples with and what unit they need to be measured in. They all need the same unit and balance.",train
1662,940,1,3,3,"After reading the groups procedure, I would need to know some additional information to replicate the experiment. First, I would need to know what type of material is being used. Another thing I would need to know is where to keep the material; in sunlight? in darkness outside? I would also need to know how much vinegar to add to each cup.",train
180,862,1,3,3,"To replicate this experiment, you would need to know, how much vinegar to use in the samples, two, how big the pieces of rocks are,if they are the same or not and think you would need to know more about the containers, do they need a lid to cover evaporation, how large are they. More specific information is need to replicate this experiment from the procedure student here.",train
638,1662,1,2,2,"Three additional pieces of information i would need to be able to replicate the experiment is; first, how much vinegar do you place in each container, what are the samples you should use, and third what is the controle to show that vinegar is what changes the mass, those are the three things i would need to know so that i can replicate the acid rain experiment.",train
446,1362,1,0,0,"I would need to determine the mass of four different samples, then I would sample the marble of the starting mass, then I would make sure that I have labeled of all the samples of starting mass, ending mass and difference on mass. After 24 hours remove the samples from the containers and allow it to dry.",train
1196,683,1,2,2,How much vinegar is needed in each dish. What is the sample material. And how do you determine the mass.,train
669,495,1,2,1,"Some additional information I would need would include what objects to determine the mass of. Also to replicate this procedure I would need to know how much vinegar to pour into each container, seeing as the group doesn't give an exact amount. I would also need to know how much distilled water to rinse each sample with. Finally their procedure doesn't tell exactly how to determine the mass.",train
145,1294,1,2,2,"In order in replicate the experiment,you would need to know the amount of vinegar poured into the separate four identical containers, you would also need to know how the mass of the sample was examined(where type of scale) and should the sample the measure(what substance) are now indicated.All of the crucial elements stated a hour needed to marry out the experiment are not ntuing or missing not mention the lack of a control  to compare results to.",train
660,1308,1,1,1,"I would need to no how much vinegar you would put into each cup, how they determined the mass and how much of each sample did they use in each individual cups.",train
187,917,1,0,0,"Make sure to include at least three pieces of information. Samples have lost in for mation because, iget information. Sample allow the samples to fit and dry for 30 minutes. ^p  Because, determine the mass of each sample.",train
1089,1027,1,3,3,"You need to know the amount of vinegar that you have to pour in the four separate containers. You also need to know what size container you are putting the sample in. Also, you need to know what temperature you leave the samples to sit and dry at for 30 min.",train
439,540,1,2,2,The procedure should contain  what different samples are going to weighed.  It also should say how much vinegar should b be putin the different containers. Lastly the procedure should contain the information if the masses are going to be record do make a data table.,train
1198,335,1,1,1,"I would still want to know what they were doing this experiment, how large were the samples and what was used to measure the work samples.",train
1331,347,1,1,1,The additional information it would need would be the,train
1562,915,1,1,2,"In order to replicate the experiment, I would need to know how to find the mass of the samples, possibly using an electronic  balance. I would also need to know how big of a container to use. Sometimes, if you have a lot of vinegar, the results will be different. I would also need to know the purpose of the lab. Is it to see the effects vinegar has on each of the sambles?",train
1073,48,1,0,0,"There could be more than 1 test for each sample. There could also have a constant added to the expariement. Also, there are to softy instanchings in the experiment like put on goggles before eyes where gloves when touching the vinegar",train
1469,1113,1,2,1,Some additional information this group would need would be a dependent variable. They would also need to tell how they rinsed the samples. How much vinegar was used. How much of the samples were used. It doesn't say how much was used in step 2 or 3.,train
86,1450,1,0,0,"To replicated the experiment, I would need to know the time at which they began and the time they ended at.",train
962,51,1,1,1,"In order to replicate this experiment, I would need to know what the different mauterials were. I would also need to know how many different materials there were and what the starting mass of each material was.",train
782,813,1,0,0,Need an exeirimental desier staldhs the hypothics title and IV and ov.,train
275,941,1,1,1,"Are other information you might need to redo this lab is after what time did they messure the samples again? now much vinigar they used, and what progress the samples made inbetween.",train
53,984,1,3,3,"The group of students didn't specify what ""samples"" they were referring to. Secondly, they didn't include how much vinegar to add to the containers in step 2 nor did they list the size and or volume of said containers. They didn't give instructions on how or what to label the containers in step 3, or how much distilled water one would need to rinse the sample with in step 4. All of these would need to be taken into consideration in order to replicate the experiment.",train
877,1149,1,1,1,"The experiment is and requires everyday materials. If I did this experiment, I would include the temperature of the vinegar and the measured amount of vinegar in each container.",train
265,799,1,2,2,"In order to replicate this experiment, additional information is needed . First, the amount of vinegar would be needed. Also, the type of wood used would be needed because different woods have different densities. Finally, the temperatures of the room, where the solutions sat, needs to be known.",train
1438,577,1,3,2,"Additional information I would need to replicate the experiment is to whether I should leave the samples in a dark or lighted area for the 24 hour time period. Also I would need to know if I should leave the samples at room temperature or a cooler area. I would also need to know how much vinegar 3 should use, it doesn't state it clearly.",train
213,1571,1,2,2,"Some additional information that would be needed are specific things. First, the procedure can specifically give the amant of vinegar that has to be put in the containers. The experiment can also describe the materials since the word ""materials"" can mean almost anything. The experiment also needs a control such as using water instead of vinegar.",train
625,500,1,3,3,"Some additional information that i would need to know to replicate the experiment would be what are the different samples that are used, i would also need to know how much of the sample to weigh, so they are all equall. What type of container should the sample be put into? how should i determine the mass of the different samples? How much vinegar to pour into the samples?.",train
1154,1121,1,2,2,"After reading the groups procedure, the additional information I would need is the amount of vinegar used, how to find the mass, and the room temperature, in order to replicate the experiment.",train
174,234,1,1,1,The information I would need in order to replicate the experiment is after you allow the samples to stand dry for 30 minutes does it have to dry in a cool area? What type of area it has to dry in and after it sits for 30 min what happens after you determine the mass?,train
602,157,1,2,2,The additional information necessary to replicate the experiment are: ^p 1.)The amount of vinegar to pour - this must remain constant in a credible experiment. ^p 2.)The types of samples used should be in the procedure. ^p 3.),train
1092,1345,1,1,1,"To replicate this experiment, i would need to know what types of mative i used as so i would need a scope to wighe the motivel befor they get trement and after to make the steps easy they could have said repet steps 2 & 3 for each diffrent motivel used.",train
1294,1503,1,1,1,The group of students didnot tell us the diffrent samples nor did their procedure tell you to find the starting mass and the difference in the starting mass and ending mass.,train
798,555,1,3,2,"I would need to know if they were put into an incubator to dry or were dryed in a different way. Would also need to know the temperature of the area incubator they were put into to dry. Also I would need to know where I should place a sample. Lastly, I would need to know the type of vinegar used c for example white, apple material. Also I would need to know how top measure the mass.",train
1144,856,1,0,0,"I would need the procedure, the samples, starting mass, ending mass and difference in mass.",train
827,860,1,3,3,"One piece of information i would need is the amount of vinegar to pour into the containers. A second piece is to know samples of what the first step says 4 samples but can they be anything? Lastly, i need to know if it matters where i leave my experiment. I should know if it needs to be in hot or cold temperatures or if it needs sunlight and factors like that.",train
1102,1002,1,2,2,"After reading this procedure, the students could add the amount of vinegar, in number 2, that you would pour into the different containers. Another thing the students forgot was the different samples, what are they? They need to include marble, limestone, wood and plastic into the first step. The last thing they need to add is to include a step for finding the difference in the mass at the end.",train
113,1396,1,1,1,The additional information you would need to replicate this experiment is how much vinegar needs to be put in each container. An additional piece of information that would help replicate this experiment is how long should you rinse each rock for because some rocks may absorb water which would add on some weight.,train
1642,1604,1,1,1,Some of the additional information that will be needed is how much vinegar will be poured in the containers also will need four containers a balance bean to weight it and the samples.,train
1638,1631,1,2,2,"To replicate the group's experiment, 5 other things I would need to know are: ^p 1) What samples. ^p 2) How much vinegar I need to pour. ^p 3) How much of the samples I need to pour into each container.",train
197,651,1,2,2,"In order to replicate the experiment you would need to know what types of samples you should you should be using, how much vinegar you should put in each container, and you would also need to know how to separate the samples from the vinegar or whether or not the vinegar would be included when finally weighing the end mass of the samples.",train
1,462,1,3,2,"Three pieces of additional information that I would need are as follows. First, how much vinegar are they pouring in the containers? Secondly, how large should the samples be? The last thing I would want to know is what temperature should the vinegar be.",train
1449,1177,1,1,1,"You would need the the for sample rocks ,vinegar but what we don't know is how much vinegar fore the plastic containers, put the rocks in the containers in different and then tape and label what kind of rock, then pour vinegar , leave for 24 hours to dry to used which stone is better, after 24 hours time to longer  from the container, leave stons sitting for 30 min to dry so that they can be examined (but each or that you should measure the mass of rocks in amount of viner thats being put in,then after 24 hours measure mass and record all the data.)",train
1476,965,1,3,3,I would need a list of materials and know what type of equipment to do this experiment on. I would also need to know the problem to this experiment. I would also need to know how much vinegar to put in to the containers and what size pieces is use to do this experiment.,train
1080,1445,1,2,2,"In order to replicate this experiment, it would be important that we know the specific pll of the vinegar which is acidic, therefore it would be below it. We would also need to know what type of wood is being used in the experiment. Finally the most important aspect of the experiment that would need to be determined before replicating would be the amount of vinegar solution that each sample was placed in, the type of plastic is also important to know.",train
1275,1081,1,2,2,"After reading the groups procedure, there are some pieces of information that are not given, for example, the group does not say how much vinegar was poured in the containers. They don't state how they find the mass of each sample. Lastly, they don't give the names or amounts of each sample.",train
528,1076,1,2,2,"In order to replicate the experiment , a list of materials should be included, especially the dependent variables ( marble, limestone,wood, plastic). It is not sufficient to have the indepent inciable be listed in the data table. Each substance (marble,limestone wood and plastic) should replace the word""samples"" in step 1.The procedure should also include how much distilled water rinse with because washing with different amounts of water can create hidden variables,because some sample retain water better than others (Wood,retains water better than plastic). There is also no indication  when the experimentor should stop rinsing the samples. In addition the students did not mention that the mass should be determined using an electronic balance measuring in grams.",train
1544,894,1,3,3,a The group would have said how much vinegar to add to each sample. ^p b The size of each sample should also be stated because size difference would affect the results of this experiment. ^p c Would need to know what materials to gather.,train
138,1193,1,2,2,In order to replicate the experiment i would need to know how much vinegar to pour into each cup used also need to know what mas are taking the aid how range are the sample that is a using.,train
1182,1162,1,0,0,"The additional information, I would add would be what was the starting before the whole process before the eu hours occurd.",train
725,328,1,2,2,"To make this procedure repeatable, we would first need to know the four samples we would be working with. Otherwise, we couldn't even start the experiment. We would also need to know how much Vinegar in ml to pour in the cups.",train
761,292,1,0,0,in order to complete the experiment you would need to know each temp. by hour bic it's recorded after a 24 har period. You would also need to know the mass before it was left to ary for 30 mins.,train
260,82,1,2,2,"In order to replicate this experiment, you must be able to know what the four materials are, how to measure the mass, how much vinegar should be poured into the containers and how much distilled water should they rinse it with. They should start by saying, d determine the mass(put the tripple beam balance), of the four diff. samples(name them), then pour vinegar(how much) into containers, then these step of step 4, wash( how much distilled water, and it would be better.",train
1560,934,1,0,0,some additional information that would be need with this experiment is a hypothesis. This is because you should predict and guess the things you could be working with. You would also need a scale to tell you how much each sample range in grams.,train
1247,67,1,1,1,"After reading the group' procedure I did not know how much vinegar they would be pouring into the containers. This group also did not state the starting time at which they added the vinegar. This group also did not state the reason the data, they just said to determine it.",train
572,963,1,3,3,The information that the procedure is missing to be able to replicate the experiment is the size of the containers. The size of each sample and how much vinegar did they use. Without these missing information then you can not replicate the experiment.,train
1382,1326,1,1,1,You would need to know what material the samples were made of. You would need to know how much vinegar to pour into each container. You would need to know how much of each sample to put into each container.,train
1529,1434,1,0,0,You need a mearing cup the mearer the mass of energy. Then we get plastic of starting mass.,train
339,762,1,2,3,"I would need to know how much of each material will be needed. Also, I will need to know how large or small the container will have to be for the end results to be identical. Lastly, I must know where the containers were placed, in the sun, shade, etc. or my results may vary.",train
999,406,1,2,3,"The students should include in their procedure what shape the samples are in, are they all solids in the same shape, or are they ground upp the ammount of surface area will affect the rate of disintegration of the samples. Also, they should state how much vinegar should be put into the containers, and that the ammount of vinegar in each container should be the same. What type of vinegar it is should also be included.",train
251,1339,1,2,2,"The additional information you would need inorder to replicate the experiment is tell how much vinegar to place into each containers, tell the size of each material such as the marble, limestone, wood acid wester.  The should also add wat the material would most likely look like after the experiment.",train
790,579,1,2,2,"In order to replicate the experiment, you would need to know how much vinegar to put in each container, you would also need to know what samples of what material you must place in each container.You need to know the 4 different samples, what to do with the difference in masses, what do the difference in the mass's tell you?",train
938,486,1,0,1,"To replicate this experiment you will need the same ingridients and procedures also the time. Also, do a graph showing the difference in weight. We need to add the same amount of vinegar in each one.",train
205,673,1,2,1,"To replicate the experiment you would need to add as the first step gather all materials. In step two they should tell the amount of vinegar that was used. Step six should be changed to, after allowing each sample to dry determine the mass.",train
1475,677,1,3,3,"From this experiment, I would need to know how big each of the containers are, I would also like to know how much vinegar was placed in each container If I was to replicate this experiment. I would also need to know how long to rinse off the samples with distilled water after this has been removed from their containers.",train
278,1189,1,0,0,Well they all got diffient number of there project cause of the marbal got 9.8 limestone got 10.4 and wood 11.2 plastic 7.2 for the starting mass -5 project.,train
1312,1030,1,3,3,1. What kind of samples ? ^p 2. How much vinegar ? ^p 3. What kind of container ?,train
1611,465,1,0,0,To replicate the experiment you may want to know what the mass is when you take the sample out of the containers incase the water has an effect on it. Also you can try doing the experiement for a shorter or longer amount of time to get better results. Last you can let the samples dry longer to see what happens to them.,train
1492,319,1,2,2,"The additional information you would need to replicate the experiment is to mention what the four different samples are, tell how much vinegar was used in each container and how many remaining samples are going to be used.",train
1170,824,1,3,3,"In order to replicate their experiment you would need additional information. First, they need to specity what the",train
601,820,1,3,2,"A good procedure would show a little more information such as,  how much vinegar you pour into each container. It should also tell the size, and or type of containers used in this experiment. Also for it to be more accurate they should have started by making sure each sample has equal mass so it is easier to determine the resaults.",train
2,1532,1,0,0,"Two samples of each material must be collected make two charts, one for your first trial and one for the second. Calculate the averages from your two trials.",train
333,424,1,3,3,"You would need a control to look back on, you would need to know how much liquid you would need to fill each container ip with and get the time right. With the days and stuff you would need to know all your materials.",train
1344,1047,1,1,1,"After rending the groups procedure, there are some things that i would need or is additional information would be, what type of samples I use, the students tell use to figure out the mass of 4 samples, what kind something else i could know is the point to the experiment in the procedure. It doesn't tell me why to do these. A final piece of information  i can know is what object will be used to measure the mass, instead of determine the mass of four different samples-they can say, use a _ to measure.",train
191,466,1,3,3,"You would need to know what the four different samples are. Also you need to know how much vinegar to pour into the containers. Lastly, you need to know what temperature to store them at.",train
532,1095,1,0,0,You may also use a couple of samples incase you make a mistake while you are putting that one sample in that container. You never know you can mes up.,train
289,332,1,2,2,"After reading the groups procedure, to replicate this experiment, I would need to know the exact amount of vinegar to pour into each sample so the results are acurate. They would also need to include the four samples names, marble, limestone, wood and plastic. So I know what everything what everything is so I can create a data table. They would also need to include in the procedure that when massing the substances, I would first need to zero the containers on the scale and then bar the sample in.",train
1311,1506,1,1,1,"In order to replicate this experiment you would need to know the amount of vinegar in each cup, and that the amount remained constant throughout the experiment. You would also need to know how much distilled water was used to rinse the samples.",train
1462,279,1,1,1,"In order to replicate the procedure of the experiment you would also need to know how much vinegar they used, and if it is the same for all of them. You would also need to do another trial, as the extra information would validate the experiment more.",train
1566,1145,1,1,1,"This group of students did not include many important information that was needed in order to replicate this lab experiment. One additional information they could have added was the messures in which they determined the mass of the four different materials, did they use a scale of a halause. Another additional information was the amount of vinegar poured into the contain, these students did not specify how much vinegar to pour which can definately change the outcome of the experiment. Lastly, the students did not create a control from which they can compare their results with.",train
1028,732,1,2,2,"Three additional information that is needed to replicate the experiment are, how much vinegar is needed to be poured, how long do you rinse the containers for. What do you measure the mass in",train
334,1302,1,1,1,"In order to replicate the experiment, you would first need to know how much vinegar to use. Also the amount of time its supposed to sit for. Most importantly, you would need to lable each container with the difference in each one.",train
683,596,1,2,2,"In the procedure, the group should have included what samples they were going to use (marble, limestone, wood, plastic), the group should have also gave to exact amount of how much vinegar to use in each cup. It would also have been useful if the group would have in the first procedure to measure the mass of each sample separately.",train
172,1133,1,3,3,"What are the four different samples? There is no control so how do you know what water is. How much vinegar do you need to put into the containers, how big does the sample need to be.",train
953,1356,1,3,3,"Initially, in order to do this expirament one would need to know which individual samples to use and what kind of samples to use. The students should have included the amount of vinegar to pour into each container so the investigation would be consistant in order for the expirament to be accurately reproduced. The students  should have included the type and size of the container, the apparatis used to measure the mass of each sample and included a list of materials for future investigations",train
1297,1062,1,1,1,"Additional information needed is you would need to know is, what the mass from the camse containers when they were full. You need to know the four different samples. How many containers you need.",train
1493,599,1,2,2,Additional information you would also need is how much vinegar you put the samples in.This doesn't tell you if each sample was covered by vinrgar completely or if it was partially covered.The starting mass of limestone was 9.8g the ending mass was 9.4g that was a - 0.4g difference. The experiment doesn't tell you though how much of sample was covered by vinegar.This is very important to know in order to replicate this experiment.,train
340,181,1,0,1,"First, I woule Say you need to get all materials before you do any of that. What would we use to get the masses of the 4 different materials and where woule we place the 4 containers while we are waiting for the results.",train
306,1329,1,3,3,To repeat the students experiment you would need to know additionaly to the procedure,train
524,582,1,1,1,the first thing the procedure needs to specific measurements the second thing it needs to identify each material. And the third thing is they need a controlled.,train
588,134,1,0,0,"You would need to know the portions of what they used as not to ruin the experiment, or not usin enough or too much may not give you the same results.",train
34,1547,1,2,2,"In order to replicate the experiment, I would need to know what samples they used. Another piece of information I would need is how much vinegar do I use for each sample. Lastly, I would need to know the question that the group of students are trying to answer.",train
553,262,1,0,0,The additional information that is needed to replicate this experiment would be how long the test samples would stay inside of the containers. You would also need to know what substance is also mixed in with the vinegar. You will also need to have 4 containers and they have to be labeled by which substance is inside of the container.,train
363,87,1,0,0,"Three additional pieces of information  I would need to replicate the procedure are to gather materials, use a control, and when it's finish to record the data.",train
