,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
112,6,1,0,1,1,0,0,0,0,0.4,3.1291,0.0,19.476100000000002,2,1,0,0,2,0,112,train
113,313,53,0,40,11,8,1,3,7,18.147169811320754,15.903189008614273,5.5,9.419767924528301,41,2,11,10,24,11,113,train
114,274,48,7,35,10,4,4,1,4,13.766666666666666,13.023866798666859,5.0,8.445441666666667,35,2,10,6,31,10,114,train
115,181,33,2,30,6,2,0,2,6,16.83636363636364,13.023866798666859,6.0,9.101178787878787,31,1,6,3,17,7,115,train
116,102,23,0,18,3,2,1,1,5,12.678260869565218,11.20814326018867,2.0,7.523386956521739,19,1,2,2,8,3,116,train
117,541,92,6,62,25,15,3,4,15,13.881739130434784,13.968273953766033,5.4,9.69805304347826,61,5,27,18,62,25,117,train
118,349,58,4,46,17,6,4,4,9,19.875862068965517,17.122413403193683,9.5,10.791968965517242,46,2,19,12,39,19,118,train
119,234,45,4,40,10,4,1,1,6,9.833333333333336,10.125756701596842,2.0,9.457833333333333,42,4,7,6,29,10,119,train
120,311,53,2,43,10,7,3,5,9,18.147169811320754,15.903189008614273,6.0,10.015616981132077,41,2,12,10,26,14,120,train
121,238,42,1,30,8,4,2,2,4,14.171428571428573,13.023866798666859,3.0,8.46637619047619,33,3,9,9,26,10,121,train
122,130,25,0,19,5,2,1,1,3,14.8,13.023866798666859,3.0,9.929300000000001,20,1,3,3,15,8,122,train
123,384,70,2,51,11,7,4,6,4,16.19047619047619,14.554592549557764,4.666666666666667,7.726261904761905,48,3,14,12,29,13,123,train
124,113,23,0,19,3,3,0,3,4,14.417391304347825,13.023866798666859,3.0,7.523386956521739,19,1,3,3,9,4,124,train
125,118,23,0,18,5,5,0,0,3,8.078260869565218,8.841846274778883,1.5,6.952986956521739,19,2,3,2,9,3,125,test
126,332,64,3,49,14,7,1,4,10,29.00952380952381,17.122413403193683,10.0,10.01955396825397,51,1,10,6,26,10,126,test
127,568,107,5,70,26,9,6,5,20,19.126479750778817,15.021129683784007,5.0,10.275379750778816,74,3,15,13,65,22,127,test
128,285,54,1,36,10,8,2,2,8,10.162962962962965,10.504223727775692,2.3333333333333335,7.453374074074074,37,3,7,5,23,8,128,train
129,274,54,1,46,9,2,1,5,5,10.162962962962965,9.725611199111238,2.0,6.868559259259259,48,3,6,4,21,8,129,train
130,397,72,3,46,13,11,2,5,10,13.311111111111112,13.023866798666859,3.75,8.4768,47,4,15,12,34,17,130,train
131,294,51,4,36,10,9,3,5,5,25.10588235294118,18.243605946275583,10.0,9.571786274509805,38,1,10,7,28,9,131,train
132,443,79,1,61,15,11,4,3,10,10.937974683544304,11.698219412168324,4.5,7.614201265822786,61,4,17,9,34,13,132,train
133,238,39,10,30,18,8,0,1,5,21.51578947368421,17.122413403193683,10.0,12.16972105263158,33,1,9,6,34,13,133,train
134,306,54,4,48,9,3,9,7,6,14.503703703703705,13.023866798666859,4.5,9.069403703703703,47,2,9,6,29,11,134,train
135,297,55,1,35,10,7,5,4,6,10.242424242424242,10.504223727775692,2.0,7.129651515151515,36,3,6,5,24,7,135,train
136,93,14,0,12,3,3,0,1,0,19.885714285714286,15.903189008614273,5.0,9.970185714285716,12,1,5,5,6,5,136,train
137,210,40,1,35,8,4,1,5,3,20.0,14.554592549557764,5.0,9.96275,36,1,5,4,17,10,137,train
138,189,39,0,30,8,5,1,1,4,18.676923076923078,13.023866798666859,3.0,8.405002564102563,31,1,3,3,18,5,138,train
139,238,43,2,37,7,3,7,3,6,9.454263565891473,9.725611199111238,2.0,8.019526356589147,37,3,6,4,22,7,139,train
140,156,28,2,26,6,4,1,2,4,16.914285714285715,14.554592549557764,5.0,9.536728571428572,27,1,5,4,12,6,140,train
141,439,83,0,52,14,6,2,3,6,10.013493975903614,10.355215969177355,2.2,8.074438313253012,51,5,11,8,32,15,141,train
142,464,85,5,59,17,11,4,4,14,13.676470588235293,12.602617957971052,3.25,8.405794117647059,58,4,13,11,39,16,142,test
143,277,54,2,34,10,3,1,1,7,12.385185185185186,11.855464076750408,3.3333333333333335,8.623003703703704,35,3,10,7,30,11,143,train
144,315,64,3,43,10,3,3,2,8,12.908333333333331,12.457975602129121,3.0,8.148695833333333,42,3,9,8,27,8,144,train
145,451,77,2,54,16,12,2,4,11,20.075324675324676,15.903189008614273,9.0,10.877788311688313,56,2,18,10,42,21,145,train
146,140,27,1,23,4,5,2,4,0,8.362962962962964,10.125756701596842,1.5,6.645359259259259,25,2,3,3,12,4,146,train
147,452,80,3,57,12,11,7,4,7,7.571428571428573,8.418075326091056,1.8571428571428572,7.558732142857143,52,7,12,6,49,14,147,test
148,237,40,0,28,9,6,0,5,2,24.0,20.267338824336647,9.0,11.9365,30,1,9,9,20,12,148,train
149,209,35,0,29,11,4,2,3,5,15.0,13.81666964889586,4.5,9.015928571428573,30,2,9,7,19,9,149,train
150,98,18,1,16,4,2,0,0,2,8.044444444444444,8.841846274778883,1.5,7.591788888888889,18,2,3,2,10,4,150,train
151,3,1,0,1,0,0,0,0,0,0.4,3.1291,0.0,19.476100000000002,1,1,0,0,1,0,151,train
152,276,44,2,32,12,6,2,2,1,15.866666666666667,14.06817628641468,5.0,9.388057575757575,32,3,16,12,28,15,152,train
153,190,37,0,26,7,2,1,2,6,10.33873873873874,10.504223727775692,1.6666666666666667,7.235530630630631,27,3,5,5,18,6,153,train
154,129,24,0,20,3,3,0,1,5,8.133333333333335,10.125756701596842,2.0,6.863366666666667,22,2,4,3,10,4,154,train
155,346,58,6,44,11,7,3,4,6,17.117241379310343,15.247664890283005,5.0,8.341796551724137,47,2,10,9,33,11,155,train
156,279,56,0,30,11,8,1,3,10,14.057142857142859,11.20814326018867,3.0,8.690835714285715,29,2,6,4,26,9,156,test
157,311,56,3,48,13,8,3,1,7,10.600000000000001,10.686352973137792,3.25,8.842328571428572,47,4,13,7,34,13,157,test
158,163,31,5,25,10,3,0,2,7,8.780645161290323,8.841846274778883,2.5,7.4614290322580645,27,2,5,2,20,5,158,train
159,115,19,1,19,4,1,0,4,1,10.115789473684211,10.125756701596842,2.0,9.925068421052632,19,2,4,3,12,6,159,train
160,290,51,2,39,13,9,1,3,5,26.67450980392157,19.287186520377343,9.0,10.500609803921568,41,1,9,8,28,11,160,train
161,277,52,0,42,13,8,3,0,8,10.01025641025641,9.725611199111238,2.3333333333333335,7.836425641025641,41,3,7,4,27,8,161,train
162,279,54,2,42,11,3,3,2,4,7.622222222222224,8.07648339933343,2.0,8.98461851851852,42,4,8,3,29,10,162,train
163,270,45,1,34,9,6,2,2,6,12.5,12.161744961471694,2.75,8.405166666666666,34,4,11,10,22,10,163,train
164,84,15,0,14,3,0,0,1,2,11.333333333333336,11.20814326018867,3.0,9.643833333333333,14,1,3,2,7,4,164,train
165,91,18,1,16,6,1,0,1,3,9.422222222222222,8.841846274778883,2.0,6.283744444444444,18,1,2,1,10,2,165,train
166,291,56,0,38,9,4,1,1,6,9.609523809523811,8.841846274778883,2.3333333333333335,7.663973809523809,37,3,7,3,23,8,166,train
167,58,13,0,10,4,4,0,0,0,8.276923076923078,8.841846274778883,0.0,9.139761538461538,11,1,0,1,6,2,167,test
168,234,40,0,29,8,6,1,3,6,18.0,15.903189008614273,5.0,8.970749999999999,31,2,10,10,21,11,168,test
169,285,56,0,34,11,6,2,2,8,13.180952380952384,13.023866798666859,3.3333333333333335,7.100045238095238,33,3,10,9,21,9,169,train
170,363,61,2,45,15,9,0,3,10,14.034972677595627,14.06817628641468,5.666666666666667,10.339787431693988,42,3,17,11,35,16,170,train
171,248,46,0,37,8,6,0,3,8,10.481159420289856,11.20814326018867,3.0,7.829642028985507,36,3,9,6,18,10,171,train
172,183,37,1,30,6,4,1,3,4,7.095495495495496,8.841846274778883,1.6666666666666667,6.382017117117117,30,3,5,3,12,5,172,train
173,208,38,2,32,9,1,1,2,4,6.1192982456140355,7.793537801064561,2.3333333333333335,10.497661403508772,34,3,7,2,31,7,173,train
174,267,55,0,39,10,6,1,2,8,15.363636363636363,13.023866798666859,3.5,9.306863636363637,37,2,7,6,23,9,174,train
175,23,6,0,6,0,0,1,0,0,2.4000000000000004,3.1291,0.0,0.2976,7,1,0,0,2,0,175,test
176,196,38,0,33,7,5,1,1,5,9.27719298245614,9.725611199111238,2.0,7.173450877192983,33,3,6,4,16,7,176,train
177,376,72,3,48,9,8,3,3,8,10.533333333333335,10.686352973137792,2.75,7.380272222222223,48,4,11,7,28,10,177,train
178,170,32,1,25,8,3,1,1,3,19.05,15.903189008614273,5.0,10.6515125,26,1,5,5,16,6,178,train
179,180,33,0,29,6,4,1,0,1,10.236363636363638,10.125756701596842,3.5,7.80429393939394,29,2,7,3,12,6,179,train
180,375,68,7,49,12,8,2,7,8,19.482352941176472,15.903189008614273,6.0,8.805988235294118,46,2,12,10,27,13,180,train
181,441,78,3,55,12,9,4,5,10,10.855384615384615,11.602472056035307,3.6,8.054106153846153,53,5,18,11,38,14,181,train
182,419,71,2,53,15,8,1,2,5,9.060281690140846,9.3871,3.6,9.23349605633803,52,5,18,6,36,20,182,test
183,349,65,2,53,13,5,3,8,8,10.192307692307693,10.686352973137792,2.5,8.329269230769231,54,4,10,7,34,12,183,train
184,158,26,1,24,8,4,0,3,3,21.16923076923077,18.243605946275583,9.0,10.391869230769231,26,1,9,7,15,9,184,train
185,311,54,3,41,9,4,3,4,4,9.103703703703705,11.698219412168324,2.75,6.645359259259259,44,4,11,9,25,8,185,train
186,378,69,4,56,15,6,3,2,15,6.841407867494825,7.957251820313856,1.2857142857142858,8.473385300207038,54,7,9,5,46,12,186,train
187,221,38,2,33,10,3,2,2,7,6.957894736842106,8.07648339933343,2.25,10.340594736842105,33,4,9,3,31,11,187,train
188,352,65,5,42,12,4,2,3,10,11.423076923076923,11.20814326018867,2.75,7.357576923076923,41,4,11,8,33,11,188,train
189,274,57,0,39,7,5,2,4,8,7.805263157894737,8.841846274778883,1.75,7.113475438596492,39,4,7,4,23,9,189,test
190,165,32,0,30,6,3,1,2,6,8.016666666666666,8.841846274778883,1.0,9.099941666666666,30,3,3,3,22,6,190,test
191,187,35,1,24,4,2,2,2,3,8.095238095238095,9.725611199111238,1.6666666666666667,6.470880952380953,25,3,5,4,14,5,191,train
192,263,48,1,35,7,4,1,1,6,13.766666666666666,12.161744961471694,3.0,7.7875250000000005,36,2,6,5,23,6,192,train
193,480,87,4,53,18,14,2,5,9,22.917241379310344,17.122413403193683,8.0,9.605479310344828,56,2,16,12,42,18,193,train
194,615,106,4,61,23,13,2,6,13,10.58301886792453,10.686352973137792,3.125,9.06049245283019,58,8,25,14,55,27,194,train
195,116,20,0,18,5,2,1,3,4,10.666666666666668,9.725611199111238,1.3333333333333333,7.914666666666667,18,3,4,4,10,5,195,train
196,230,45,0,33,7,4,2,2,7,13.444444444444446,12.161744961471694,3.0,7.559611111111111,34,2,6,5,21,7,196,train
197,340,63,2,38,12,7,2,1,9,29.644444444444446,20.267338824336647,14.0,10.52082380952381,38,1,14,9,24,13,197,train
198,280,48,1,38,9,3,0,3,6,13.06666666666667,12.457975602129121,3.3333333333333335,8.706558333333334,36,3,10,8,22,12,198,train
199,343,65,3,42,14,11,2,2,7,12.35897435897436,11.855464076750408,3.3333333333333335,8.112089743589744,41,3,10,7,30,10,199,train
200,153,30,4,21,6,4,0,1,3,16.0,13.023866798666859,5.0,8.808833333333332,22,1,5,3,12,6,200,train
201,236,40,1,31,12,8,2,1,4,12.333333333333336,11.855464076750408,3.6666666666666665,8.640083333333333,30,3,11,7,20,11,201,train
202,184,35,0,28,6,3,0,1,5,18.571428571428573,14.554592549557764,7.0,8.5305,30,1,7,4,18,6,202,train
203,138,29,0,22,6,1,1,5,6,15.73793103448276,14.554592549557764,5.0,7.797313793103449,23,1,5,4,11,4,203,train
204,352,69,1,42,13,8,1,8,9,13.257971014492753,12.457975602129121,2.6666666666666665,7.065705797101449,40,3,8,8,24,9,204,train
205,240,44,1,38,9,6,0,1,5,11.321212121212122,11.20814326018867,2.3333333333333335,7.593739393939394,37,3,7,6,23,7,205,train
206,356,66,0,51,14,13,3,1,8,10.842424242424244,11.20814326018867,3.25,7.565051515151515,47,4,13,8,27,11,206,train
207,273,43,0,36,10,4,2,5,5,15.965891472868217,14.554592549557764,5.0,10.9572007751938,37,3,15,12,26,16,207,test
208,287,52,5,39,14,5,5,1,4,14.246153846153845,12.161744961471694,5.5,8.8736,40,2,11,5,33,10,208,train
209,550,99,1,61,23,12,4,5,9,12.660606060606062,12.457975602129121,4.166666666666667,9.558738383838385,57,6,25,16,52,29,209,train
210,410,72,3,51,13,8,5,8,10,12.42666666666667,12.68835289967788,3.0,8.29824,49,5,15,14,42,16,210,train
211,320,55,1,33,14,9,2,0,8,16.06060606060606,14.554592549557764,4.0,9.13928787878788,34,3,12,12,30,15,211,train
212,267,49,0,38,9,4,2,3,6,11.431292517006803,11.855464076750408,2.6666666666666665,7.024592517006803,38,3,8,7,18,6,212,train
213,347,56,1,44,14,9,6,3,5,14.171428571428573,13.427899808715576,4.0,9.406257142857143,44,4,16,13,35,15,213,train
214,383,67,1,43,15,7,2,1,8,15.500497512437812,14.554592549557764,5.0,9.221994527363183,44,3,15,12,34,15,214,test
215,112,21,2,19,5,1,0,1,3,16.019047619047623,14.554592549557764,4.0,7.685719047619047,20,1,4,4,9,4,215,train
