,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
24,685,133,0,77,17,11,12,16,13,7.853007518796993,7.6454224807358475,2.375,8.141475939849624,69,8,19,5,59,17,24,train
25,977,175,13,121,36,21,11,5,28,8.119047619047619,9.516144504307135,2.75,7.788519047619048,115,12,33,15,108,28,25,train
26,210,41,0,32,10,4,0,3,8,21.278048780487808,15.903189008614273,7.0,9.13619756097561,32,1,7,5,17,6,26,train
27,845,164,3,117,33,18,15,13,21,8.48319018404908,9.642632912329528,2.6,7.254243803680981,111,10,26,13,75,21,27,train
28,687,132,4,90,18,11,5,7,19,11.481424936386768,10.504223727775692,3.6666666666666665,7.491723409669211,88,6,22,10,63,18,28,train
29,640,129,6,80,25,15,6,5,20,7.251388888888889,7.793537801064561,1.7777777777777777,6.685750347222222,72,9,16,6,63,14,29,train
30,319,60,0,46,11,9,1,5,7,6.666666666666668,7.793537801064561,1.5,8.343166666666667,46,6,9,4,28,11,30,train
31,1191,218,18,151,54,33,8,11,30,9.64347212420607,9.661875296680812,2.923076923076923,8.23467586450247,143,13,40,17,123,39,31,train
32,768,142,4,113,32,11,15,9,19,8.252482269503545,8.841846274778883,2.5555555555555554,8.445056028368795,109,9,23,9,85,26,32,train
33,203,37,0,23,12,10,0,2,8,8.176576576576577,8.841846274778883,3.3333333333333335,8.089044144144143,23,3,10,3,21,8,33,test
34,910,162,4,99,36,12,7,9,29,10.169800569800572,10.560738912317856,2.6923076923076925,8.835641690408357,91,13,35,23,86,34,34,test
35,1023,183,5,123,42,30,5,16,24,11.463288623944363,11.567385478589937,3.090909090909091,8.17188221559861,121,11,36,24,100,30,35,train
36,361,74,0,53,12,8,5,4,11,8.481081081081081,7.168621630094336,2.5,7.328018918918919,52,4,10,2,36,7,36,test
37,275,52,2,42,16,7,3,2,10,14.246153846153845,12.161744961471694,4.0,8.569946153846153,41,2,8,5,26,8,37,test
38,481,87,3,69,19,11,5,7,12,9.61954022988506,8.841846274778883,4.75,8.889667816091954,66,4,20,4,53,17,38,train
39,325,64,0,48,11,8,1,7,6,7.620000000000001,8.841846274778883,1.6,6.98528625,48,5,8,5,23,7,39,test
40,1081,208,6,137,39,22,11,9,34,12.4756038647343,9.827888789773866,4.0,8.505069082125605,129,8,32,11,111,31,40,train
41,459,85,1,59,15,10,5,3,13,11.505882352941178,11.20814326018867,3.2,7.637700000000001,58,5,17,10,45,11,41,test
42,1192,207,6,142,49,25,10,14,28,11.13167701863354,11.629938488055164,3.5,9.404364182194618,138,14,53,31,127,56,42,train
43,683,130,4,85,27,15,9,11,18,9.162393162393164,9.725611199111238,2.3333333333333335,7.753867521367521,77,9,21,12,61,20,43,train
44,985,186,7,123,42,22,10,9,26,15.195698924731184,12.161744961471694,4.166666666666667,9.24893870967742,121,6,25,15,102,34,44,train
45,316,58,0,47,12,9,3,4,14,9.11264367816092,7.793537801064561,4.333333333333333,7.862329885057472,46,3,13,2,30,9,45,test
46,754,145,7,96,33,21,8,9,20,14.082758620689654,11.602472056035307,4.0,8.450693103448277,94,5,20,11,78,23,46,train
47,189,34,0,30,8,5,2,2,6,10.236363636363638,10.125756701596842,4.5,8.761263636363637,30,2,9,3,20,7,47,train
48,980,172,5,104,41,28,4,15,21,9.970025839793282,9.444778638647367,4.0,8.623713436692507,100,9,36,11,99,31,48,test
49,617,115,4,85,21,13,3,16,15,7.198067632850243,7.793537801064561,2.3333333333333335,7.565582125603865,83,9,21,6,65,18,49,test
50,442,87,5,61,18,9,3,8,9,9.61954022988506,8.07648339933343,2.75,7.800702298850575,61,4,11,3,39,11,50,train
51,678,135,2,86,20,16,11,9,15,7.481481481481481,7.3871296695380915,1.5555555555555556,6.485833333333334,82,9,14,5,64,14,51,train
52,818,136,7,95,34,18,7,7,16,11.926797385620915,12.060818386365153,3.6666666666666665,9.610643464052288,90,9,33,22,91,36,52,train
53,229,49,1,36,11,7,0,4,7,10.616326530612247,7.168621630094336,2.0,8.39639387755102,37,2,4,1,16,9,53,test
54,332,60,2,51,13,8,4,7,5,8.0,8.07648339933343,2.25,7.275333333333333,49,4,9,3,31,8,54,train
55,395,75,0,51,16,12,3,10,10,10.700000000000001,10.125756701596842,4.0,7.7245,50,4,16,6,31,13,55,test
56,429,78,0,59,19,11,2,3,12,7.764102564102564,8.344100000000001,2.5,8.330017948717948,58,6,15,5,41,16,56,train
57,1315,248,12,146,50,33,14,23,34,16.91336405529954,12.031772070788634,6.285714285714286,8.322547465437788,142,7,44,17,135,39,57,train
58,431,84,3,66,14,11,8,5,14,8.14857142857143,8.238735603445708,2.2,6.725494285714286,67,5,11,4,43,10,58,train
59,858,158,2,107,30,24,16,8,23,10.356433121019109,10.355215969177355,3.4,8.538723184713376,102,10,33,16,83,32,59,train
60,528,99,3,68,19,11,6,6,15,10.640404040404041,10.864195022040775,2.6666666666666665,8.282778787878788,66,6,15,10,51,20,60,train
61,239,51,0,36,8,2,3,2,6,20.400000000000002,3.1291,3.0,8.642962745098039,36,1,4,0,14,3,61,train
62,561,108,6,73,18,12,12,7,11,9.504761904761905,9.957137785484202,1.8571428571428572,7.03342380952381,72,7,13,10,55,14,62,train
63,633,104,6,66,20,17,7,9,13,14.615022091310752,13.25671669890799,4.428571428571429,10.346803976435936,63,7,31,22,80,29,63,train
64,601,113,1,76,24,19,6,3,20,8.835840707964602,9.516144504307135,3.0,7.830462831858407,73,8,25,10,61,23,64,train
65,301,63,4,39,9,9,3,10,7,5.674920634920635,5.683917801722854,1.0,6.015904444444445,37,5,5,1,26,5,65,test
66,785,134,1,94,37,18,5,8,23,15.201990049751243,14.06817628641468,6.166666666666667,10.282516915422885,93,6,37,22,80,38,66,train
67,512,96,0,61,22,14,1,11,18,11.013333333333334,11.979248473330827,4.6,7.220486666666667,61,5,23,12,41,14,67,train
68,512,98,0,64,19,14,8,6,18,8.86530612244898,9.957137785484202,2.5714285714285716,7.553348979591837,61,7,18,10,45,14,68,train
69,517,92,3,62,20,14,4,3,12,10.88888888888889,10.864195022040775,3.5,9.468388888888889,62,6,21,11,58,21,69,test
70,680,117,3,79,30,19,1,10,17,12.586324786324788,12.161744961471694,4.0,8.922332478632478,82,6,24,15,63,27,70,train
71,800,147,10,100,35,23,5,11,22,10.342857142857142,10.25414643259724,2.5555555555555554,8.635817006802721,95,9,24,14,88,30,71,train
72,321,56,0,48,12,5,6,4,8,28.114285714285717,19.287186520377343,14.0,10.643564285714286,48,1,14,8,28,13,72,train
73,140,24,3,23,9,4,2,0,4,8.133333333333335,8.841846274778883,3.5,8.837116666666667,24,2,7,2,17,5,73,train
74,490,87,1,50,19,15,5,5,14,11.097931034482759,11.20814326018867,3.8,9.399884827586206,52,5,21,10,51,21,74,train
75,828,153,0,109,32,22,6,12,15,12.664425770308124,12.031772070788634,3.5714285714285716,8.848718860877685,104,7,26,17,81,31,75,train
76,437,79,2,60,18,9,2,4,12,5.772995780590717,6.42735559955562,3.1666666666666665,7.68741476793249,56,6,19,2,41,14,76,train
77,252,41,0,38,9,4,4,4,4,9.953658536585365,11.20814326018867,2.75,8.381241463414634,37,4,11,8,30,9,77,train
78,713,127,6,93,27,18,4,7,19,10.129527559055118,10.125756701596842,2.5,8.278151968503938,94,8,21,12,77,26,78,test
79,918,179,1,121,34,22,12,11,21,7.295401804899012,7.610546881738771,1.8461538461538463,7.671520885259992,116,13,26,8,94,26,79,train
80,448,83,7,68,21,7,1,5,13,11.673493975903614,11.20814326018867,3.25,7.138832530120482,66,4,13,8,39,12,80,train
81,797,137,9,92,34,22,8,12,17,11.052392538523925,11.20814326018867,4.111111111111111,8.655974776966747,90,9,36,18,80,31,81,train
82,438,86,1,59,12,7,5,2,12,7.593798449612404,7.793537801064561,2.1666666666666665,6.734293798449612,53,6,13,4,44,11,82,test
83,843,154,8,104,28,23,5,8,20,11.855844155844157,11.20814326018867,4.0,8.3850012987013,100,8,33,16,83,29,83,train
84,392,85,1,54,18,11,2,1,12,34.94117647058824,11.20814326018867,4.0,10.267441176470589,55,1,5,2,23,6,84,train
85,797,149,1,104,36,18,4,7,25,12.617897091722595,10.864195022040775,3.3333333333333335,9.954944742729307,105,6,21,11,83,35,85,train
86,1255,229,11,144,53,24,13,7,36,9.847619047619048,10.125756701596842,3.2142857142857144,8.11475388471178,133,14,47,21,125,45,86,train
87,674,118,5,68,21,17,13,8,16,15.20271186440678,14.554592549557764,5.4,8.286212542372882,66,5,27,20,66,22,87,train
88,348,64,0,50,11,8,9,6,6,8.275,8.841846274778883,3.25,8.8710375,47,4,13,4,36,12,88,train
89,808,154,13,99,33,21,8,10,25,11.825108225108226,10.864195022040775,3.6666666666666665,7.370345887445888,91,6,25,11,85,13,89,train
90,814,133,6,92,35,23,3,7,18,13.915789473684212,13.25671669890799,5.142857142857143,9.090328571428572,90,7,37,22,89,35,90,test
91,163,34,0,27,9,6,1,1,2,14.776470588235293,8.841846274778883,4.0,9.038194117647059,28,1,4,1,15,6,91,test
92,953,182,0,101,30,16,10,11,25,12.817582417582418,12.28987398476788,5.0,7.528847252747252,98,7,36,18,78,22,92,train
93,821,158,3,96,33,24,6,14,16,8.572993630573249,9.3871,2.5,7.633563949044586,92,10,25,12,81,24,93,train
94,980,190,1,124,40,19,5,11,29,8.438596491228072,8.59863814320734,1.8333333333333333,8.078464912280701,122,12,20,11,101,25,94,test
95,400,81,0,58,17,12,2,1,17,9.442962962962964,9.3871,1.8,7.753970617283951,55,5,9,6,38,11,95,test
96,309,62,0,40,14,10,2,1,7,14.335483870967742,10.125756701596842,5.5,8.739583870967742,39,2,11,3,24,10,96,train
97,785,144,8,109,32,18,4,11,19,11.72018779342723,10.125756701596842,4.333333333333333,9.035859624413145,111,6,29,9,90,24,97,train
98,211,37,0,32,12,5,2,1,3,8.133333333333335,10.504223727775692,3.0,9.933644444444447,31,3,9,5,26,10,98,train
99,569,102,6,77,21,10,2,10,14,9.937254901960785,10.125756701596842,3.3333333333333335,8.04019019607843,75,6,21,9,58,17,99,test
100,1095,196,9,128,50,27,9,12,24,12.996825396825399,12.060818386365153,4.333333333333333,8.583616553287982,123,9,38,21,115,36,100,train
101,758,145,4,98,26,15,6,10,21,13.25287356321839,11.538034831475386,4.0,8.102063218390805,89,6,24,13,76,23,101,train
102,1351,251,11,150,56,33,14,13,33,17.370745589072282,12.540900571622839,7.0,9.692783210017074,141,7,50,19,128,50,102,train
103,441,76,3,62,14,8,5,7,10,9.764210526315791,9.888512548439397,3.4,8.753446315789475,63,5,17,7,48,14,103,train
104,499,103,1,62,21,15,12,4,10,13.018446601941747,11.20814326018867,4.25,7.673117475728155,60,4,17,8,46,14,104,train
105,1391,254,9,169,53,30,13,17,37,8.54456692913386,9.255337874911486,2.45,8.058506614173229,149,20,50,24,144,49,105,test
106,952,177,2,112,42,27,5,9,25,8.696250642013354,8.841846274778883,2.5454545454545454,7.913761633281973,109,11,28,11,89,28,106,train
107,696,121,5,92,19,10,8,4,19,14.638677685950412,13.023866798666859,6.4,9.143183636363636,91,5,32,15,62,30,107,test
108,512,99,0,75,23,14,7,8,9,9.132121212121213,7.554174236665414,2.0,7.489489090909091,74,5,10,3,52,13,108,train
109,289,60,1,42,12,9,3,0,8,7.333333333333333,7.168621630094336,1.5,7.275333333333333,38,4,6,2,23,6,109,test
110,625,108,4,70,27,16,5,4,18,9.875132275132277,10.608840637214634,4.285714285714286,9.226479365079367,69,7,31,12,69,25,110,train
111,1056,205,10,122,40,27,13,12,26,10.015009380863042,10.389873798559362,2.5384615384615383,7.345580675422139,114,13,35,21,101,34,111,train
112,993,183,5,132,36,14,4,12,27,11.849180327868853,11.20814326018867,3.3333333333333335,8.010115300546449,126,9,31,18,97,33,112,train
113,418,86,10,59,11,8,3,2,11,9.065116279069768,5.985473137389441,2.5,5.804527906976745,58,4,10,1,45,4,113,train
114,309,53,2,38,19,13,1,3,4,11.337735849056605,11.20814326018867,4.0,8.762567924528302,37,4,16,8,34,13,114,train
115,315,65,0,47,12,12,4,4,5,6.995000000000001,8.238735603445708,1.0,6.49184875,47,5,5,4,31,5,115,train
116,570,110,1,81,20,13,3,8,19,9.558441558441558,9.606745405546679,2.142857142857143,6.999746753246753,81,7,15,9,53,16,116,test
117,875,168,8,106,32,15,7,8,27,11.504761904761907,9.606745405546679,3.0,8.022495238095239,102,7,22,9,84,19,117,train
118,687,127,6,72,33,26,5,5,16,12.296512935883015,11.765960540728905,3.857142857142857,8.017645556805398,68,7,27,16,63,22,118,train
119,872,128,14,100,31,15,8,11,19,15.095833333333331,13.81666964889586,7.833333333333333,11.109320833333333,103,6,44,19,92,39,119,train
120,803,149,5,112,45,21,7,14,17,9.712720156555774,9.236282656511921,3.5714285714285716,8.564438943248533,112,7,25,8,94,26,120,test
121,229,45,1,35,11,7,2,4,8,8.666666666666668,8.841846274778883,2.6666666666666665,7.5385,35,3,8,3,22,6,121,train
122,361,72,6,55,10,8,4,3,13,8.866666666666667,8.841846274778883,2.5,6.50305,55,4,9,3,31,6,122,train
123,352,71,3,56,14,9,1,8,12,9.916901408450705,9.516144504307135,2.75,6.963238028169014,60,4,11,5,35,8,123,train
124,818,148,3,93,26,20,3,8,21,9.163243243243244,9.642632912329528,3.0,8.531458378378378,88,10,30,13,81,31,124,test
125,901,176,9,106,34,23,9,10,20,8.445454545454545,8.841846274778883,2.1818181818181817,7.031861363636364,100,11,26,11,93,22,125,train
126,805,165,3,107,31,15,4,9,24,10.14299363057325,10.411451182825502,2.125,7.3253777070063695,104,8,18,13,94,18,126,test
127,389,68,1,49,19,9,2,4,10,12.094117647058823,11.698219412168324,4.0,10.052641176470589,47,4,17,9,40,20,127,train
128,617,123,4,64,23,15,9,6,19,11.791219512195124,9.888512548439397,2.8,6.910643739837399,63,5,14,7,55,11,128,train
129,208,41,0,34,5,3,3,1,3,10.151219512195123,8.841846274778883,3.0,6.193787804878049,35,2,6,2,17,3,129,train
130,244,46,1,38,11,7,0,5,7,9.611594202898551,9.725611199111238,2.6666666666666665,8.516163768115941,38,3,8,4,24,8,130,train
131,811,160,10,107,35,20,4,10,23,6.583333333333335,7.492282038375204,1.5,6.765020833333333,106,12,19,7,86,17,131,train
132,353,67,1,54,12,8,4,5,11,10.879104477611941,11.20814326018867,3.0,7.295359701492537,53,4,12,8,27,10,132,train
133,258,52,1,41,14,9,0,2,6,5.752941176470589,7.793537801064561,1.1666666666666667,7.463786274509804,40,6,7,4,28,8,133,train
134,730,131,2,84,20,12,6,5,15,10.097031382527566,10.74609503303851,3.5555555555555554,7.853951738761663,80,9,33,16,74,22,134,train
135,571,113,1,78,21,9,12,6,19,8.581036662452592,8.841846274778883,2.0,7.092141466498104,74,7,14,7,58,13,135,train
136,540,95,3,69,24,8,1,5,18,15.192982456140351,11.20814326018867,5.666666666666667,10.193482456140352,69,3,19,6,52,27,136,train
137,265,49,0,37,13,10,2,3,7,9.79795918367347,10.686352973137792,2.5,7.78879387755102,37,4,10,7,27,10,137,test
138,467,80,0,65,19,10,4,4,15,12.456962025316457,12.161744961471694,4.75,9.812808860759493,71,4,20,10,60,23,138,train
139,830,154,3,91,40,26,4,9,28,13.383549783549785,11.20814326018867,4.333333333333333,9.420995238095239,87,6,26,12,79,31,139,train
140,347,64,2,48,14,11,3,4,9,7.620000000000001,8.238735603445708,2.6,8.712317500000001,47,5,13,4,35,12,140,train
141,374,69,1,44,13,11,4,10,6,10.957971014492754,10.686352973137792,3.5,8.840071014492754,43,4,14,7,36,17,141,train
142,749,130,6,92,30,15,6,3,23,7.931623931623932,8.515128840125781,3.3333333333333335,8.72555982905983,92,9,30,8,89,29,142,train
143,829,163,4,98,25,17,5,10,22,10.849386503067485,10.125756701596842,3.125,7.165750306748467,92,8,26,11,70,18,143,test
144,1374,239,14,167,43,26,24,19,31,12.572552301255229,12.516099999999998,5.2,9.248425355648536,161,10,52,26,149,44,144,train
145,527,93,1,71,23,14,5,5,17,13.170967741935485,11.698219412168324,6.0,9.713463440860217,71,4,24,9,46,26,145,test
146,611,115,2,73,24,16,3,4,23,9.57608695652174,9.827888789773866,2.625,7.644804347826087,70,8,20,11,58,20,146,train
147,360,61,4,48,15,10,2,8,7,8.158688524590165,8.841846274778883,3.4,9.159816721311476,48,5,17,5,43,14,147,train
148,343,65,2,54,16,13,3,5,8,8.346153846153845,8.841846274778883,2.0,7.6005,52,4,9,4,36,9,148,train
149,709,124,7,89,26,16,10,11,17,11.038709677419355,10.9516,3.25,8.734816129032257,91,8,27,15,75,26,149,train
150,671,127,5,81,27,14,6,3,16,10.406749156355456,10.290406445055957,3.0,7.893314848143982,75,7,21,11,61,21,150,train
151,307,59,0,39,10,6,2,1,6,10.578531073446328,9.725611199111238,3.6666666666666665,8.358746327683615,38,3,11,4,23,10,151,test
152,303,59,1,47,10,7,6,3,8,7.4318644067796615,8.238735603445708,1.2,7.165678305084746,46,5,6,4,27,7,152,train
153,1438,235,10,133,47,35,18,35,31,12.371158392434987,11.958738252310603,3.8333333333333335,9.995332151300236,124,18,70,44,168,82,153,train
154,259,48,0,37,10,4,4,0,7,7.233333333333333,6.42735559955562,2.0,7.390725,35,3,7,1,21,4,154,train
155,108,21,0,20,3,2,3,1,5,12.0,11.20814326018867,4.0,6.997,21,1,4,2,12,2,155,train
156,783,141,6,94,26,16,9,19,19,8.815215989684075,9.339509955726097,2.1818181818181817,8.079799548678272,87,11,24,13,87,27,156,train
157,1162,211,13,112,32,23,24,8,26,10.662923806051769,10.560738912317856,3.1538461538461537,8.407754684651842,100,13,42,22,119,44,157,train
158,594,105,7,69,28,15,3,7,14,12.333333333333336,12.745084868956482,3.6666666666666665,9.166309523809524,65,6,22,17,68,25,158,train
159,281,54,1,40,10,7,3,5,3,8.023703703703704,8.841846274778883,2.0,7.973476296296296,38,5,10,5,23,7,159,train
160,172,31,0,26,7,3,1,3,5,6.713978494623657,7.793537801064561,2.3333333333333335,8.73322688172043,26,3,7,2,17,8,160,test
161,483,96,2,56,22,16,0,6,12,8.93,8.238735603445708,3.2,7.220486666666667,56,5,17,4,39,13,161,train
162,326,63,7,45,12,8,0,9,10,14.504761904761905,11.20814326018867,6.5,7.203979365079365,42,2,13,4,28,8,162,train
163,318,62,2,44,15,10,2,2,12,9.378688524590164,9.516144504307135,2.5,8.275686885245902,43,4,11,5,29,13,163,test
164,404,85,1,51,18,11,1,4,15,12.745098039215685,9.725611199111238,2.3333333333333335,8.385598039215687,51,3,8,4,36,9,164,train
165,774,148,4,88,28,18,3,8,22,10.102702702702704,10.125756701596842,2.5,8.074843243243244,83,8,21,12,70,25,165,test
166,155,31,0,24,5,5,1,2,5,5.423655913978495,6.42735559955562,1.3333333333333333,5.677097849462365,22,3,4,1,7,3,166,train
167,636,111,7,80,22,15,11,6,14,9.97837837837838,10.25414643259724,3.0,9.653818918918919,78,9,27,14,69,30,167,train
168,60,10,0,9,3,3,0,0,1,12.0,11.20814326018867,4.0,8.8695,9,1,4,2,5,3,168,train
169,134,25,0,22,7,4,1,1,6,8.200000000000001,8.841846274778883,2.0,8.677700000000002,22,2,4,2,11,5,169,train
170,1130,209,13,133,41,21,14,11,30,10.853588516746413,10.63711953065702,3.3636363636363638,7.827560287081339,122,11,38,19,107,36,170,test
171,993,181,7,114,37,23,9,6,29,11.222702159718734,11.20814326018867,3.3636363636363638,8.029385786037167,108,11,39,22,88,36,171,train
172,308,59,1,48,13,7,2,6,5,8.544632768361582,8.841846274778883,1.6666666666666667,7.555864971751412,48,3,5,3,30,5,172,test
173,714,134,3,93,30,15,9,5,16,8.290909090909091,8.841846274778883,2.5555555555555554,7.8329818181818185,92,9,23,9,74,18,173,train
174,331,68,0,55,8,4,4,6,14,7.151044776119403,7.554174236665414,1.0,5.950841492537314,56,5,6,3,33,7,174,train
175,1271,221,13,150,48,28,17,22,28,10.831168831168831,11.35114627814755,3.2857142857142856,8.219883116883118,138,14,46,29,128,43,175,train
176,700,131,1,94,26,12,5,8,19,10.844492911668485,10.608840637214634,2.857142857142857,8.421827808069793,96,7,19,12,78,23,176,train
177,410,81,1,55,13,9,1,1,10,10.07530864197531,8.841846274778883,2.75,7.954850617283951,57,4,11,4,40,11,177,train
178,530,89,4,61,22,15,2,11,12,12.674906367041201,12.161744961471694,3.8333333333333335,8.985042322097378,62,6,23,15,54,22,178,train
179,704,128,1,87,29,22,7,8,15,12.283333333333333,11.538034831475386,3.6666666666666665,7.901977083333334,86,6,23,13,74,21,179,train
180,667,123,4,86,27,16,12,6,15,11.041873278236915,10.504223727775692,4.0,9.204122038567494,87,6,24,9,72,23,180,train
181,439,82,0,49,22,15,3,6,13,9.36910569105691,9.725611199111238,3.0,8.358147154471546,46,6,18,8,39,16,181,train
182,1046,190,2,122,43,21,8,9,36,12.632804232804233,11.645159339076184,4.666666666666667,8.938893650793652,122,9,42,20,106,37,182,train
183,938,158,7,105,48,22,4,11,23,15.864014466546113,14.554592549557764,5.571428571428571,10.452435262206148,102,7,40,28,94,44,183,train
184,841,161,8,109,34,18,5,9,20,8.43210702341137,9.265573868473778,1.7692307692307692,7.487236550406116,102,13,23,15,94,23,184,test
185,1134,207,12,104,43,30,14,12,21,13.82826086956522,12.602617957971052,4.625,7.818547342995169,99,8,37,22,101,32,185,train
186,352,66,0,50,13,8,5,7,7,7.704242424242423,8.238735603445708,1.8,7.64061393939394,48,5,9,4,29,9,186,train
187,960,168,5,101,38,21,9,7,22,7.406159110350727,8.841846274778883,3.357142857142857,8.388396663815227,96,14,46,14,93,34,187,train
188,561,113,0,70,22,16,5,4,18,16.48259587020649,10.504223727775692,5.333333333333333,7.600784365781711,68,3,18,5,50,10,188,train
189,567,110,2,75,21,12,6,6,15,7.07070707070707,8.167268648758528,1.8888888888888888,6.682994949494949,72,9,17,7,57,12,189,train
190,842,150,15,97,32,7,12,7,23,9.415384615384616,10.035473477838034,2.1538461538461537,7.787874358974359,87,13,27,19,89,30,190,train
191,396,76,0,51,16,11,4,4,7,8.711578947368421,8.841846274778883,2.4,7.922393684210526,52,5,12,5,37,14,191,test
192,409,75,3,55,16,7,1,2,11,10.166666666666668,9.516144504307135,4.25,7.935033333333333,54,4,18,5,35,12,192,train
193,653,119,0,71,33,24,5,5,14,9.311344537815126,9.827888789773866,3.125,7.956905042016807,66,8,25,11,56,23,193,train
194,240,45,0,36,9,6,2,3,8,5.377777777777778,6.742157984588678,1.8,6.539122222222222,35,5,9,2,27,7,194,test
195,679,120,9,88,29,13,4,3,16,8.986367880485528,9.725611199111238,2.0,8.53837264239029,81,9,19,12,76,23,195,train
196,966,174,4,113,43,27,8,11,21,9.54566353187043,9.80015041476705,3.090909090909091,8.141714002089865,113,11,36,15,96,28,196,train
197,426,76,4,57,21,8,4,5,14,11.284210526315789,10.686352973137792,4.25,10.396268421052632,56,4,17,7,45,21,197,train
198,963,164,9,120,38,24,8,14,25,16.2006968641115,14.756829357015494,6.428571428571429,10.190264459930315,116,7,45,29,99,49,198,test
199,970,184,6,114,39,19,14,9,21,8.285792349726776,8.841846274778883,2.4166666666666665,7.067708743169399,108,12,29,12,92,24,199,train
200,581,102,3,78,23,11,4,7,13,11.505882352941178,11.20814326018867,3.1666666666666665,8.969013725490196,77,6,20,12,63,21,200,train
201,661,122,5,78,28,18,5,8,16,11.412021857923499,10.864195022040775,4.0,8.657246448087431,73,6,26,11,63,25,201,train
202,735,133,8,91,30,12,9,9,19,8.617878028404345,9.444778638647367,2.7777777777777777,7.812410108604846,91,9,24,11,84,20,202,train
203,279,56,0,43,8,5,2,4,10,9.609523809523811,8.841846274778883,2.3333333333333335,7.663973809523809,43,3,7,3,24,7,203,test
204,348,61,3,47,10,7,3,2,11,29.645901639344267,20.267338824336647,15.0,10.027181967213115,50,1,15,9,29,11,204,train
205,1039,179,6,123,37,21,12,17,22,10.882867783985104,10.864195022040775,3.5833333333333335,8.963405772811917,121,12,42,22,113,41,205,train
206,1175,227,8,143,37,18,11,26,37,9.318181818181818,9.827888789773866,2.25,7.404727272727273,130,16,38,22,134,29,206,test
207,247,43,4,31,13,9,0,3,7,12.24496124031008,11.855464076750408,3.3333333333333335,10.222782170542636,32,3,10,7,29,9,207,train
208,906,159,1,110,40,21,12,9,15,8.517130801687765,9.3871,2.6666666666666665,8.45623181434599,111,15,41,18,95,39,208,train
209,536,97,3,69,22,16,6,7,13,10.596666666666668,10.355215969177355,4.2,8.700799166666666,71,5,20,8,50,21,209,test
