,essay_id,pred
387,20781,45
388,21535,45
389,20832,35
390,21245,35
391,20878,45
392,21098,50
393,21443,45
396,20993,50
397,20861,45
399,21297,25
400,20758,45
401,20971,50
402,21076,45
404,21065,45
405,20763,30
408,21329,30
409,21257,35
411,21587,35
412,20914,45
413,20992,45
414,20821,45
415,21246,35
416,21366,45
419,20760,45
421,21361,50
422,21238,35
424,21624,30
425,21093,45
426,21449,35
427,21598,35
428,21151,45
429,21584,35
430,21069,45
431,21091,45
432,20865,35
433,20732,20
434,21407,30
435,20963,45
436,20851,30
437,20755,35
439,21302,45
440,20765,45
441,21516,45
443,21133,45
444,21211,45
445,20942,45
448,21191,30
449,21215,45
450,21325,45
454,21002,45
455,21596,35
456,21467,50
457,21386,45
458,20974,45
459,21130,50
460,20862,45
461,21256,35
462,21522,45
463,21096,45
464,20930,45
466,21148,35
467,20984,35
468,21411,30
470,20831,35
471,21032,50
473,21440,35
474,21276,45
475,20719,35
477,21408,20
478,21097,50
479,21077,35
480,21517,35
482,20885,35
483,21142,45
484,20900,45
485,21619,30
487,21379,45
489,20901,45
490,21352,35
491,21007,45
492,21033,25
494,21436,45
495,21473,35
496,21356,45
497,21595,35
498,20716,35
499,21432,50
501,21391,35
502,21383,45
503,21398,45
504,20792,35
506,20898,45
508,21035,50
510,21484,50
511,21405,35
512,20928,45
513,21294,20
516,21505,45
517,21166,45
518,20723,45
519,21582,30
521,21214,45
522,21255,35
523,21168,35
524,21042,45
525,20793,45
526,20998,45
528,21250,55
530,21218,45
531,21261,45
532,20948,35
533,20833,45
534,21458,45
535,21247,30
536,21163,45
537,21592,45
538,21132,35
539,20736,45
541,20940,30
542,21092,45
543,21192,35
545,21272,45
547,21447,35
550,20787,30
552,21480,30
553,21137,50
554,20932,55
555,20894,35
556,21626,45
557,21394,35
559,21089,45
560,21224,35
561,20999,45
562,21225,35
563,21611,45
565,21114,50
566,21036,50
567,21078,35
568,20910,45
569,21160,35
570,21533,45
573,21448,35
574,21296,45
575,21511,45
581,20857,35
582,21556,50
583,20977,45
584,21029,20
585,20785,45
586,21120,50
587,21149,45
588,21521,50
589,20853,35
593,20982,30
594,21223,50
595,20808,35
596,21147,45
597,21101,30
598,21052,35
600,21550,45
601,21116,45
602,21310,45
604,21373,50
605,21263,30
607,21544,45
608,21222,30
609,21301,30
610,21604,45
611,20791,45
612,21615,30
613,21009,45
614,21563,50
615,20805,45
616,21171,30
618,21150,35
619,21365,45
620,21357,35
621,20812,35
622,21607,50
623,21268,45
625,21094,45
626,20888,45
627,20776,45
628,21338,45
629,21127,45
631,21558,45
632,20838,35
633,21506,50
634,20768,45
635,21123,45
636,20725,45
637,21141,35
638,20988,45
639,21189,45
640,20975,45
641,21175,35
642,21012,20
643,21266,45
644,20956,30
645,21315,55
647,21462,30
648,21131,45
649,20964,45
650,21336,50
651,20939,35
652,21557,45
653,21419,45
654,21159,50
655,21067,50
656,21364,45
658,21433,35
659,21233,45
660,21079,45
661,21628,30
662,21043,45
663,21277,35
664,20802,35
665,21155,35
666,21068,45
667,21095,45
668,21530,45
669,21507,35
670,20924,45
671,20795,45
672,20899,45
674,21319,50
675,20994,50
676,21548,45
679,20907,45
681,20856,45
682,21512,30
683,21037,50
684,21111,45
685,20756,35
686,21237,45
688,21087,45
689,21490,45
690,21240,30
691,21008,45
692,21113,30
693,20766,45
694,21059,50
695,20919,30
696,21291,35
697,21264,30
698,21606,35
699,21472,25
700,21403,45
701,21416,50
702,20874,25
703,21064,25
705,20804,45
707,21630,45
708,21023,45
709,21465,35
710,21324,45
711,21475,45
712,21514,35
713,21370,30
714,21410,45
716,20842,50
718,20959,50
719,20813,35
720,20726,35
721,20764,30
722,20921,50
