index,essay_id,essay_set,essay,score,split
329,18805,7,"@CAPS1 are we there yet? I keep asking over and over again. @CAPS2 but almost, he replied. Today we are going to @LOCATION1 adventures and I am so excited! After I asked my @CAPS1 when we would be there, about @NUM1 minutes later we finally arrived at @LOCATION1 adventures! The line  to get are tickets was long but not to long. Once we get them we went to go look for a lock to put all of are stuff in! The line far that wasnt long so we did that fast! We were now all hungry, so we went to go eat! The time we got into the restaurant, the lines to order were very long! Ok, so now that we are all done eating, it was time to ride some awesome e rides! @CAPS3, man! is what I would get saying when the lines to the rides were super long! But so far I have been a very patient girl! But, ok say I had to go change my clothes to go into the water park and change back or go to the restroom man these lines were super long too! Now that the day is almost done, and the park will be closing, my family and I arent into the gift shop: we were in the for about @NUM1 minutes waking around. When we were done and we were ready to check out, the check out line wasnt long at all! Finally, there was a line that wasnt long! All that day I was a very patient girl! Between everything that went on throughout that day!",19,train
800,19334,7,"To me,  patient is one of the most important traits in a person. To be patient with someone is very important. It can make you friends, it can get you a girl or boy friend and it can get you some of the best things in life. One time, patients got me a now hockey stick. About a month ago, I broke my old hockey stick in an away game. After the game, I knew I needed a new hockey stick, so I went to the pro shop at the ice areana I was playing at. Do you have the @CAPS1 @PERSON1 vapor @NUM1? I asked wondering if it would easy to get it. @CAPS2 buddy we just ran out. @CAPS3 the sales man giving me a little shrug. I knew that if I wanted the stick. I would have to look harder. When I got home, I looked on the internet to see if there were any stores nearby with it in stock. No luck. I guess Ill have to order it online. I thought to myself. The delivery didnt grive  quickly. It took about @NUM2 weeks for it to arrive. It was worth all the time and effort.",15,train
500,19060,7,It takes patience when you are out hunting. After about @NUM1 deer seasons my patience paryed off. I was using a bow and ran @NUM2 point walked out. He was about @NUM3 yards from my stand and I called him closer. Then he was @NUM4 yards from my stand. I took the shot and he buckled and the @NUM5 minutes I waited to find him felt like in life time. Then I got out of my stand he ran about @NUM6 yards and droped. When I got to him. I was so excited because he wasn't won @NUM2 point he was a @NUM8 point back. Do remember use the regin blood head and be patient you could shoot the deer of a lifetime.,20,train
5,18217,7,"I am going to tell you about a time I was impatient. I had been working everyday in the @DATE1. I was trying to do the best I could to make make money. I was saving up to by a three hundred dollar bow, a firty dollar target, forty dollar broadbands, and other hunting accessories. I was finding myself to get more impatient everyday. Slowly I was getting tired of working, bored of saving money, and tempted to spend it. Finally I saved up enough money. I bought my stuff. I practiced all day long. Soon I became more accurate. I was ready to go hunting. The first night I was out I passed up a doe at eight yards. I havent had anything close enough to shoot since then.",17,train
308,18150,7,"One @DATE1 @TIME1 I was very patient when I was waiting for my sister in law to tell my brother to tell us we could come in the hospital room and see their brand new baby @CAPS1. My father and mother were waiting with my sister, bother and I, in the waiting room / lobby. At the time it was probably for an hour and a half waiting. I guess that I could say that I was being patient. Also very ten to fifteen minutes I would have to get up and walk around. I was so shaky nervous and jumpy. But it probably didn't help that I drank three cans of pepsi and right before rushed to the time I was being patient.",14,train
1546,18747,7,When you are patient you are come and without complaining. And you are understanding and tolerant. And when you are patient with something you are steady with it and ???.  Because you are nervous you are not patience gives you a lot of time. And you ?? very come and steady so he is patient. And a ??? person experiences difficulties. And when patient ?? waiting to get something and they do not knew ?? that is patient. And when your patience you ?? come and if you ???,7,train
147,19404,7,Over the @DATE1 me and my sister were going to go to the gnate wolf loge with one cosin grace and one ancul rege. But then he had to resceganal because his plain was going to be late. Then he had to rescegunal decas his car brock bown . Then we rented a car. Then we had to pick up my uncle @PERSON1 and we wen on one way. On one way than we got stoped by a cop and the cop gave us a tickit for speeding. We finaly arrived and it was the best two days of my life.,14,train
177,19178,7,"When I had to be patient, was when I wanted a psp. So there was a time when I wanted a psp so bad so I ask my parents, they said I had to wait till @CAPS1. But I really wanted it but I decided to wait for a long time and I finally got a psp.",11,train
283,18609,7,"Patience is about waiting for something and not complaining about it. When you are patient you wait for something with out complaining. If you are waiting for something and you start to complain that means you don't have much patience. It isn't really good to not have patience. Some people do not have patience at all, and if they don't that is not good. If you do have patience that is good, but some people don't and it is not good, because if something that you have to wait for and it is important, and you have no patience that could be bad. Some people have good patience  but sometimes even if you have good patience you can still sometimes complain. And that is what patience is.",11,train
1158,19230,7,I was patience when I had to wait in line for @NUM1 hours just to ride ???. Then I got on it took off @NUM2 miles pa hour. I was stuck to it for five minutes then it went down ??? @NUM2 miles pa hour. I got off and rode it miles cum force and I was faced to it. The drop is ??? . The ride was @NUM1 minutes long ??? @NUM5 people. I went on the powa hour it was sence. My ??? was the reply it was fun to. I came home as it was in the @TIME1. I woke up and ate breakfast. The whole time is waied patience in everyone.,13,train
1218,19071,7,"A time when patient was when I went to the glasses place, And I had to get approved to get glass. So the next day my grandma call and ask did @PERSON1 get approved and they said @CAPS1, my grandma asks how long do I have to wait and they said four weeks so a week went by and they called and said my glasses are done. So the next day we went and got them and that was a time I was patient.",16,train
719,19563,7,"A few weeks ago, we had a garage sale and a mom to mom sale. I had to be patient because of the customers that were driving by or the mom to mom sale when we had to wait for people to come to our table. At the garage sale I had a lemonade sale. Out of both sales we made a lot of money but, still we had to take some stuff home and donate it. The sales were fun but, we had to go through it all and, price it. So we just sat there but, sometimes I was happy because the people had bought the stuff we had a lot of fun doing a mom to mom sale and a garage sale! I think that we did pretty god! We did sell some stuff but, some of it we still had left to pack up and take home to donate. We hadto do a whole lot of work but I liked it a lot!",15,train
1027,18389,7,"There was a time when I went to @ORGANIZATION1 @ORGANIZATION1. We were driving to @ORGANIZATION1 then there was a long line of traffic so we had to wait. So we waited on a bridge for @NUM1! It was a night more coming true. We got hungry. We really didnt compliments. But we were there for a long time, about @NUM2 we got into the pork. So we were deciding which roller coaster to go on. We decided to go on the @CAPS1. We looked at the line it was a @NUM3 hr wait. We got in line. @PERSON1, @PERSON1, and my brother @PERSON1 were companing a lot. Again it was a nightmare coming true. So my dad and I were fine with the line for the @CAPS2. Actually it didnt take as long as I thought it would. After the wait we got on the roller coaster. We were laughing and scared at the same time. The coaster was over. I was sad. But it was worth the three hour wait. Later that day we rode the @CAPS3 the first ever built standing coaster I was scared again the wait was @NUM4 hours long. And @PERSON1 and my brother @CAPS4 dying from the wait. But the wait only felt like an hour long. I was scared of that coaster. But I loved it. It was a lot of fum to ride roller coasters. We left after a while. It was a long day. The end.",17,train
336,18102,7,A time when I was patient was when I was at school. I was waiting for my sience teacher to call on me to get ready to go. I was siting down in my seat. She was calling people to stand by the door to get ready to go to their next class.,13,train
368,18659,7,"I am writing about a time when I was patient. The time I was patient is when it wast the first week of football. We went town to subway before the game and got a cub. I was the first one in line but then I was folowed by other people olny one cut me at first but then others followed and I became the last one in line, it felt like an hour in line! Finally I was up next I got my sub. It had turkey, lettuce, pickles, banana, pepper, cucumbers and great frech spinach.   It rearned something in that line being patient realy pays off and by the time in at back. It had over been @NUM1 minutes. I sighed in relief. We were pumped for our first games we played starta we tied it though but that was still a great day!",14,train
1319,18758,7,"One day when I was walking put side I found a snake on a rock. I yelled for my big brother who was playing his game. He said hold on I need to beat the leavie  but the snake was getting eratatid sot said, now garrid its leaving finally after ten minutes he came out of the house and stared at what was in my hand. He asked me why do you have a snake I re plied I saw it cool. he liked I and let it go.",13,train
2,19165,7,"Being patient is a hard task wright about. One day I was with my mom in @LOCATION1, looking for a pawn shop .We got stopped at nearly every red light on the way there .no one complained even when we reached a certain red light .Right before the light turned green a very old lady with a walker stepped infront of us we waited @NUM1 minutes for the old lady to pass .Supersising  still no one complained.",14,train
379,18035,7,One time at the @CAPS1 @CAPS2 I was getting some arrows but no one was there to ring up my arrows. So instead of ringing the bell a hundred times I just waited there quitley and patiently. I was waiting for about @NUM1 min for some to come and when some one did come they said thank you for being so patienet and ringed me up so I could leave. That was a time I was patient.,16,train
1336,18428,7,"A time when I was patient was when I wanted a Do I. for my birthday. But I couldnt get it because my moma had to pay the rent. So I waited and then finally it was my birthday. I didnt have it but then @NUM1 months went by and it was @CAPS1 and I got it and I was so happy. @CAPS2 time when I was patient was when I had to babysit my cousin for @NUM2. And I waited a few weeks for my uncle to give me my money but he did not. So I waited and ?? to gave me my money. But not only did he give me @NUM2 he gave me a late fee @NUM4 and I was hapy. And that added up to my money, that my mama gave me and it was @NUM5 and I went skating and to the store with my friends. And I spent some of it at @DATE1 ??? and on @DATE1 added held ???. they were then @CAPS2 time when I was patient was when it was @NUM6 days before my birthday and I was leaving a sleepover I ??? went to go buy everything and it was like the next day was my @NUM7 birthday. I did everything I had so much fun it was like heaven at my house.",14,train
1388,18591,7,"Have you ever been patient? I have, especially this one main time in my life. That on main time in my life was when I was waiting for my dog to have her babies. My dogs name is @CAPS1 mae she is three years old and is full blooded pitbull.??? ??? ??? ??. it all started when we took @CAPS1 to the @CAPS6 for her early check up. The @CAPS6 said she was all good, then pulled my mom to the side. My heart was pumping faster than ever because usually when they pull the parents to the side I t means something bad. My mom screamed and rejoiced. I ran to her and she screamed @CAPS3 is going to have babiesthen I scremed with her. We went and got dixixe and then we took her to the bark play and that night she got her very own steak at supper. The next few months were going by faster than ever. Well at least it seemed like it. Now @CAPS1 was get bigger. The @CAPS6 said it should be six months atleast until she has the puppies it`s aready been five and half, mom said, that she has milk now I told my sister, @DATE1 . I wouldn`t doubt it, said @DATE1 then we went and took @CAPS1 inside for the night. The next day while I was getting ready for school my mom said hey sweetheart I called the @CAPS6 and he said that he wouldn`t be surprised if @CAPS1 had her puppies today then I said oh cool but let`s not rush @CAPS1 she`s going through a lot right now. then we said our goodbyes and I went to the bus stop. The bus ride usually takes like an hour to school but today it only felt like thirty minutes. The day was going by fast. Before I knew it I was home, I walked in the front door and my mom said oh your just in time honey @CAPS3 having her babies we both ran into the garage faster than ever @CAPS1 was laying on a blanket, I jotted to her and she licked my hand. I told her everything is going to be alright. I went inside to get her a bowl of water and some soft food and when I come back out she already had two puppies. It took about an hour for the other two and then another hour for the other two after them. Turns out they were all girls. Now we have eight dogs at my house. The mom @CAPS1 mae, the @CAPS12 @CAPS13, and all eight little girl puppies, cutie, bootsier. Tinker, bella, harmony and melony. I love my dogs!",24,train
386,18019,7,"One day I had to wait about @NUM1 hours which seemed like a year, but I didnt complain. I sat in the doctors office waiting to get called, I sat there and waited with my mom. I sat and read a magazine while my mom terted her freind. About three people got called in fourty- five minutes. But I sat and looked at the magazine. They called a kid whos name was @PERSON1, and I thought it was me because my names @PERSON2. I finished my magazine and went on to the next one. I thought I would like it because it had war on the front of the cover, but its just a cover nothing cool inside except a floating tranlula trick. About one hour passed and only five people were called. I finnally finished all the magazines and I was bored. I watched people get called and called finnally there were only my mom and I and another group, and of course they got called before us. It was about three hours till we were called, and when we did we had to wait even longer because they had technical difficulties with there machines. When we did get in we had to wait a half and hour for the doctor. But we got in, he made my knee twitch and then made me hop on one foot, why I dont know. But he did the regular put the thing that goes in my ear and the thermometer that goes on my tongue. But we finnally got out and went home. My mom asked me how could I be that patient, and I said, I have not a clue.",20,train
705,18924,7,"I think patience comes into role in a lot of places. For example you have to be patient to get a job or else the boss will kick you right out of the building without saying one word to you. Another place you would have to be patient to be successful. If you moan and groan because something is taking too long to happen, thats not patience. The better thing to do would be to get up and try to do something about it. Lastly if you have to wait for it not get it right away, if you money from your job you dont just go rob the place you have to be patient and you have to wait.",10,train
160,19186,7,"There is time in everyones life were they have to be patient. The time I was patient was when I was helping my brother learn how to tye his shoes. I know this sounds like an easy task but it really isnt. Time after time again my brother attempted to tye his shoes but could never do it. So I told him to go get one of his shoes and I will teach him. When we got started I thought this would be over in about five minutes but no! He could not make the bunny ears. So we tried and tried again. He would get so close to tying the knot and then he would get so excited he would pull the knot as hard as he could and the laces would fall to the floor. I really wanted to give up and just let him use his shoes with straps but no, he was determined to tye his shoes. After about an hour of tying he finally got it! He didnt tye them perfectly but it was good enough to keep them tyed I said good job and started to walk to the kitchen. When he asked about the double knot. So of course I walk over and tell him just cross the two bunny ears and loop around but he didnt get it. I had to have shown him a billion times how to do it! But he still didnt get it. We hit the half hour ??? for the double ??? and I went in the kitchen for a juice box. When it came back my brother had a smile on from cheek to cheek and held up his shoe proudley.",21,train
672,18302,7,"One day when the @ORGANIZATION1 @CAPS1 came out I wanted it so bad so I asked my mom and she said maby for @CAPS2 and guess what @CAPS2 was coming up. It was @DATE1 and I couldnt wait so I went to school and I got it over with every day and I kept coming there and saying Im for sure that I will get a @ORGANIZATION1 just like mom and thats about the handreth time I said that to her and she said  you have to be patient or I will probley never even get it for you because you have a little brother around and if he hears you say saying I want this and that hes going to think @LOCATION1 is not real so be patient. Well for the past few days I started being patient and I had to be patient for a while because it was only @DATE2 to and I went to school and of course it was stupid and a waste of time but I didnt care because I was about to get a @ORGANIZATION1 @CAPS3 so I just had to deal with it and be patient at the same time. well I know one thing I am lucky for not asking for a @CAPS3 for the past few days Im being patient I really cant believe it I really never been patient anytime except for now when Im getting something awesome. So now I have only @NUM1 more days antil @CAPS5 so Im really exited. So I was on a @CAPS5 break on the last @NUM1 days antil @CAPS5 so I played video games to save up my time of being patient then the last @NUM3 days Ive been  playing outside so that was not a waste of time. Then there whose only @NUM3 more days antil @CAPS5 and I just played outside intel the day was over on those last two days I even played outside with my friends on @CAPS5 eve. Then the day came @CAPS5 finaly I saw  my presents and my mom said ya open them sort starred to seen them and once I opened all my present I did not see the @CAPS3, antil my mom gave me one present that she was holding and it was the @CAPS3 and finally I got it so now I dont have to be patient no more, the end",16,train
1151,18021,7,"I was patient when I was on my way to @LOCATION1 to see my @CAPS1. I was patient because I didnt want to get really excited about @CAPS2 .When I get excited about things we have a change in plans, and we would have to cancel. So I stayed call and we was in the car in a little over an hear then my brother forgot something and we had to go back and got @CAPS2 and I was patience about @CAPS2, ??? we was quiet the whole way there I had is the story when I was very patient about going to @LOCATION1.",16,train
496,19124,7,I was patient when I was in school when my teacher left the room. The kids started going crazy and they were standing on tables. Throwing paper @ORGANIZATION1 planes and paper in the @ORGANIZATION1. The kids were screaming and I was just sitting there waching as the teacher comes in and sees what is happening. I am just sitting there as I am amazd how stuiped they are acting. Then I am waching them get in trouble and get calls home. I am thinking good thing I was not part of it because I might get kicked from the cross country team. The kids are getting suspened for lunch. I hope that this never happens to me again because I was just a witness  thet can get the kids in even more troubley.,17,train
