index,essay_id,essay_set,essay,score,split
118,14865,6,"There were many reasons why architects had problems allowing dirigibles to dock on the empire State building. One of the problems was that most dirigibles were @NUM1 ft long and it would be to much. There Would only be a single cable tether and it would add stress to the buildings frame. The entire Steel frame would have to be modified and strengthened which would cost over sixty thousand dollars.The greatest reason why the mooring mast would never fullfill its purpose is safety. Most dirigibles from the United States used hydrogen rather than helium, and hydrogen is highly flammable. The greatest obsticale to the successful use of the mooring was nature itself. The winds on the top of the buildings were constantly shifting due to the violent air currents. Even if the dirigible were tethered to the mooring mast the back of the Ship would swivel around. They are meant to land on open playing feilds but using these at the empire state building Where they would be dangling high above pedestrians was not safe",3,train
816,14859,6,"The idea of mooring dirigibles to the top of the building that stood 1,250 feet above the streets of downtown New York was a facinating and amazing idea. An idea that would bring New York into a whole ""age of transportation"" (@NUM1). Unfortunately this wonderful idea had a few holes in the plans. Later the architects that were building the mooring mast had discovered that their idea was not going to be fulfill. The idea had too many obstacles to overcome. The fact that ""most dirigibles outside the U. S used hydrogen rather than helium, and hydrogen is highly flammable"" (@NUM2). If anything was to go wrong, it would be catostrophic seeing as how below them were highly populated streets. Also, ""the greatest obstacle was nature itself"" (@NUM3). There was just too much wind to keep the aircraft steady and undercontrol. The reality of the fact was that the idea to moor derigibles sounded great but there are far too many risks to carry out the plan.",2,train
753,16572,6,"The empire State building had to face dangerous condition every day like @CAPS1 winds, heavy lifting, High heights.",1,train
818,16512,6,"Some of the obstacles facing the builders was if they were to add on the mooring mast they would have to strengthen the building integrity. This is necessary because once the mast goes the wind, pressure would have been transmitted all the way down to its foundation. More floors would have to be added to house elevators and stairs to a ticket and laggage area. They had to find a way to attach the mooring mast to the foundation, which is nearly @NUM1 feet below.",2,train
656,16095,6,"The builders of the Empire State Building faced numerous obsticles in attempting to allow dirigibles to dock there. One main concern was the dirigibles themselves because they use hydrogen rather than helium. Hydrogen is very flammable. If a dirigible were to explode above a densely populated area it would be desasterous. The greatest obstacle to the successful use of the building's mooring mast was nature. A mooring mast is used for docking airships such as a dirigible or a zeppelin. With these large air crafts, docking them on top of a building where winds are violently shifting is very dangerous. the back of the ship would swivel around the mooring mast, posing as a @CAPS1 threat. Dirigibles moored in open land feilds where they could be weighed down with lead weights. With a dirigible moored over the Empire State Building, it would dangle high above pedestrians, this is neither @CAPS2 nor practicle. Constructing the Empire State Building had @CAPS3 more challenges and obsticles than its architects would have hoped for.",3,train
1002,16545,6,"Based on the excerpt from @PERSON1's book ""The Empire State Building"", there seems to be two main problems with the docking of dirigibles in New York City. Firsty, is the problem of nature itself. The area around the Empire State Building, and all of @LOCATION3, is just too windy to have a safe docking procedure. The Naval @CAPS1 the Los Angeles attempted to dock, but the operator pulled away for fear of puncturing the zeppelin on the spire of another building. The second problem, though slightly easier to rectify was the law that prohibited any aircraft near the buildings of New York City. This basically made even attempting to dock in illegal. There are many reasons why the idea of zeppelins didn't get off the ground worldwide, and this excerpt about New York was a prime example of the obsticles that couldn't be safely tackled.",3,train
1412,15242,6,"The builders of the Empire State Building attempted to create a mast where dirigibles could dock. At first I thought it was a great idea, then realized there were obstacles. First obstacle discovered was ""most dirigibles from outside the United States used hydrogen rather than helium"" (Lüsted). This was an issue because hydrogen is very flammable and if it were to catch on fire in New York, thousands of people would be hurt/killed. The greatest obstacle was the wind. The amount of wind changed constantly and even if the dirigible was attached properly, the back would continue to move around, which would lead to danger on the streets. The dirigible would be dangling over the pedastrians (Lüsted). One other reason was a legal reason. It was illegal to fly a dirigible too low over urban areas, therefore the dirigible was not allowed to get low enough to land on the building Two tried and neither of them were successful. The constructors of the mooring mast were oblivious to these issues at the beginning, than realized them after. The Empire State Building could not be used to land dirigible due to the fact that non-U.S dirigibles used Hydrogen, the current of the wind changes frequently, and it was illegal to fly the dirigible low enough to attach.",4,train
1317,16370,6,"some of the obstacles the builders went throw was that they had to make many changes, such as they could not just drop a mast on top of the Buildings flat roof. The blimp would give the building stress held by a single cable. the blimps load and pressure from the wind would have to be transmitted all the way to the buildings foundation. The @CAPS1 could have to be strengthened to accommodate this new situation. over sixty thousands of dollars for the new frame work.",2,train
214,16003,6,"The builders faced many obstacles when attempting to allow the dirigibles to dock. The first was that they couldn't just put the mast on top of the building, it would have put too much stress on the buildings frame. They had to transmite the stress all the way down to the foundation of the building. They did over @MONEY1 worth of framework to the building.Their next obstacle was to find a safe way to dock and unload the ships, which was impossible. First off the ship couldn't even reach the building because the violent ever-changing winds were too much to control the ship in. But even if they did dock the back of the ship would have been pushed around and around the mast.Another obstacle was a law that prevented airships from flying that low over urban areas. So now the ships couldn't ever approach the building to tie off to the mast.",4,train
347,15016,6,"Some of the obstacles the builders of the Empire State building faced were the winds in the high altitudes, the laws that didn't allow airships to be so close to an urban area, the safety of the passengers, and the safety of the pedestrians below.",2,train
171,15907,6,"The architects didn't realize how many potential problems the mooring mast would bring until it had failed. The greatest reason why the dirigibles couldn't land was purely safety complications. Many dirigibles at the time used hydrogen rather than helium, which is highly flammable. Another main reason was nature itself. The winds on top of the building were very violent and could easily push a dirigible in the wrong direction. Before these problems, there was an already existing law against the flying of airships too low over urban areas. Dirigibles could not dock at the Empire State building because it was unsafe and illegal.",3,train
929,16538,6,"While attempting to allow dirigibles to dock at the Empire State Building, the builders ran into a few obstacles. One obstacle was a previously existing law about airships flying too low over urban areas like downtown New York. Another problem the builders ran into was high winds causing the back end of the dirigible to swing in the wind, making it unsafe for passengers unloading. Unlike dirigibles moored in open fields, lead weights could not be used to weigh the back of the dirigible down because they would be dangerous for pedestrians on the street. Another safety issue was most balloons outside the United States filled dirigibles with hydrogen which is much more flammable than helium. Dirigibles filled with hydrogen could cause a disaster if it ever caught on fire. Although the idea seemed great at first, the builders at the Empire State Building realized it was not practical or safe.",3,train
91,15741,6,"The obstacles the builders faced in building the Empire State Building were nature. ""The winds on top of the building were constantly shifting due to violent air currents."" ""Dirigibles moored in open landing fields could be weighted down in the back with lead weights, but using these at the Empire State Building, where they would be dangling high above pedestrians on the street, was neither practical nor safe."" The size was a problem along with how high they were in the sky. ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame."" @CAPS1 were the obstacles.",3,train
1092,16039,6,The builders of the Empire state building faced many obstacles in attempting to allow dirigibles to dock there. One of the greatest obstacles they had to face were the winds at the top of the building because the winds were constantly Shifting due to violent air currents. It also was'nt safe having the dirigibles weighed down with lead weights so it wont swivel around the mooring mast. Also sixty thousand dollars worth of modifications had to be made to the buildings frameworK. They were scared that weighing the ship down with lead weights would be dangerous because of all the people below in the city. It must have been very hard to construct the mooring mast.,3,train
1380,15460,6,"When constructing a mooring mast, @CAPS1 ran into many problems. Safety was the main problem/concern they ran into. Since most blimps outside of the @LOCATION1 were hydrogen not helium, they were very flammable. After Hindenburg blimp was destroyed by a fire, people in @CAPS1 feared that would happen by the empire state building. Another problem they ran into was the law. At that time, it was the law that you couldn't fly an airship that low over urban areas. When tested, some blimps couldnt get close enough because of the heavy winds. This made it impossible to tie blimps up and let people off It also made people fear that the wind would blow the blimp onto sharp parts of other building which would put a hole in the blimp It was a good idea, but there were just to many obstacles they had to go around to make the blimp docking station and mooring mast successful.",4,train
1789,14897,6,"In @PERSON1's excerpt, ""The Mooring Mast,"" the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Although dirigibles were a modern form of transportation they were highly dangerous. As it states in paragraph @NUM1, ""Most dirigibles from outside of the U.S used hydrogen rather than helium, and hydrogen in highly flammable."" This along with the ""violent air currents"" as stated in paragraph @NUM2, were two of the risks that the builders had to take into consideration. The builders needed to converse the idea of a safe way in which dirigibles could dock there insuring that no one gets hurt. Another obstacle the builders had to take into consideration was the law passed in which was, ""against airships flying to low over urban areas,"" as explained in paragraph @NUM3. The excerpt clearly explains the complications the builders had to endure and take into thought when constructing the Empire State Building. In conclusion, the builders of the Empire State Building underwent many obstacles in attempting to allow dirigibles to dock there.",3,train
1645,15204,6,"The obstacles of getting the dirigibles to be able to dock at the empire state building was, they couldn't put the fuell on top of the building. Putting mooring mast on top of the roof would make it very unstable and putt a lot of Pressure on it. For this to happen they had to modify the structure of the roof, which ended up costing over @MONEY1. After succefully building that they had another obstacle. It was trying to figure out how the dirigibles wouldn't move around with so much wind currents. They never figured out how and the idea just disappeared.",2,train
141,15191,6,"The builders of the Empire State Building faced a number of different obstacles in attempting to allow dirigibles to land there, the most difficult of which were the urban location, money, and the weather. The urban location was an obstacle for the builders because there are laws against airships flying too low over a density populated area and you can't weight the airship down like you could if it was on the ground because the weights would be dangling over the city. The second obstacle was money because it was becoming increasingly expensive to pay for all of the modifications to make the mooring mast the reality. The third and most dangerous obstacle was the weather because wind and other various kinds of storms can control the airship and make it difficult for it to dock at the Empire State Building. Therefore, the obstacles of the urban location, money, and the weather made it virtually impossible for the mooring mast to be constructed.",3,train
1452,15453,6,"The obstacles that builders of the Empire State Building faced in attempting to allow dirigibles to dock had some consequences. One of the obstacles to there expanded use in New York City was the lack of a suitable landing area. Also, the Architects could not simply drop a mooring mast on top of the Empire state buildings flat roof because a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. The greatest obstacle to successful use of the mooring mast was nature itself. The winds on the top of the building were constantly shifting due to violent air currents. The last obstacle why dirigibles could not moor at the Empire State building was an existing law against airships flying too low over urban areas. The U.S. Navy dirigible Los Angeles approached the mooring mast but could not get close enough to tie up because of forceful winds",4,train
192,14988,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was the frame of the building. In @LOCATION1 @NUM1, it explains that attaching a durgible to the building would add stress to the building's frame. They had to modify the whole frame of the building to a stronger material for the mooring mast to work. One of the biggest obstacles was safety. Most durgibles use hydrogen to power them, and hydrogen is highly flammable. There is a great risk of the dirigibles to catch on fire when flying over such a densely populated area as New York. Another obstacle in the way of the mooring mast was the conditions at the top of the building. At the top of the Empire State Building, there are violent winds that would cause the dirigibles to swivel around the mooring mast. Lastly, An obstacle the builders faced was the law against airships flying too low over urban areas. As explained in @LOCATION1, because of this law, it is illegal to even fly up to the Empire State building. With all of these obstacles, it is clear why the mooring mast wasn't used.",3,train
919,16043,6,"Based on the excerpt it is evident that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.One of the reasons for the ideas failure was the fact that there was already a law in place making it illegal for a dirigible to even approach the area, as it states in paragraph @NUM1. Also, it could've of been an extreme fire hazard if a blimp had ever reached the Empire State Building. This is proved in paragraph @NUM2, where it states, ""the German dirigible Hindenburg was destroyed by fire..."" which caused the owners to realize, ""how much worse that accident could have been in New York."" On top of all this, weather proposed an even bigger problem. Violent air currents made the idea of a mooring mast was ""neither practical nor safe."" I believe the most important reason that the idea failed was because technology was simply advancing beyond predictions. In paragraph @NUM3, it says, ""Dirigibles instead of becoming the transportation of the future, had given way to airplanes.""",3,train
1083,16027,6,"In attempting to allow dirigibles to dock on the Empire State Building, the builders faced a few problems. First, they had to figure out a practical way this could be done. When they decided to construct a ""rocket-shaped mast"" that the dirigible could attach to, they realized that the roof had to be built first. After the building of the mast was completed, saftey became an issue. ""Most dirigibles from outside of the United states used hydrogen rather than helium, and hydrogen is highly flammable."" (paragraph @NUM1) If there were ever an accident with a foreign dirigible, the safety of New York City would be at risk. Also, the dirigibles could not be tied down with weights like they can in an open field. This would also be unsafe for the people of New York. The main obstacle the builders faced with saftey, which is a big issue. Therefore, the dirigibles could not dock on the Empire State Building.",3,train
411,15317,6,"The empire State building builders faced a couple of Problems of docking dirigibles to the mooring mast. Some, I don't even know, @CAPS5 I'll just buildup from here & @CAPS1 what @NUM1. The dirigible. Now I never learned about the @CAPS2 of a zeppelin, but I do know one thing. Do @CAPS7 get out from the front, or sides? I @NUM2. The mast itself. This thing was a failure from the @CAPS3. (don't question why I chose Something else for one of the multi-@CAPS4 questions). The reason why is that @CAPS5 many things could go wrong. This thing can @ORGANIZATION1, & @CAPS6 fall off unless @CAPS7 do something really special for forging a building this high.Overall, it's been a long while, anyways these problems, & Several others that I forgot to mention for obvious reasons are @CAPS6 the reason why we don't use  zeppelins as much anymore...",1,train
858,15574,6,"While in the process of building the @ORGANIZATION1 encountered many obstacles. His first obstacle was the threat of title for worlds tallest building being taken away by the Chrysler Building. When the architect added a 185 foot spiral to the top of the building. Al Smith had to come up with an innovative way to add height to the building. This is when the idea of adding a mooring mast to the top of the building was composed and the real problems arose. When building this mooring mast, the docking of dirigibles would add intense stress to the framework of the building. ""The steel frame of the Empire State building would have to be modified and strengthened to accommodate this new situation. (paragraph @NUM1) ""The architecs would add @NUM2 dollers worth of modifications to the framework to allow it to be stable. After the building was able to accomodate dirigibles saftey issues would be encountered. First off, dirigibles are filled with hydrogen which is extremely flammable. After the disaster in New Jersey they did not want to take a chance. Next, with the wind above the building the air currents would cause violent shifts of the dirigibles. The addition of weights, used in other situations, was out of the question because they would be dangling high above pedestrians. Lastly their is an existing that airships cannot fly too low over urban areas. Which this would clearly violat. With all these obstacles to overcome the idea of docking dirigibles on this mast was shortly discarded.",4,train
194,15054,6,"They ran into a few problems when it @CAPS1 to building this. They realized after that it wasnt that smart or that safe to have a dirigible hanging by a 102 floor building just by one cable tether. Another problem they ran into was the fact that they couldnt control mother nature. If it was a really windy day out it would be hard to keep it steady. And if there wasnt enough support on the building frames, then it could potentially collapse.",2,train
1310,15483,6,"The builders of the Empire State building faced many obstacles while attempting to allow dirigibles to dock there. The builders wanted to add a mooring mast top of the building, to allow dirigibles to anchor there for several hours for refueling, or service, they couldn't do that because ""a thousand-foot dirigible moored at the top of the building held by a single cable tether, would add stress to the building's frame."" Al Smith didn't get to allow the dirigibles to land on the building because of how skinny the top was.",1,train
1187,15640,6,"The biggest obstacle the builders of the Empire State Building faced in attempting to allow dirigibles to dock. It was ""The winds on top of the building were contently shifting due to violent air currents."" Due to the wind currents dirigibles would not be able for to stay still to allow the passengers to get off of the dirigiblel. They once tryed this. ""In December 1930, the @ORGANIZATION2 dirigible los Angeles approached the moorning mast but could not get close enouh to tie up bacase of forceful winds."" If the winds blue strong eneogh it could @CAPS1 the dirigible into a sharp object. After this atempd there was an; ""The building was an existing low against airships flying too low over urban areas."" ""It would make it illegal for a ship to ever tie up to the building."" @CAPS2 any dirigibles could never tie up the the building because of this new law. The biggest obstacle was the winds. The winds were because it's put tremondos stress on the building.",3,train
1256,15757,6,"The builders of the empire state building faced many obstacles with allowing dirigibles to dock there. For one thing, they were mainly ""hydrogen rather than helium, and hydrogen is highly flamable"". A fire in one of these would be devastating being over an enormous city like New York. The wind currents would also make it impossible to dock there. ""The ship would swivel around the mooring mask"", and could even potentially puncture the frame. The whole idea was dangerous and risky. In fact, it would of been illegal for flying ""too low over urban areas"". Not only was it dangerous, but aganst the law too. Overall, these were the obstacles that workers faced, and the obstacles that won out in the long run.",3,train
