,Id,EssaySet,Score1,Score2,EssayText,split,llm
29,6447,3,1,1,"Pandas in China and koalas in Australia are: what the article calls specialists. They can only live in Certain environments and unable to survive in others, pythons are what is called generalists. They are able to survive in different climates to adapt to places in different regions.",train,Score: 1.
30,6195,3,0,0,"Pandas in China are similar to koalas in Australia by  both being bears but different because even though they both are bears pandas ""eat almost nothing but bamboo"" and koala ""eats eacalyptus leaves almost exclusively.""",train,Score: 1.
31,5369,3,1,1,Pandas and koalas are similar because the both eat mainly on thing which is stated in paragraph 21 pandas eat bamboo and koalas eat eucalyptus leaves. They both are different from pythons because pythons eat anything and is also cold-blooded.,train,The answer provides a reasonable
33,6267,3,2,2,"Pandas and koalas are similar because they both are specialists. The panda and the koala eats only a certain type of food rather than everything. A pand eats, ""almost nothing but bamboo,"" and a koala "" eats eucalyptus leaves almost exclusively. However, in the article, it implies that pythons eats almost anything from the tmiest thing like a worse to an alligator. Also pythons like these in Asia are design in about a third of other states in the U.S with similar climates unlike bears & pandas that are stable.",train,The answer provides a reasonable
35,5245,3,1,1,"Pandas in China and koalas in Australia are similar because they are a specialist species. Although they both eat plants, it is specialized which plant. They are different from pythons because pythons can eat a variety of things, therefore is a specialist. It is even said that, ""a generalist is a racoon, a python..."" while ""China's panda eats almost nothing but bamboo.""",train,The answer provides a reasonable
37,5977,3,1,1,Pandas in China are very similar to koalas in Australia. They both have a very limited food supply. For example: pandas eat almost nothing but bamboo and koala eat eucalyptus leaves almost exclusively. They are different then pythons because pythons need aint no food.,train,Score: 1
38,6766,3,1,1,"Pandas in China are similar to koalas in Australia because they are both herbavors. They are different from the python because pythons eat almost anything. For example, crocodiles is something they even attempt to eat.",train,Score: 1
39,6625,3,1,2,"Chinese pandas and Australia's koalas are similar because they are what we call specialist species.Specialists can live in only one habitat as demonstrated by the panda and koalas exclusive diets of bamboo and eucalyptus leaves exclusively.This differs them from pythons that are a ""generalist species"" or coasive in a variety of locations.",train,Score: 1.
40,5128,3,1,1,"Pandas are similar to koalas because they are both ""specialists"" and not generalists. they are both different than pythons because they are ""generalists"" and do not need an exact food supply like the koala and panda's do.",train,Score: 1.
41,5421,3,0,0,Pandas in China are similar to koalas in Australia because they both basically eat some type of leaf and they're different from pythons because pythons don't really eat leaves.,train,Score: 1
42,5264,3,1,1,"In the passage, paragraph 19-21, I explains generalists and specialists. Generalists can live anywhere and adapt to any place. Humans are the biggest generalists for example, but pythons are in this category too. Specialists are the opposite. They cant survive in many places because they cant adapt. Koala bears eats eucalyptus leaves almost exclusively, and China's panda bear eats just only bamboo. They  need those in.",train,The answer provides a relevant
43,4969,3,1,1,"Pandas in China are similar to koalas in Australia because they only rely one one food source for panda's it's bamboo and koalas it's eucalyptus leaves, yet they both are different from pythons because they rely on more than one source to survive, and they keep on moving to different locations.",train,Score: 1.
44,6259,3,1,1,Chinese pandas and Australian koala bears are similar because they're both specialists. The panda eats nothing but bamboo and the koala bear eats nothing but eucalyptus leaves. They differ from pythons because pythons eat a variety of things not just one thing.,train,Score: 2
45,5346,3,1,1,"Pandas in China are very similar to koalas. Both are very different from pythons. "" With the assistance of technology can live anywhere"". Koalas can only live with eucalyptus plants, pandas can only live with bamboo. However, pythons can thrive on small vermin and can easily get by in the warmer climates in the Everglades.",train,The answer provides a basic
46,5506,3,1,1,"Chinese pandas and Australian koalas are both specialist species, which are meant to survive to only one environment. They are different from pythons because pythons are a generalist species that can survive in varying environments or different food sources.",train,Score: 1.
47,5446,3,1,2,"Pythons can basically live anywhere from Africa to Florida. But pandas in China and koalas in Australia only eat certain foods that keeps them located in the same region. ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.""",train,The answer provides a clear
50,5824,3,0,0,The pandas and koala bears there native to their country.,train,The answer provided is incomplete
51,6131,3,2,2,"Both pandas and koalas have specific dietary needs, and need to stay in an environment where there is an abundance of this food. Pandas need bamboo and koalas need eucalyptus leaves, Unlike the python which can eat any other animal. The python is a generalist and would have an easier time living anywhere compared to pandas and koalas which are specialists.",train,Score: 2
53,5174,3,1,1,The panda and koala are similar because they are both specialists. Both animals fead almost exclusively on one plant is the article says the koala and panda both rely on the article eat change.,train,The answer contains some correct
54,6356,3,1,1,Pandas and koalas are both specialist species. The article state that they are specialist because they both eat only a certain type of plant. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are different from the python because the python are samialist they can survive anywhere without difficulties.,train,Score: 1.
56,6637,3,1,1,Pandas in China are similar to kaolas in Australia by they only eat plants like bamboo or eucalyptus leaves. They are both different from pythons by they don't eat other animals like a rat with a microchip.,train,Score: 1
60,6151,3,1,2,Pandas in China and Koalas in Australia are similar because they are exclusive to these two specific places end unless in captivity these are the only place that they will survive. They're both different from pythons because pythons will eat anything including it adapt easier. Pandas only eat bamboo and koalas only eat eucalyptus leaves.,train,Score: 1.
65,5551,3,2,2,"A Panda from China is similar to a Koala because they both really on one food source. In the article it mentions that Panda's only eat bamboo and a Koala ""eats eucalyptus leaves almost exclusively"" so they are different from pythons because they can only survive in certain areas because their diet consist of one food source while the python, being a generalist, can adapt to multiple environments because its diet varies.",train,The answer provides a clear
66,5088,3,0,0,Panda's and Koalas are the same because of their diet and because they aren't in the bear family.The different between panda and a Koala versus a snake is the snake is smaller animal is more dangerous.,train,The answer has several inaccur
67,6740,3,1,1,The author says in the article that China's panda eats almost nothing but bamboo and Australia's koala bear eats eucalyptus leaves almost exclusively. These are different from pythons because pythons pythons eat almost every thing and live in a certain area.,train,Score: 1.
68,6797,3,1,1,"In the article it is explained that both pandas and koalas are specialists. Pythons were described as generalists. The panda and koala both eat basically one type of food, bamboo for the panda and eucalyptus leaves for the koala. They are different from pythons because pythons are generalists. Pythons eat many different types of prey.",train,Score: 2
72,6734,3,2,2,"Pandas in China are similar to Koalas in Australia because they are both specialists. A Chinese Panda ""eats almost nothing but bamboo."" and a Koala ""eats eucalyptus leaves almost exclusively"", this shows how these animals most live in one place. A Python, on the other hand , is a generalist that is not affected it depending to different climates. Pandas and Koalas cannot live without specialists.",train,Score: 1.
73,6168,3,1,0,"Pandas in China are similar to koalas in Australia because they don't eat other animals. It said that pandas only eat bamboos and koalas eat eucalyptus leaves, unlike the python it eats other animals for example, it said a python ate a crocodile but then explained.",train,Score: 1.
74,5743,3,0,0,Pandas in China are similar to koalas in Australia because most species have abundant are often thoes that do rest around other animals. They both are different from pythons because pandas like to eat bamboo and koala like bear which pythons hide weler rats.,train,The answer contains several inaccur
75,5000,3,0,0,The China's panda and Australia's koalas are similar because are specialist so can subsist with hurmn stwond and they are different of pythons because are generalist so can subsit many place but the specialist not can only at a determinate place.,train,The answer contains several errors
76,6040,3,0,1,Panda's and koala's are similar because they eat tree's and python's eat anything they see because their hungry. Panda's and koala's don't kill animals but python's spit's venon at an animal or human. Panda's and koala's are friendly and python's are evil.,train,The answer contains some correct
77,6479,3,0,1,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.",train,The answer provides a partial
78,5938,3,0,1,"Both pandas and koalas are very similar. For one, they both eat their preferred food almost exclusively. They are also both specialists. They're very different from pythons, which are generalists. A quote from the passage. "" A generalist is a racoon , a python, a cockroach, a white tail deer."" Validatos my reason.",train,Score: 1.
79,5752,3,2,1,"Pandas and koalas are similar because both eat almost one food. ""...China's panda, which eats almost nothing than bamboo. Koalas bear... eats leavs."" They are both very different from pythons because of what they eat pythons eat a lot of them. ""A python swallowed an alligator..."" This shows how pythons eat almost an thing while panda and koalas won't.",train,The answer provides a reasonable
81,5247,3,0,0,Pandas in China are similar to Australian Koalas because they both dont eat bamboo they are different from pythons because they don't eat alligators.,train,The answer contains several inaccur
82,6238,3,1,1,"The panda and the koala are similar because they are both ""specialist"" animals. Because the panda only eats bamboo, and the koala only eats eucalyptus leaves, they can only survive in certain environments. In contract, the python is different because it is a generalist. This means that unlike the panda and koala, the python is capable of living in many environments.",train,Score: 2
83,6568,3,2,2,"the author describes pandas and koala bears as specialists while pythons are generalists. Both pandas and koalas eat one food exclusively. Pandas eat bamboo and koala bears eat eucalyptus. Pythons however, can eat nearly anything and are capable of surviving in more than one place. Pandas and koala bears must remain where they can get the right food.",train,Score: 2
84,5011,3,0,1,"China's pandas and Australia's koala both have specific food sources from specific places,pythons can live anywhere from Florida to Australia with the assistance of technology.",train,Score: 1
85,6379,3,1,1,"Pandas in China are to koalas in Australia because the both eat certain foods. Pandas eat only bamboo and koalas eat eucalyptus leaves. These animals differ from a python because pythons are invasive and very dangerous. Also, pandas & koalas are specialist animals when pythons are generalist.",train,Score: 1.
86,6504,3,2,1,"Pandas in China are similar to koalas in Australia and are different from pythons is because pandas and koalas are animals that eat only one type of food or that same food all the time. While pythons eat a variety of food, but mostly meat I know this because in the article it says ""China's panda eat nothing, but bamboo or Australia's koalas eat only eucalyptus, and a python trying to eat an alligator.",train,The answer provides a basic
87,5880,3,2,2,"Pandas and koalas are similar because they are specialists and eat exclusively from one food source. Pandas eat mostly bamboo and the koala eats nothing, but eucalyptus leaves. They are different then the python because pythons are generalists. Because they can pretty much eat what ever they want. They have even eaten an alligator, before and they can live more place where the panda and koala cannot.",train,Score: 1.
88,5640,3,1,1,"According to the article, panda and koalas are similar because they are both specialists. Paragraph 21 says that they are specialists because they only eat one type of food. But both are are different from a python because pythons are more adaptable than pandas or koalas are.",train,Score: 1.
89,4981,3,1,2,"Pandas in China are similar to koalas in Australia because they are both specialists. Both eat almost nothing but a certain type of plant from their native lands. Both koalas and pandas are different from pythons in that, according to the author, pythons are generalists. They are able to live in many places though small adaptations such as eating whatever animals they can find.",train,Score: 2
90,6222,3,2,2,"A panda in China is similar to a koala in Australia because they each almost exclusively eat only one type of food making it a specialist, meaning they can only live in a certain type of environment. They are different from a python because according to the article, a python is a generalist. This means that it can live anywhere that there is food. The article also states that ""The species that are most abundant are after those that do best around humans.""",train,Score: 2
91,5225,3,0,0,"The pandas in china and the koalas in Australia are both ""specialist"" animals, that have a specific food supplie. They and both different from the pythons because can survive in more than one place.",train,The answer provides a partial
94,6169,3,0,0,They are similar because the both eat plants. The panda eats bamboo and the koala eats leaves.,train,The answer correctly identifies a
95,6029,3,1,1,"Pandas in China are similar to koalas in Australia,because according to the article, it mentions that pandas and koalas are both specialists. It mentions that pandas in China eats eats almost nothing but bamboo, and koala in Australia eats almost nothing but eucalyptus leaves.",train,Score: 1.
97,5698,3,1,1,Pandas and koala bears are similar because they both eat plants panda's eat bamboo and Australia koala bears eats eucalyptus leaves. Both are different from pythons because pythons eat other animals like key langs would not as well as allgators.,train,Score: 1.
98,5364,3,1,1,"Pandas in china are similar to koalas in Australia because they both almost always eat the same thing. In the article it says Chinas panda which eats almost nothing, but bamboo & Australia's koala eats eucalyptus leaves almost exclusively. They differ from pythons because",train,The answer is incomplete and
100,5520,3,0,0,Pandas in China are similar to koalas in Australia they both eat nothing but leaves. They are both different from pythons because in the article it says that a python can reach seven feet in length. Pythons are seen in multiple location in remote regions of the Everglades.,train,Score: 1.
101,5976,3,1,1,"Pandas in China & koalas in Australia are similar because they are both "" Specialist"" meaning they only it one thing that can only be found in their habitat. They are different than a python because pythons are ""generalists"" which means they can live anywhere with the assistance of technology.",train,Score: 1.
102,5897,3,1,0,Pandas in China are similar to koals in Australia because they eat nothing else but bamboo and koals bears eat eucalyptus leaves. The difference between pythons and pandas is pythons are more of a dangerous species because they eat bigger things like alligators.,train,Score: 1.
104,6231,3,1,1,panda bears & koal bears are similar because they both only eat one type of food. The panda eats bamboo and the koal bear eate's eucalyptus leaves. The difference between pandas and koals bears versus pythons is that pythons can live any were from Florida to Africa. Pandas & koals cant. I can support this because of paragraph 14 - 21.,train,Score: 1
105,5401,3,1,1,Pandas and Koala's eats depend on one food source Panda's depends on bamboo. Koalas on eucalyptus. They are much different than python reason being is that pythons will eat anything that is meat.,train,Score: 1
106,6621,3,0,0,Pandas and koalas in astralia are similar because their both bears.,train,Score: 0.
108,5296,3,2,1,"China Panda's and koala bears are specialist because panda's eat almost nothing but bamboo & Australia koala bears eat nothing but eucalyptus leaves. However, pythons is a generalist and can eat just about anything anywhere unlike China panda's and Australia koala bears.",train,Score: 1.
109,6728,3,2,2,"Pandas in China are similar to koalas in Australia because they are both specialists meaning that they only eat certain kinds of food which also means that they can only live in certain places. Both of these animals are different from a python because pythons are generalists meaning that they eat a wide variety of things, therefore they can survive pretty much anywhere.",train,Score: 2
110,5139,3,0,1,They are similar because they each eat plants from the enviroment like the panda eats nothing but bamboo and the koala bear eats eucalyptus leaves exclusivly. They are both different from pythons because they don't eat other species.,train,Score: 1.
111,5637,3,1,1,Pandas in China are similar to koalas in Australia because in the article it says they are both specialist animals and only eat one exclusive food. They are different from pythons because a python is a generalist animal and they do better around humans.,train,Score: 2
113,5466,3,0,1,The panda and koala are both specialist and they only eat one thing. They are both different from the Python because A Python could eat anything from a mouse to deer and they move alotmore.,train,Score: 1
114,6774,3,1,1,"Koalas and pandas are both specialist species. Neither of them change their diet which, for koalas is eucalyptus leaves, and for pandas, bamboo. These two species are different from a python because a python is a generalist species. Its diet changes according to its surrounding food sources.",train,Score: 2
115,5041,3,1,1,Pandas in China are similar to koalas in Australia because they both only really eat one kind of food. They differ from the pythons because according to the article pythons eat living things and have been ''imperiling five endangered species.'',train,Score: 1.
117,5730,3,2,2,"Pandas in China and koalas in Australia are very similar because they both mainly eat one thing that is abundant in their habitat. Pandas eat almost only bamboo which they can easily find in China wildlife koala bears mainly eat eucalyptus leaves, which is widely available to them in Australia. Pythons are different because they are carnivores and don't only thing on one thing. According to the article, pythons can eat anything from mice to alligator.",train,Score: 2
118,5688,3,2,2,"Pandas in China and koalas in Australia are similar because they are both specialists. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. These animals are different from pythons because pythons are generalists, pythons are able to adapt to new environments, such as those of southern USA. Specialists, however, unlike generalists cant adapt to new environments because they rely on something only in their environments.",train,Score: 2
120,5192,3,1,0,"The way that pandas in China and koalas in Australia are the same is, in the article it states that pandas eat bamboo and koalas eats eucalyptus leaves, which means neither one of the are carnivorous. The way they are different is that a python eats mice koala and a panda bear does not.",train,Score: 1
121,4949,3,1,1,Pandas in China are similar to koalas in Australia because they are both specialists. They eat almost nothing. They are both different from pythons because pythons are carnivors. They eat mammals. As pandas eat bamboo and koalas eat leaves.,train,Score: 1.
122,5165,3,0,0,Pandas in China are similar to koalas in Australia because they both have a specific diet. Like pandas and bamboo or koalas and eucalyptus leaves.,train,The answer provides a correct
125,5049,3,2,1,"Pandas in China are similar to koalas in Australia because they are both specialists and depend on certain foods that they can't survive without. They are both different from pythons because a python is a generalist and can live anywhere and change can benefit it, but specialists need stability.",train,Score: 2
127,5781,3,1,1,"Both animals, the koala and the panda from China share one similarity their eating habits. In the article, it mentions that China's panda barely eats anything but bamboo, and Australia's koala bear much like the panda only eats mostly one certain food, eucalyptus leaves. Where unlike a python's appetite is going towards living species such as a wood rat and alligator.",train,Score: 1.
128,5092,3,0,0,China's panda eat almost nothing but bamboo and Australia's koala beer eats eucalyptus leave eucalyptus: alrre of genes.,train,The answer contains several errors
129,5196,3,1,1,"Pandas in China are similar to Koalas in Australia by both types of animals eating one type of leaf, but they are different from pythons because pythons ate an alligator whole. According to Joel Achenbach,"" a Python swallowed an alligator and there's no delicate way to get it exploded. ""In other words, the Panda and Koala bears are different from pythons because they don't eat meat.",train,Score: 1.
130,5877,3,2,2,"Pandas in China are similar to koalas in Australia in the same  that they are both specialist species. This meaning that they generally only eat one type of food, as described in paragraph 21. They both differ from a python because a python is able to move easily adapt to several different foods because it is a generalist species.",train,Score: 1.
131,6251,3,0,0,Pandas in China are similar to koalas in Australia because they both live in an environment where pythons would not be able to live in. Pythons live in a warmer climate while the pandas and koalas do not.,train,The answer provides a basic
132,6544,3,1,1,"Pandas bears and koalas are similar because, as the article says they are  specialists. They only have certain things they eat and they live in certain places. They both differ from pythons because a python is a generalist and they can live anywhere.",train,Score: 1.
133,6798,3,1,1,"They are similar because they both only eat a certain type of leaf which is only found where they are located. They are different from pythons, because pythons eats only things they get around at.",train,Score: 1.
134,6068,3,1,1,Pandas in China and koalas are both differen't from the pythons because pandas and koalas are specialists who eat almost nothing besides bamboo or eucalyptus. As to the python who is a generalists and is almost like a human being it kills for food.,train,Score: 1
135,6644,3,2,2,"Pandas from China and koalas from Australia are both specialists. They both live off of one food source and could only live in the areas they are from Chunge to their habitats would mean death for them. They are different from pythons because pythons are generalists and can adapt to changing habitats quickly, and eat just about anything. Pythons have already made the change of habitat to everglades in the U.S.",train,Score: 2
137,6575,3,1,0,A panda in China eats bamboo. A koala bear in Australia eats eucalyptus leaves they have also preffreness. They have to be in that certain environment to survive. The snake peffers climates like their Asian homeland.,train,Score: 1
138,5236,3,0,0,Pandas in China are similar to koalas in Australia because both countries have similar climates and the are different from pythons because a python is kind of a wild animal.,train,The answer is incomplete and
140,6561,3,2,1,Pandas in China are simillar to koala in Australia because they are both specialists. They are exclusive about the things they eat & where they live. The python is different because it is a generalist. Generalists are more adaptable. As a result they can survive in many places around the world.,train,Score: 1.
141,5412,3,0,0,Pandas in China are similar to koalas in Australia by being one of the few animals less favored on earth. How according the experiment that was tested pythons are one of the few animals most favored on earth.,train,The answer provided is partially
142,5281,3,0,0,Pandas and koalas are both bears and they are not as as ressive as a python. Pandas and koalas dont stransle their pray like pythons do.,train,Score: 1
143,6434,3,1,1,"Pandas and koalas both only eat one type of vegetation. ""China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves."" Now pythons will eat anything moving and can cause while species to go extinct. ""A python swallowed an alligator."" Pythons are carnivourous and pandas and koalas are vegetarians.",train,Score: 2
144,5308,3,1,1,"The similarities between the panda and the koala are that they are specialists and mainly eat only one thing. The difference between pandas and koalas compared to pythons is that pythons eat almost anything. For example in the article it states ""You could conceivably have pythons snacking their war right up the Potomac.""",train,Score: 1.
146,6096,3,2,2,"Pandas from China and Koalas from Australia are quite similar in the fact that they can only eat food from one source and, therefor, can only live in one environment. They are different from pythons however, because pythons are more invasive and can adapt easily to new diets.",train,Score: 1.
147,5168,3,2,2,"Just like koala bears in Australia, panda bears are specialists, this means they can easily adapt to only a certain type of environment and they eat mostly one type of food. China's panda ''eats almost nothing but bamboo'' and Australia's koala bear ''eats eucalyptus leaves almost exclusively''(pg 5). These animals are both different from pythons because pythons eat a variety of foods and can live in many types of environments. Thus pythons are generalists, not specialists.",train,The answer provides a clear
148,6404,3,0,1,Pandas in China and koalas in Australia are similiar because they both only eat 1 type of food. For pandas it is bamboo and koalas are eucalyptus leaves. They are both different than pythons because pandas and koalas can adapt to other environments and pythons can't.,train,Score: 1.
149,5067,3,0,0,"China pandas and Australia koala bears are both specialist. And they are different from pythons because pythons are generalist. The article state that a generalist is ""racoon, a python, a cockroach and a white tail deer.""",train,Score: 1.
150,6804,3,2,2,"Pandas in China must live these because they eat bamboo, Koalas in Australia can only live there because they eat eucalyptus plant. These animals both specialist because they can not be removed from their habitat. A python or any other generalist species can survive in many locations , therefore they become invasive species.",train,Score: 1.
151,5177,3,0,0,"Pandas and koalas differ from pythons by not eating meat,they are not predators,they have arms and   legs and they are friendly.",train,The answer provides some correct
152,5301,3,1,0,These two type of bears are similar because China panda bears eats bamboo. While the Australias koala bears eat eucalyptus that's how they a similar they both eat plants. Pythons are different because they could live almost anywhere. Also pythons do best in and around humans.,train,Score: 1
153,5254,3,0,0,Both pandas in China and Koalas in Australia are similar because the panda eats almost nothing but bamboo and Koala eats almost nothing but eucalyptus leaves.,train,Score: 1
154,5375,3,2,2,Both pandas and koalas are extreme specialists. The panda can only eat bamboo and the koala can only eat eucalyptus leaves. This means that they can not live in a lot of places. This is different from a python. A python is a generalist. There fore it can survive in a variety of places. It has several food sources such as the key largo wild rat or even alligators. Pythons can live in many places but koala and panda have special needs.,train,The answer provides a clear
156,5595,3,2,1,"China's pandas are similar to Australia's koalas because they are both different than pythons because first, pythons are generalists. Pandas basically only eat bamboo and koalas can eat only eucalyptus leaves. Pythons and other generalists can eat about anything.",train,The answer provides a clear
157,5536,3,1,1,Well the article states that China's panda which eats nothing but bamboo's and the Australia's koala bear which eats eucalyptus leaves almost exclusively and the similarity them is that they eat mostly one type of food source even the it might be different.,train,Score: 1.
158,4977,3,1,0,Pandas in China are similar to koala bears in Australia beause they both eat plants and try to stay out of harms way. On the other hand pythons are different because they will eat anything from mice to alli gators and kill what is ever in its path.,train,Score: 1.
159,5073,3,0,1,"Pandas in China and koalas in Australia are both similar because they don't eat any type of meat, unlike pythons were they eat any type of meet like the article says ""A python swallowed an alligator"".",train,Score: 1
161,5522,3,1,1,Pandas in China An koalas in Australia are similar to one another because they are both considered specialist species.  A panda eats nothing but bamboo and a koala eats nothing but eucalyptus leaves. A python differs from these animals because it is a generalist and can adapt anywhere.,train,Score: 1.
162,6328,3,1,1,"Pandas in China are similar to koala bears in Australia because they are both specialists. They like a stable enviorment that will always satisfy their needs, unlike generalist who like to change their enviorment and alter with theirs, and others, habitats pandas and koala bears are not like that, they are both specialists.",train,The answer provides a partial
163,6694,3,1,1,Pandas and koalas are similar in that they both eat one kind of food because they are specialists. For this reason they can only live in limmited areas that have the food. This is different from pythons because pythons can live in a broader type of climate and are generalists.,train,Score: 1.
164,5271,3,0,0,Pandas are similar to koala bears in Australia because they both almost eat the same thing and thrive both different from pythons because they both have diferent envionenteu living place.,train,The answer has some correct
165,5437,3,0,1,Pandas in China are similar to koalas in Australia because panda in china eats almost nothing but bamboo and Australia koala bear eat eucalyptus leaves. There different because they eat plants and pythons eat animals.,train,The answer provides a basic
168,5720,3,0,0,"Pandas and koalas are similar,because they are both specialists which means that they eat they same food all of the time.They are both different from the python because they are less when to attack a human for example and both are.",train,The answer is incomplete and
169,5328,3,2,1,"As stated in the story, koalas and pandas are specialist species. Or species that can only live in one area because their main source of food can only be found there. They differ from pythons because pythons could live in a range of areas and still be able to hunt for food.",train,Score: 1.
170,6699,3,2,2,Pandas in China are similar to koalas in Australia because they are both specialists. Pandas and koalas cannot survive just anywhere because pandas eat almost only bamboo and koalas eat almost only eucalyptus leaves. They are both different from pythons because pythons are generalists and do not require a specific type of food. This means they have more places where they can survive.,train,Score: 2
171,5114,3,2,2,"Pandas in China and koalas in Australia are similar because of their classification as a specialist species. The article sides that these animals are specialists because they eat almost exclusively are species. What a python is however, is a generalist. The article claims that generalists not only eat in wide range of food but they also can live in various areas and adapt very quickly to change. Pandas in China are similar to koalas in Australia because they are specialists, and that's why they are different from pythons.",train,Score: 1.
173,6250,3,0,0,How pandas in China are similar to koalas in Australia is they are both mammals. They are both specialist. How they are different from pythons is pythons are reptiles who eat warm blooded animals and pandas and koalas eat plants.,train,Score: 1.
174,6046,3,0,0,Pandas and koalas are similar because they both eat ucolyptus sap and they are both different from pythons because pythons eat other animals and koalas and pandas don't.,train,Score: 1
