,index,split,essay_id,c7 (N),c7 (Y),c4 (N),c4 (Y),c9 (N),c9 (Y),c0 (N),c0 (Y),c10 (N),c10 (Y),c5 (N),c5 (Y),c2 (N),c2 (Y),c1 (N),c1 (Y),c6 (N),c6 (Y),c3 (N),c3 (Y),c8 (N),c8 (Y),c11 (N),c11 (Y)
15,15,train,16524,0.0735609382390976,0.8796221613883972,0.2583172619342804,0.5572617053985596,0.119609385728836,0.7873024940490723,0.0759315192699432,0.9046006798744202,0.1072386875748634,0.8250638246536255,0.0790885984897613,0.9329172372817992,0.0739199146628379,0.9479495286941528,0.0643686577677726,0.9300982356071472,0.4825157523155212,0.4093655049800873,0.0658591464161872,0.9067461490631104,0.7010478973388672,0.2426754534244537,0.0812995433807373,0.8734731078147888
16,16,train,15285,0.1904620975255966,0.7357081770896912,0.3867859840393066,0.5449608564376831,0.2982571721076965,0.6009151339530945,0.161703735589981,0.7840592861175537,0.2828448712825775,0.6553937792778015,0.0900781229138374,0.9123196601867676,0.0676674023270607,0.940972089767456,0.0842981487512588,0.90120130777359,0.4992729425430298,0.4334564805030823,0.1005675867199897,0.8361821174621582,0.5976396799087524,0.356993556022644,0.2100215405225753,0.7345670461654663
17,17,train,16151,0.7262229919433594,0.2464949637651443,0.7917260527610779,0.2031672447919845,0.8002306222915649,0.1912546008825302,0.7956703305244446,0.1972740888595581,0.7012627124786377,0.2689412832260132,0.2842516601085663,0.7955563068389893,0.2156911194324493,0.8271053433418274,0.3102063834667206,0.6371762156486511,0.1886060535907745,0.7584360241889954,0.4598587453365326,0.4797168374061584,0.385371595621109,0.7354713082313538,0.7511448860168457,0.2529152333736419
18,18,train,15740,0.2198088020086288,0.6869499087333679,0.4467389583587646,0.4666352272033691,0.3890628516674042,0.5246936082839966,0.1981625854969024,0.7613360285758972,0.2807876467704773,0.6535431742668152,0.1536818444728851,0.8951106071472168,0.1100898161530494,0.937036156654358,0.0986780375242233,0.9199612736701964,0.2786411345005035,0.6174214482307434,0.1094752699136734,0.8487034440040588,0.5476019978523254,0.4025348126888275,0.2421801835298538,0.7178417444229126
19,19,test,15039,0.0818870365619659,0.8429454565048218,0.2213746756315231,0.6048241853713989,0.1527508348226547,0.7160009741783142,0.0819672644138336,0.8819859623908997,0.1119697839021682,0.807876706123352,0.102024033665657,0.9264448881149292,0.0766085311770439,0.9367879033088684,0.0743956118822097,0.9416056871414183,0.2882318198680877,0.5140082240104675,0.0585642792284488,0.9019911885261536,0.5032899379730225,0.3285392224788666,0.0885858163237571,0.839443564414978
20,20,train,15281,0.1371876746416092,0.7507908940315247,0.3906977772712707,0.4394120573997497,0.2889493405818939,0.5329974293708801,0.115191750228405,0.8390941619873047,0.1854261010885238,0.7075243592262268,0.0971586182713508,0.913260579109192,0.0718836784362793,0.9321408867836,0.0672584325075149,0.9308615922927856,0.3022391498088836,0.5122016668319702,0.0647093802690506,0.8796087503433228,0.667540431022644,0.2420228868722915,0.1503727585077285,0.7433969974517822
21,21,train,15917,0.6908515095710754,0.2466962486505508,0.753804087638855,0.2194654792547226,0.7602939009666443,0.2070949673652649,0.7508332133293152,0.2131247222423553,0.6712197661399841,0.2776736319065094,0.2607198059558868,0.7754381895065308,0.2019063532352447,0.805422306060791,0.2800840139389038,0.6713224649429321,0.2031865268945694,0.7193570733070374,0.3696495592594147,0.5243365168571472,0.3868483603000641,0.6997376680374146,0.7164052724838257,0.2524067461490631
22,22,train,16629,0.6020312905311584,0.4374527037143707,0.7186647057533264,0.3189547955989837,0.6868101954460144,0.3412019908428192,0.5360991358757019,0.5429899096488953,0.6349873542785645,0.412792444229126,0.2333363741636276,0.8588168621063232,0.1530656665563583,0.891879677772522,0.2062129378318786,0.8669285774230957,0.4405674636363983,0.4313660264015198,0.3438714444637298,0.6263833045959473,0.8107293248176575,0.2192356437444687,0.6142302751541138,0.4384626746177673
23,23,train,15682,0.1058079004287719,0.8926950693130493,0.2402196377515792,0.7126877903938293,0.1595681458711624,0.8178431987762451,0.1074655726552009,0.9107665419578552,0.1421887576580047,0.8568999767303467,0.0870229452848434,0.9363717436790466,0.0870848819613456,0.9437870979309082,0.0725836455821991,0.9381706714630128,0.4552787244319916,0.447835624217987,0.0803187787532806,0.9205406308174132,0.6442418694496155,0.3272212147712707,0.1067840903997421,0.8832600116729736
24,24,train,15386,0.8439217209815979,0.165264144539833,0.8651872277259827,0.1556824743747711,0.8691784143447876,0.1472660601139068,0.8607332110404968,0.1535345166921615,0.8411132097244263,0.1714525371789932,0.6762061715126038,0.3600934743881225,0.4121087491512298,0.5957347750663757,0.7033171057701111,0.2864457666873932,0.3429657816886902,0.6285556554794312,0.8052672147750854,0.2217895090579986,0.6515719294548035,0.4636652767658233,0.8499533534049988,0.1638797670602798
25,25,train,15615,0.0867823213338851,0.855995237827301,0.3239557445049286,0.5020053386688232,0.1768768876791,0.7147881984710693,0.0868763104081153,0.886745035648346,0.1355505585670471,0.7939819097518921,0.0790507644414901,0.9231712818145752,0.0723723694682121,0.9401022791862488,0.0674380809068679,0.9150356650352478,0.4731310606002807,0.4245140552520752,0.0635697022080421,0.8876413106918335,0.7184654474258423,0.2474798858165741,0.0910178944468498,0.849478006362915
26,26,train,15311,0.1167190298438072,0.7479770183563232,0.3326179087162018,0.4552266001701355,0.232511281967163,0.5704074501991272,0.1038351878523826,0.825863778591156,0.1550862342119217,0.7239068746566772,0.0865965485572815,0.9195754528045654,0.0681771859526634,0.9263628125190736,0.0617802552878856,0.9224616289138794,0.2399727404117584,0.6121602058410645,0.0609826408326625,0.8455078601837158,0.174817144870758,0.6881945133209229,0.1338583528995514,0.7402665019035339
27,27,train,15556,0.2284195125102996,0.6302673816680908,0.5380493998527527,0.3500638306140899,0.4288650751113891,0.417812168598175,0.1879398822784423,0.7388755083084106,0.3118360638618469,0.5779634714126587,0.1075361743569374,0.911188006401062,0.062916412949562,0.9302914142608644,0.0894127786159515,0.9193453192710876,0.3245924115180969,0.5249527096748352,0.0934722796082496,0.7855969071388245,0.6817371845245361,0.2665385603904724,0.2743965685367584,0.6334107518196106
28,28,test,16461,0.1396563649177551,0.776875913143158,0.389536052942276,0.5337547659873962,0.2532675266265869,0.6426794528961182,0.1372875571250915,0.8077413439750671,0.2398078143596649,0.6957727670669556,0.0960804298520088,0.8901898860931396,0.0587724782526493,0.9374547004699708,0.0849905163049697,0.8571006655693054,0.478115439414978,0.4503217041492462,0.1074496209621429,0.8562897443771362,0.5948442816734314,0.3679633140563965,0.1367879509925842,0.7913389801979065
29,29,test,16091,0.0673092156648635,0.8784366846084595,0.239006221294403,0.5619598031044006,0.1254963129758834,0.7647796273231506,0.071353867650032,0.8951157927513123,0.1015699207782745,0.8256092071533203,0.0760649070143699,0.9232938885688782,0.0738991573452949,0.940942645072937,0.0741673335433006,0.9227299094200134,0.4922783374786377,0.4015247225761413,0.0663252994418144,0.9009444117546082,0.7058030962944031,0.2394920587539672,0.0781814232468605,0.8630253076553345
30,30,test,16285,0.1966831386089325,0.5920989513397217,0.3659399747848511,0.4267003536224365,0.3483122289180755,0.4263249635696411,0.261952668428421,0.539976954460144,0.1993619501590728,0.6272830367088318,0.0962974652647972,0.9177438020706176,0.0800959914922714,0.9207952618598938,0.0595344863831996,0.9004777669906616,0.1529994755983352,0.7758253216743469,0.074440062046051,0.831333339214325,0.1060247272253036,0.8777352571487427,0.2207172513008117,0.5897775292396545
31,31,train,14927,0.4064974784851074,0.4498825967311859,0.5742517709732056,0.3338289260864258,0.5675615072250366,0.3295096755027771,0.535293698310852,0.3645131587982178,0.4247618317604065,0.4645236730575561,0.2229647189378738,0.8662192225456238,0.1397757977247238,0.8933735489845276,0.1405262351036071,0.8230146169662476,0.1995116621255874,0.7394292950630188,0.1853818446397781,0.7115373015403748,0.2980757355690002,0.7855566143989563,0.4778439700603485,0.426123172044754
32,32,train,15586,0.0841309130191803,0.8841714859008789,0.2077558487653732,0.7228856086730957,0.1355943828821182,0.8021650910377502,0.0964647009968757,0.8847446441650391,0.1361283361911773,0.8413522243499756,0.080179788172245,0.9269417524337769,0.0683963000774383,0.9426284432411194,0.0586830340325832,0.934113383293152,0.4437117576599121,0.4574415981769562,0.0773062855005264,0.8988635540008545,0.5820622444152832,0.369394451379776,0.0985930413007736,0.8773453831672668
33,33,train,15825,0.0638408884406089,0.8728945851325989,0.1903776973485946,0.6432982683181763,0.1175139993429184,0.7771099209785461,0.0641594529151916,0.9133330583572388,0.0830524861812591,0.8561292886734009,0.0806213393807411,0.9413477778434752,0.0817770212888717,0.9434930682182312,0.0724135264754295,0.9446224570274352,0.3361130058765411,0.52126145362854,0.0509418696165084,0.9201316237449646,0.6133682131767273,0.3133226335048675,0.0728302225470542,0.876612663269043
34,34,train,15800,0.1215429976582527,0.8103641271591187,0.3678116500377655,0.5190381407737732,0.2241232544183731,0.6629297137260437,0.1252118200063705,0.8279584050178528,0.1938037723302841,0.7432780861854553,0.1194918379187583,0.8953855037689209,0.0955467224121093,0.9434404969215392,0.0793695449829101,0.904049277305603,0.4623517990112304,0.4412168860435486,0.0855604335665702,0.8830692768096924,0.7010917663574219,0.3138569891452789,0.1354957520961761,0.7969797253608704
35,35,test,15053,0.0790365561842918,0.8466121554374695,0.3071412444114685,0.4810848832130432,0.1559319943189621,0.6911815404891968,0.0802452564239502,0.8772696852684021,0.1344614923000335,0.7557526230812073,0.0833264589309692,0.9179534912109376,0.0675319954752922,0.944401741027832,0.065550297498703,0.9138166308403016,0.4955832064151764,0.4132404625415802,0.0671797916293144,0.8869497776031494,0.7008546590805054,0.2469103634357452,0.0855071693658828,0.8337032794952393
36,36,test,15725,0.4443119168281555,0.3448733389377594,0.5779523849487305,0.2745124697685241,0.587401270866394,0.2653117775917053,0.5409555435180664,0.305652916431427,0.4172956943511963,0.3995769023895263,0.1339428424835205,0.8945924639701843,0.0841392204165458,0.897492527961731,0.1126595064997673,0.8107746243476868,0.1548306345939636,0.7621273994445801,0.2482161521911621,0.5859359502792358,0.188499704003334,0.8238105773925781,0.4775566756725311,0.3530216515064239
37,37,train,15334,0.2439839094877243,0.7642347812652588,0.555456280708313,0.4113645255565643,0.4231068193912506,0.5184759497642517,0.2105503678321838,0.817573070526123,0.3782845437526703,0.6112847924232483,0.1364569962024688,0.9108421206474304,0.0915526300668716,0.9414149522781372,0.1164303049445152,0.9096409678459167,0.5570391416549683,0.3773999214172363,0.1325538009405136,0.8590360283851624,0.7947202920913696,0.2081249207258224,0.2747322618961334,0.7047682404518127
38,38,train,15903,0.1938439756631851,0.7081560492515564,0.4368432462215423,0.4481400549411773,0.3562138676643371,0.5319837927818298,0.1777803897857666,0.7978171706199646,0.2692504823207855,0.6598738431930542,0.0963291749358177,0.9210412502288818,0.0726661682128906,0.9361250400543212,0.0656442791223526,0.9279426336288452,0.3615520000457763,0.4962306916713714,0.0766535401344299,0.8742325901985168,0.6813838481903076,0.2436668127775192,0.1998203992843628,0.7149652242660522
39,39,train,14960,0.2045182734727859,0.7191138863563538,0.4949805736541748,0.424492597579956,0.3605855107307434,0.5433981418609619,0.1917230784893036,0.8013774156570435,0.295635849237442,0.6456165313720703,0.1182072162628173,0.8960059285163879,0.0818212404847145,0.9399423003196716,0.0952460914850235,0.8924298882484436,0.4442325234413147,0.4413387179374695,0.1499639749526977,0.8202861547470093,0.7551746368408203,0.238401398062706,0.2369238883256912,0.6907417178153992
40,40,test,15420,0.3443232476711273,0.5150821805000305,0.5464895963668823,0.323760837316513,0.4748041033744812,0.3805751204490661,0.3287243545055389,0.5708605647087097,0.4066102206707001,0.4726211130619049,0.1081317961215972,0.8990694880485535,0.0603796392679214,0.931434154510498,0.0873760506510734,0.9024267196655272,0.345853179693222,0.5032528638839722,0.1391096264123916,0.7362737059593201,0.6284827589988708,0.3102582693099975,0.380533903837204,0.5084707140922546
41,41,train,15277,0.1095125079154968,0.8540522456169128,0.3414217531681061,0.5595076680183411,0.1897671371698379,0.7212216258049011,0.1284227669239044,0.8555055260658264,0.1925155371427536,0.7642523050308228,0.1170356273651123,0.8989483118057251,0.0955833196640014,0.941310167312622,0.0929343476891517,0.9103668332099916,0.4982425570487976,0.4199444651603699,0.1021207571029663,0.8787869215011597,0.6508731245994568,0.2788386642932892,0.1383473873138427,0.8270343542098999
42,42,test,15674,0.1753968894481659,0.6865643858909607,0.4137751758098602,0.4169601202011108,0.293129026889801,0.5255403518676758,0.1606202721595764,0.7645858526229858,0.2770408093929291,0.5744909644126892,0.1072432696819305,0.8873090147972107,0.07298244535923,0.931973934173584,0.080401986837387,0.8578835725784302,0.4799544215202331,0.4016001224517822,0.0992907956242561,0.8438805341720581,0.7174400091171265,0.251482605934143,0.1859308630228042,0.6772809028625488
43,43,train,15134,0.7424683570861816,0.2143411934375763,0.8014562129974365,0.1920182406902313,0.8126865029335022,0.1816779971122741,0.8042657971382141,0.1868320703506469,0.7263911962509155,0.2331100553274154,0.3224203884601593,0.6895564198493958,0.244114950299263,0.774020254611969,0.3620519638061523,0.5580947399139404,0.2128369212150573,0.7227756381034851,0.441284716129303,0.4982931613922119,0.4328970909118652,0.6179990768432617,0.7713395357131958,0.2139381468296051
44,44,train,15816,0.126879870891571,0.8220105767250061,0.4241439998149872,0.4884938597679138,0.2926673889160156,0.6079840660095215,0.1253691017627716,0.8545649647712708,0.2426512241363525,0.7128270268440247,0.1009822562336921,0.9278671741485596,0.0734898522496223,0.940987467765808,0.0749900192022323,0.9359459280967712,0.465756744146347,0.4180208444595337,0.0791926234960556,0.8917365670204163,0.6928758025169373,0.2370425313711166,0.1602808684110641,0.8026118874549866
45,45,train,16288,0.4831243455410003,0.3842113018035888,0.5970935821533203,0.3190799653530121,0.5861225128173828,0.3117636740207672,0.5695384740829468,0.327203631401062,0.4755045473575592,0.4051622748374939,0.2498659640550613,0.7950640320777893,0.1734546422958374,0.8552071452140808,0.2020564526319503,0.7504798173904419,0.1924726366996765,0.7426366209983826,0.3005479574203491,0.5879465937614441,0.3174383342266083,0.7148473858833313,0.5253990292549133,0.3761257231235504
46,46,train,16633,0.6315701603889465,0.3389162719249725,0.7628093361854553,0.2408436685800552,0.7304047346115112,0.2629540264606476,0.5989062786102295,0.4087848365306854,0.684847354888916,0.3118494153022766,0.3104461133480072,0.7783847451210022,0.165300503373146,0.8908184766769409,0.2436700314283371,0.8177860975265503,0.3886692225933075,0.4678316116333008,0.2832250893115997,0.6926528811454773,0.7787760496139526,0.2511868774890899,0.6703155636787415,0.3340891599655151
47,47,train,15078,0.5348308086395264,0.3301065266132355,0.6145351529121399,0.2855528891086578,0.6454553008079529,0.2658904194831848,0.6278936266899109,0.2783325016498565,0.5151288509368896,0.3605608940124511,0.1190782859921455,0.8662285804748535,0.0906806588172912,0.8917630314826965,0.1364277899265289,0.7681717276573181,0.1588272452354431,0.7918105721473694,0.2369262725114822,0.5951167345046997,0.1554630249738693,0.8387067914009094,0.5665519833564758,0.3288251757621765
48,48,train,16383,0.4091607630252838,0.4217005968093872,0.5433441996574402,0.3295988440513611,0.543055534362793,0.3238312005996704,0.4134955704212188,0.437450110912323,0.4396668672561645,0.4393917918205261,0.1171450763940811,0.8943581581115723,0.0827202275395393,0.9189414978027344,0.0903407111763954,0.8674374222755432,0.2166792303323745,0.6867185235023499,0.1598293334245681,0.7063325047492981,0.2129378020763397,0.7700748443603516,0.4376309812068939,0.4460775554180145
49,49,test,16075,0.1021669134497642,0.7838806509971619,0.3459034264087677,0.445713073015213,0.1974951177835464,0.6275937557220459,0.1057526692748069,0.8190200924873352,0.1859393417835235,0.6676970720291138,0.0641984716057777,0.9146712422370912,0.054639458656311,0.936001479625702,0.0634402930736541,0.8963724374771118,0.4939438998699188,0.3750191628932953,0.0679156482219696,0.8554404973983765,0.6208063960075378,0.2751457691192627,0.1134954914450645,0.7734062671661377
50,50,train,16202,0.0825525224208831,0.8190698623657227,0.3336022794246673,0.4909624457359314,0.2038501501083374,0.6456032991409302,0.0794353932142257,0.8689404129981995,0.1222088634967804,0.7756109833717346,0.075719453394413,0.9098809361457824,0.0631387755274772,0.9402148127555848,0.0578485578298568,0.9253353476524352,0.3660039901733398,0.4854925274848938,0.0511745512485504,0.8617944717407227,0.6856193542480469,0.263969749212265,0.0952590182423591,0.8045210838317871
51,51,train,16248,0.3170417249202728,0.5444098114967346,0.5026769638061523,0.3786543905735016,0.4696193337440491,0.4058327376842499,0.343082070350647,0.555005669593811,0.331127256155014,0.5509793758392334,0.1718457341194152,0.8525304198265076,0.1310338526964187,0.912869930267334,0.1185555309057235,0.8666788339614868,0.2225510776042938,0.6925083994865417,0.1672270745038986,0.7634391188621521,0.276171863079071,0.7514661550521851,0.3365848362445831,0.5364220142364502
52,52,train,15194,0.2061056047677993,0.5283402800559998,0.3494705259799957,0.4082656502723694,0.348949670791626,0.3934372961521148,0.3103618025779724,0.4330233633518219,0.2169718742370605,0.5384544730186462,0.0705074220895767,0.898544192314148,0.0743551552295684,0.9053356051445008,0.0553566738963127,0.8631498217582703,0.1312500983476638,0.7710574865341187,0.0718307122588157,0.8019619584083557,0.0922763496637344,0.8614704608917236,0.2384640127420425,0.5280901193618774
53,53,train,15667,0.109047919511795,0.8106152415275574,0.2699721157550812,0.6084124445915222,0.1855808496475219,0.6886270642280579,0.1053643152117729,0.8513129353523254,0.1741877943277359,0.733721911907196,0.0726657137274742,0.9320816397666932,0.0537449419498443,0.944871723651886,0.0609665848314762,0.9037280678749084,0.4227612912654876,0.471401572227478,0.0851213932037353,0.8503798842430115,0.452933132648468,0.4268786609172821,0.1158341467380523,0.8190275430679321
54,54,train,15540,0.1098612844944,0.7839711904525757,0.2283563315868377,0.6109581589698792,0.1768230944871902,0.662505567073822,0.105035975575447,0.8197059631347656,0.1321676820516586,0.7762656807899475,0.0939699560403823,0.9303336143493652,0.0706531256437301,0.9447649717330932,0.051893975585699,0.9381636381149292,0.2044065147638321,0.7221654653549194,0.0537776798009872,0.8955827951431274,0.0920773223042488,0.8772444725036621,0.1331089287996292,0.7857309579849243
55,55,train,15203,0.1535382717847824,0.8286239504814148,0.2666343748569488,0.7095941305160522,0.1585529297590255,0.820901095867157,0.1373428553342819,0.8471217751502991,0.1663428097963333,0.8184715509414673,0.1355024576187133,0.8878198266029358,0.0754757672548294,0.9347714185714722,0.1120039224624633,0.8906698822975159,0.2729042470455169,0.6763832569122314,0.124511994421482,0.8573921322822571,0.4716590940952301,0.4973154664039612,0.1406353414058685,0.8503434062004089
56,56,train,15769,0.4693276286125183,0.3892016410827636,0.6734837889671326,0.2604221105575561,0.6021710634231567,0.2731206715106964,0.5237878561019897,0.346448540687561,0.5046908259391785,0.3884575068950653,0.2380240112543106,0.8442814946174622,0.1428330093622207,0.8902658820152283,0.1530550122261047,0.8185304403305054,0.2039286643266677,0.7400746941566467,0.1964982897043228,0.709507942199707,0.3396301567554474,0.746261477470398,0.5052163600921631,0.3836121559143066
57,57,train,16416,0.0530013591051101,0.8977105617523193,0.2096740156412124,0.6237497329711914,0.1035999655723571,0.8094004988670349,0.0628866329789161,0.912691295146942,0.0839173421263694,0.8544354438781738,0.0671277791261673,0.9356653094291688,0.0656229332089424,0.948765516281128,0.0549622848629951,0.9339142441749572,0.449125587940216,0.4174902439117431,0.0577657744288444,0.9110480546951294,0.6314271092414856,0.2855419814586639,0.0609244592487812,0.8875811100006104
58,58,train,15206,0.5984216928482056,0.2907166481018066,0.6987906694412231,0.2329225242137909,0.6793288588523865,0.2341651618480682,0.6752534508705139,0.2562903165817261,0.5822726488113403,0.323983758687973,0.2510049641132355,0.7947838306427002,0.1897485256195068,0.829794704914093,0.2244364619255066,0.7223720550537109,0.1994443982839584,0.6943926811218262,0.3039217293262481,0.6215506792068481,0.3722865283489227,0.7110651135444641,0.6334787011146545,0.2957565784454345
59,59,test,15536,0.6436179876327515,0.3098024427890777,0.7384403944015503,0.2509536445140838,0.7649925947189331,0.2407309263944625,0.7421258687973022,0.2576765120029449,0.6340265870094299,0.3211135268211365,0.1638207584619522,0.8119925856590271,0.110698401927948,0.8630079627037048,0.2647548615932464,0.6018993854522705,0.1917935460805893,0.7375438213348389,0.2690769135951996,0.6158556342124939,0.2543272972106933,0.7513239979743958,0.6778523325920105,0.308167964220047
60,60,train,15316,0.2243841290473938,0.6194841265678406,0.4378306269645691,0.399878054857254,0.3604722321033478,0.4611935019493103,0.1797815561294555,0.7251119613647461,0.2524589002132416,0.6120439171791077,0.0890307798981666,0.8930462002754211,0.0650137439370155,0.9290233254432678,0.0581107288599014,0.910969614982605,0.2253534495830536,0.6287523508071899,0.0799761563539505,0.8345707654953003,0.2168118804693222,0.6577525734901428,0.2169627100229263,0.6411513090133667
