,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
104,112,23,0,18,2,1,1,2,3,4.805797101449276,6.42735559955562,1.3333333333333333,6.7628536231884055,17,3,4,1,8,4,104,train
105,153,28,0,22,2,1,1,0,4,3.733333333333334,3.1291,2.3333333333333335,10.302647619047619,24,3,6,0,21,5,105,test
106,412,71,2,44,14,8,2,3,10,9.714285714285715,10.290406445055957,2.857142857142857,10.448500000000001,45,7,20,11,50,16,106,train
107,88,18,0,17,1,1,1,2,2,7.2,3.1291,3.0,0.8927999999999999,18,1,3,0,5,0,107,train
108,267,53,1,39,5,3,1,2,7,4.24,3.1291,1.2,7.141505283018868,41,5,6,0,22,4,108,train
109,165,32,0,25,5,2,3,1,5,5.516666666666667,7.793537801064561,2.3333333333333335,6.6327541666666665,26,3,7,2,18,2,109,train
110,259,47,1,39,9,6,3,3,6,7.872463768115942,8.841846274778883,2.3333333333333335,7.143120289855072,39,3,6,3,26,5,110,train
111,216,41,2,32,5,4,1,2,7,8.39349593495935,9.725611199111238,3.0,7.395342276422764,32,3,9,4,17,6,111,train
112,487,91,3,60,9,7,3,5,15,6.716923076923077,7.908726449838941,2.1,9.987420439560442,57,10,21,7,53,16,112,train
113,453,74,2,51,14,2,2,3,11,8.024324324324324,8.841846274778883,2.75,11.776921621621621,51,8,22,8,57,22,113,train
114,119,25,0,21,1,1,0,1,5,6.6000000000000005,7.168621630094336,1.0,6.7829,24,2,2,1,10,3,114,train
115,626,103,4,73,19,10,7,7,16,8.391844660194176,9.3871,2.5,9.359613009708738,74,10,25,12,74,21,115,test
116,289,53,0,44,9,4,5,1,8,6.809433962264151,7.168621630094336,2.25,8.464643396226416,43,4,9,2,28,9,116,train
117,189,38,3,30,1,0,2,1,9,15.200000000000001,3.1291,5.0,9.676563157894737,31,1,5,0,19,6,117,train
118,267,50,1,42,7,5,2,1,7,5.800000000000001,7.168621630094336,2.0,7.4145,42,4,8,2,24,7,118,train
119,113,24,0,22,2,0,1,2,5,4.866666666666667,6.42735559955562,1.0,7.9808,23,3,3,1,12,2,119,train
120,151,26,0,25,4,1,1,1,2,5.005128205128205,7.793537801064561,2.6666666666666665,10.139443589743589,25,3,8,2,16,6,120,train
121,225,44,0,30,3,1,3,1,4,4.42909090909091,5.683917801722854,1.2,9.814798181818183,31,5,6,1,24,7,121,test
122,129,26,0,20,3,2,1,0,5,5.2,3.1291,1.5,7.925146153846153,22,2,3,0,11,3,122,train
123,73,15,0,15,1,0,1,1,2,6.0,8.841846274778883,2.0,8.591166666666666,15,1,2,1,8,2,123,train
124,359,70,2,53,4,3,3,1,10,5.80952380952381,6.42735559955562,1.8333333333333333,8.27545238095238,52,6,11,2,33,6,124,train
125,292,60,0,47,6,5,6,6,8,5.466666666666667,5.683917801722854,0.8,7.126533333333334,44,5,4,1,25,5,125,train
126,387,76,1,50,9,3,3,2,13,6.606315789473683,6.742157984588678,2.0,7.71463052631579,48,5,10,2,38,7,126,train
127,572,112,1,71,14,5,2,6,18,6.631081081081081,7.168621630094336,2.0,8.165510810810812,71,8,14,4,55,14,127,train
128,164,32,0,28,0,2,0,0,4,4.45,7.168621630094336,1.25,6.5004875,28,4,5,2,19,3,128,train
129,136,31,1,25,2,0,2,2,4,6.2,3.1291,0.5,8.48013870967742,27,2,1,0,11,3,129,train
130,171,35,0,29,8,4,2,2,6,14.0,3.1291,3.0,8.981642857142857,29,1,3,0,15,6,130,train
131,610,107,4,74,19,4,5,4,21,7.592990654205607,8.472884824447931,3.375,9.464853271028037,73,8,27,7,69,22,131,train
132,69,10,1,10,1,1,2,0,1,4.0,3.1291,3.0,12.0275,13,1,2,0,9,2,132,train
133,193,36,0,28,3,1,1,2,8,2.8800000000000003,3.1291,1.6,9.695564444444447,28,5,8,0,23,5,133,train
134,209,43,0,36,9,2,3,3,4,5.733333333333334,3.1291,1.0,6.183479844961241,35,3,3,0,23,2,134,train
135,135,26,1,26,4,2,1,0,4,5.2,3.1291,3.0,7.925146153846153,27,2,6,0,16,3,135,train
136,484,91,1,60,17,9,4,4,14,5.5068931068931075,6.980632752743321,1.2727272727272727,9.078805294705294,58,11,14,5,54,14,136,train
137,85,18,0,16,1,1,0,2,3,7.2,11.20814326018867,2.0,8.03818888888889,17,1,2,2,7,1,137,train
138,115,23,0,20,0,1,1,2,4,6.339130434782609,8.841846274778883,1.5,8.32603043478261,21,2,3,2,12,2,138,train
139,314,59,0,43,6,2,3,0,11,4.727360774818402,6.18269132825596,1.5714285714285714,8.604218159806296,42,7,11,2,32,9,139,test
140,384,71,5,59,10,2,3,2,12,5.803521126760564,7.168621630094336,1.375,9.414164788732394,61,8,11,4,54,12,140,train
141,209,37,0,32,6,4,0,0,7,11.724324324324325,11.20814326018867,3.0,10.528694594594596,32,2,6,4,17,7,141,test
142,479,90,2,61,12,5,4,3,17,6.031746031746032,6.18269132825596,2.2857142857142856,9.362103174603174,60,7,16,2,51,14,142,train
143,87,16,0,16,1,0,3,0,2,3.2,3.1291,1.5,8.967675,17,2,3,0,9,2,143,train
144,198,40,0,35,5,1,5,2,6,5.333333333333334,3.1291,1.3333333333333333,6.666333333333333,34,3,4,0,19,2,144,train
145,311,60,2,44,6,2,1,0,8,9.333333333333334,8.841846274778883,2.0,8.576,47,3,6,3,33,4,145,train
146,171,36,3,28,0,0,3,0,6,4.800000000000001,3.1291,1.0,6.863366666666667,29,3,3,0,17,3,146,train
147,92,17,0,16,4,2,0,1,3,5.752941176470589,7.168621630094336,1.5,6.844570588235294,18,2,3,1,8,2,147,test
148,722,132,8,88,18,12,3,4,17,7.078787878787878,8.167268648758528,2.7777777777777777,7.713360606060606,84,9,24,7,80,14,148,train
149,96,18,1,18,1,0,0,0,2,3.6,3.1291,1.5,9.346233333333334,19,2,3,0,10,3,149,train
150,243,47,1,39,3,0,5,2,10,7.968794326241135,8.841846274778883,2.0,8.445056028368795,41,3,6,3,20,7,150,train
151,128,26,0,23,5,3,1,2,3,6.543589743589743,7.793537801064561,1.0,10.139443589743589,23,3,3,2,15,5,151,test
152,113,21,0,19,3,1,0,0,2,2.1,3.1291,1.0,9.912138095238095,21,4,4,0,14,3,152,train
153,253,45,0,33,6,2,2,2,7,4.777777777777778,6.42735559955562,1.5,9.271833333333333,34,6,9,1,29,7,153,train
154,41,6,0,6,1,0,0,1,0,9.066666666666668,8.841846274778883,3.0,17.092433333333332,7,1,3,1,6,3,154,train
155,152,29,0,23,1,0,7,3,1,3.8666666666666667,3.1291,1.3333333333333333,7.3828632183908045,25,3,4,0,19,3,155,train
156,151,25,0,23,4,1,2,0,3,6.533333333333335,7.793537801064561,2.3333333333333335,10.365833333333335,25,3,7,2,20,5,156,train
157,306,55,0,45,7,4,1,3,9,5.324675324675325,7.447530270364452,1.7142857142857142,9.48094155844156,45,7,12,4,36,9,157,train
158,328,63,0,42,15,5,1,2,11,6.934920634920636,7.168621630094336,3.25,8.929128571428572,43,4,13,2,35,10,158,train
159,198,40,0,29,3,0,4,4,5,9.0,7.168621630094336,3.0,7.7865,30,2,6,1,16,5,159,train
160,403,80,0,56,7,5,4,3,15,9.5,8.07648339933343,2.0,8.18125,57,4,7,2,35,11,160,test
161,81,17,0,17,2,1,1,0,1,3.4000000000000004,3.1291,0.5,7.773394117647059,19,2,1,0,8,1,161,train
162,223,42,2,33,2,3,0,2,5,3.3600000000000003,3.1291,1.4,9.692425714285715,36,5,7,0,27,7,162,train
163,492,94,6,60,10,4,5,6,20,5.028841607565012,5.82211442006289,2.111111111111111,8.186033806146572,58,9,19,2,55,13,163,train
164,295,57,1,40,3,2,1,2,9,5.963508771929825,7.554174236665414,2.4,8.634220701754385,40,5,12,3,28,6,164,train
165,433,77,1,53,11,3,2,1,10,5.157922077922078,7.168621630094336,1.8,9.555173246753247,52,10,18,5,51,15,165,test
166,45,10,0,9,1,1,2,0,0,8.0,8.841846274778883,1.0,7.2905,9,1,1,1,3,2,166,train
167,281,52,0,39,4,2,2,2,7,9.046153846153846,10.686352973137792,2.25,9.443415384615385,39,4,9,8,30,7,167,test
168,528,93,4,63,8,3,6,7,11,7.160860215053764,8.238735603445708,2.4,9.530898279569893,58,10,21,8,65,17,168,train
169,192,39,2,36,5,4,5,1,6,5.2,3.1291,1.3333333333333333,7.925146153846153,38,3,4,0,24,4,169,train
170,306,58,0,43,5,3,5,2,7,10.491954022988507,10.504223727775692,3.0,7.3178471264367815,42,3,9,5,30,8,170,train
171,53,10,0,10,2,0,0,0,0,6.0,7.168621630094336,1.0,11.7795,12,2,2,1,10,2,171,train
172,212,40,0,34,1,1,3,2,6,5.2,8.238735603445708,1.6,8.770299999999999,34,5,8,4,21,6,172,test
173,483,85,3,63,9,4,8,4,12,3.561497326203209,6.112484441749459,1.7272727272727273,9.778478609625669,62,11,19,3,62,14,173,train
174,26,6,0,6,2,0,0,0,2,2.4000000000000004,3.1291,0.0,9.197433333333334,6,1,0,0,3,0,174,train
175,38,7,0,7,1,0,0,1,1,2.8000000000000003,8.841846274778883,1.0,0.3472,8,1,1,1,2,0,175,train
176,465,81,1,57,16,4,3,6,10,8.085361552028218,9.236282656511921,3.2857142857142856,10.058591005291007,58,7,23,8,51,19,176,train
177,330,61,0,47,5,4,3,2,11,7.3453551912568305,8.841846274778883,1.8333333333333333,8.282406010928963,45,6,11,6,32,8,177,train
178,265,47,1,39,4,2,3,1,6,6.402127659574468,8.07648339933343,2.25,9.93057659574468,38,4,9,3,30,8,178,test
179,191,37,0,29,4,2,0,2,5,5.8621621621621625,7.168621630094336,1.5,9.643137837837838,30,4,6,2,18,5,179,train
180,425,76,0,54,15,7,1,4,10,7.698245614035088,8.344100000000001,3.3333333333333335,10.289898245614035,56,6,19,5,47,15,180,test
181,241,47,0,36,4,4,2,1,9,7.968794326241135,9.725611199111238,3.0,8.109098581560284,34,3,9,4,18,7,181,train
182,217,40,0,35,6,3,3,1,5,6.333333333333334,8.841846274778883,3.0,9.824333333333334,38,3,9,3,26,8,182,train
183,249,44,0,37,3,1,4,2,6,8.945454545454545,9.516144504307135,2.75,8.847327272727274,39,4,11,5,30,9,183,train
184,445,79,1,54,8,4,1,6,9,6.539602169981918,7.447530270364452,2.5714285714285716,9.592853707052441,57,7,14,4,53,12,184,train
185,426,76,0,51,11,7,3,2,10,5.9218045112781965,6.868970318607317,2.4285714285714284,7.291461654135338,53,7,16,3,44,11,185,train
186,86,17,0,16,1,1,0,1,3,3.4000000000000004,3.1291,1.0,5.91574705882353,17,2,2,0,6,2,186,test
187,405,77,0,58,8,5,3,1,11,7.2112554112554115,8.344100000000001,2.5,8.169267099567099,53,6,15,5,35,7,187,train
188,199,37,0,31,4,1,0,0,6,5.8621621621621625,7.168621630094336,1.75,8.362867567567568,31,4,7,2,20,6,188,train
189,231,45,0,36,5,4,1,2,8,5.388888888888889,5.985473137389441,2.0,7.703388888888889,37,4,8,1,22,4,189,test
190,179,35,1,29,4,2,2,0,6,4.642857142857143,7.168621630094336,1.75,10.386500000000002,30,4,7,2,22,6,190,train
191,470,86,2,60,9,6,5,0,14,6.16046511627907,7.6454224807358475,1.625,8.759816279069767,56,8,13,5,52,12,191,test
192,556,100,4,75,13,6,4,2,20,10.4,10.355215969177355,4.4,8.576,76,5,22,8,58,13,192,train
193,204,39,2,36,9,3,1,4,2,6.225641025641026,6.42735559955562,2.0,7.115402564102564,35,3,6,1,20,5,193,train
194,237,48,0,41,6,3,5,3,4,4.673333333333334,5.683917801722854,1.6,8.389118333333332,39,5,8,1,25,7,194,test
195,302,52,0,35,6,3,3,5,7,6.467692307692308,7.554174236665414,3.0,7.492532307692308,34,5,15,3,31,7,195,train
196,228,43,1,34,4,3,1,3,2,9.454263565891473,9.725611199111238,2.6666666666666665,8.753944961240311,37,3,8,4,19,7,196,train
197,380,78,0,53,4,4,2,9,11,5.712820512820514,5.46131890053228,1.6666666666666667,6.305658974358975,48,6,10,1,29,3,197,train
198,185,34,1,26,7,2,0,1,5,5.7098039215686285,6.42735559955562,2.0,7.913927450980393,27,3,6,1,18,5,198,train
199,354,60,5,52,8,3,8,2,8,7.333333333333335,8.344100000000001,1.8333333333333333,8.606333333333334,53,6,11,5,39,9,199,train
200,196,35,1,29,5,3,0,2,6,5.085714285714286,6.742157984588678,1.8,9.848557142857143,29,5,9,2,23,6,200,train
201,330,61,0,42,10,3,5,3,11,8.067213114754098,8.07648339933343,3.5,9.569949180327868,43,4,14,3,33,11,201,train
202,751,131,1,91,20,7,7,9,17,4.409363867684478,6.742157984588678,2.0,7.444635165394402,88,15,30,6,77,17,202,test
203,272,50,1,35,5,2,1,2,6,5.733333333333334,7.168621630094336,1.5,9.734233333333332,36,6,9,3,31,7,203,train
204,341,65,1,41,5,1,2,3,13,6.5,3.1291,3.0,7.357576923076923,44,4,11,0,32,7,204,test
205,249,50,0,36,3,3,1,4,8,4.0,3.1291,1.6,7.9221,38,5,7,0,25,6,205,train
206,285,53,1,42,9,5,3,5,3,5.042767295597485,6.42735559955562,2.0,10.628972955974843,40,6,12,2,34,14,206,test
207,74,11,0,11,4,1,0,0,2,8.036363636363637,8.841846274778883,4.0,7.053009090909091,12,1,4,1,7,1,207,train
208,180,38,0,31,3,2,1,2,5,7.6000000000000005,7.168621630094336,2.0,6.241005263157895,32,2,4,1,13,2,208,train
209,301,58,1,43,9,4,3,1,10,7.86896551724138,8.841846274778883,2.0,10.072768965517241,45,4,8,4,32,9,209,train
210,236,47,0,37,9,5,2,0,5,7.968794326241135,7.793537801064561,2.3333333333333335,7.773141134751773,38,3,6,2,22,5,210,train
211,379,67,1,50,9,6,6,2,9,6.216631130063966,7.957251820313856,2.4285714285714284,10.003033901918977,52,7,16,5,45,15,211,test
212,313,66,1,50,8,7,2,0,10,5.886060606060607,6.742157984588678,0.8,6.683644242424243,49,5,4,2,30,6,212,train
213,55,12,0,11,1,0,0,0,1,4.800000000000001,3.1291,0.0,6.863366666666667,11,1,0,0,2,0,213,train
214,121,22,0,21,3,0,0,0,5,10.618181818181819,8.841846274778883,4.0,10.469518181818183,26,1,3,1,16,3,214,train
215,207,39,0,33,4,2,2,2,6,9.302564102564103,9.725611199111238,2.0,9.544633333333334,31,3,6,4,23,6,215,train
216,527,102,2,62,5,4,8,3,21,4.472156862745098,5.683917801722854,1.6,8.167321960784314,61,10,15,2,56,11,216,train
