,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
13,1773,310,18,167,61,25,29,24,39,11.362903225806452,11.698219412168324,3.4375,8.366725806451612,150,16,59,36,172,59,13,train
14,1444,272,11,148,45,22,19,17,29,8.02690372358269,9.218907990703514,1.6818181818181819,6.869437537739014,125,22,37,25,145,27,14,train
15,1369,266,9,117,44,25,10,15,34,10.289878542510122,9.265573868473778,2.076923076923077,7.2632720069404275,104,13,26,14,101,18,15,train
16,1983,359,9,142,74,39,12,16,61,6.5770393951452455,8.192908349453996,1.0714285714285714,6.383640628730602,122,28,37,22,187,29,16,train
17,1677,325,13,164,47,19,20,22,35,7.292307692307692,8.109356740369918,1.48,7.4393,147,25,37,19,176,40,17,train
18,1849,379,10,151,56,26,11,20,52,16.426490765171504,9.888512548439397,3.3,7.182830765171504,142,10,34,14,143,23,18,train
19,1867,326,14,182,66,26,11,21,41,10.189229720518064,10.980518767755715,3.5,8.119044239945467,165,18,69,34,174,52,19,test
20,1856,330,2,167,62,29,18,22,57,8.714285714285714,10.371327730470783,2.4642857142857144,7.618313852813853,151,28,74,45,187,60,20,train
21,3092,516,21,269,111,37,25,26,60,11.231707926981747,11.955425688602833,3.838709677419355,8.470801550387597,243,31,122,74,276,117,21,train
22,1311,239,0,113,49,21,10,12,26,9.30557880055788,8.07648339933343,2.0,8.390182566248257,102,12,26,9,138,25,22,train
23,3097,564,52,282,85,47,24,37,66,9.744165054803354,10.436869588844216,2.4545454545454546,7.535822566086396,240,33,81,54,327,73,23,train
24,2466,433,32,228,97,33,22,22,47,11.338983833718245,10.899274998029323,4.1,7.91939311778291,198,20,82,35,249,67,24,train
25,1159,210,10,125,35,14,12,20,28,12.785714285714286,12.38480682065935,4.875,7.570166666666667,122,8,40,21,98,28,25,train
26,2033,353,11,163,69,32,21,23,44,10.610816379088334,11.995994275388036,3.590909090909091,8.323940947720835,150,22,88,53,187,68,26,train
27,2297,404,29,223,88,32,18,29,60,10.274790555978676,10.891193690592665,3.0384615384615383,8.002950266565119,202,26,77,48,251,67,27,train
28,1733,346,1,191,59,25,15,14,53,6.942246795677306,7.079830092131019,1.2608695652173914,7.029535134455894,177,23,30,11,163,30,28,test
29,1531,275,1,154,54,21,15,19,41,11.202597402597403,11.629938488055164,3.9285714285714284,7.8836220779220785,148,14,56,31,131,38,29,test
30,3090,575,20,253,88,42,39,36,76,9.961001317523058,10.09033036408207,2.6363636363636362,6.999681554677206,219,33,87,49,301,68,30,test
31,1737,294,15,175,57,22,13,14,34,13.85688960515713,13.771669155767515,3.9411764705882355,9.19300773569702,155,17,69,60,182,66,31,train
32,1670,318,3,169,51,22,25,17,35,8.072955974842769,7.984000788550335,2.0555555555555554,7.2437415094339626,158,18,36,13,143,26,32,train
33,2399,452,9,214,109,58,11,21,48,7.915898687824231,8.53829466247534,1.8620689655172413,7.693336924015869,194,29,54,25,204,59,33,train
34,2266,414,25,210,73,30,25,26,58,11.710958555809816,11.822596298655498,3.473684210526316,7.806605720823798,187,19,66,44,199,63,34,train
35,1293,229,10,123,52,16,9,17,40,8.813599500935746,9.784248007369934,2.642857142857143,7.550652713661885,114,14,36,19,116,27,35,test
36,2341,404,30,183,88,42,19,19,62,9.731326732673267,11.126944784690435,3.76,8.307367683168318,168,25,97,49,260,81,36,test
37,2125,401,8,176,79,30,25,27,47,8.569923018540605,9.43228470229965,2.391304347826087,7.021364968014746,145,23,54,28,181,31,37,train
38,1161,196,5,136,38,10,14,14,26,12.942040816326532,13.023866798666859,4.4,9.120088571428571,123,10,43,30,106,43,38,train
39,3576,638,19,286,117,43,25,31,78,9.045706858322502,10.266548611578708,2.902439024390244,7.254484264852053,245,41,118,64,299,88,39,train
40,1921,347,16,189,81,39,9,31,45,8.6844517634143,9.107695989026187,2.9523809523809526,8.187435419239742,170,21,64,23,183,63,40,test
41,2500,425,21,235,100,51,30,32,66,12.547058823529412,12.516099999999998,4.8,8.517252941176471,208,20,96,54,252,89,41,train
42,1552,268,2,146,54,22,14,18,30,11.82827041264267,12.319762396917735,3.764705882352941,7.776750307287094,141,17,64,44,145,54,42,test
43,3351,601,5,210,109,52,20,38,57,8.094219036648322,8.986495653885253,2.4615384615384617,7.290865356883826,182,39,94,41,304,80,43,train
44,1909,364,21,202,70,31,17,20,49,9.367912087912087,9.255337874911486,2.25,7.185346373626373,180,20,42,23,177,39,44,train
45,1154,203,17,122,45,18,13,11,25,10.337483206448724,10.832165505486643,3.5454545454545454,8.052091759964174,113,11,39,20,124,29,45,train
46,2455,467,8,187,78,34,27,41,49,9.411596112666777,9.851270322608155,2.576923076923077,7.299940487563829,163,26,60,35,226,50,46,train
47,869,162,7,91,37,8,6,8,25,11.47936507936508,9.606745405546679,3.2857142857142856,8.488212874779542,83,7,22,9,81,19,47,train
48,3674,688,26,309,117,62,56,55,84,11.188231148696266,10.832165505486643,3.606060606060606,7.677111011275547,276,33,119,60,340,100,48,train
49,4480,799,33,323,147,67,43,63,118,10.286125098233256,11.620367265104889,3.697674418604651,7.423656608551386,266,43,149,94,412,102,49,test
50,1282,235,25,136,35,22,12,14,32,11.442553191489361,10.577609850970193,3.3,6.9522276595744685,120,10,33,17,124,22,50,train
51,4540,814,62,365,171,57,47,31,99,8.423700623700624,9.110194879830821,1.9038461538461537,7.749392685692686,295,52,99,57,494,113,51,train
52,1691,298,22,137,55,24,26,11,37,10.649067859806117,11.855464076750408,3.4444444444444446,8.060742803877703,126,18,61,42,173,59,52,train
53,1694,306,19,146,46,29,17,19,48,10.525816993464053,10.550175099000144,3.6875,7.4231718954248365,125,16,59,27,163,41,53,train
54,1124,219,1,128,38,15,16,12,27,8.761187214611871,7.793537801064561,1.75,7.209416894977169,120,12,21,8,88,22,54,train
55,2406,430,20,207,73,33,19,26,54,10.79492600422833,10.92785942931718,3.590909090909091,7.213140591966173,183,22,80,41,205,60,55,train
56,1612,280,9,150,56,16,28,17,28,10.285714285714286,10.451354775682146,3.7857142857142856,8.124857142857143,144,14,52,24,162,40,56,train
57,226,44,0,37,6,2,2,3,5,7.684848484848485,7.793537801064561,1.3333333333333333,7.95260303030303,37,3,4,2,20,4,57,train
58,1470,291,0,153,52,34,14,13,36,6.782199312714777,6.961326702584282,1.15,6.4743655670103095,142,20,24,9,129,25,58,train
59,1409,249,7,121,46,28,10,9,29,10.17413654618474,10.934197308810441,3.2666666666666666,7.88419734939759,106,15,45,28,121,37,59,test
60,2891,495,32,273,130,57,22,26,74,11.596681096681095,11.561104654884861,3.607142857142857,9.585296536796537,244,28,102,61,330,122,60,train
61,2282,422,11,181,93,27,15,22,58,10.312976754682916,9.725611199111238,3.1904761904761907,8.337512909049876,169,21,64,25,193,58,61,train
62,1597,299,8,134,73,24,23,25,39,10.769342251950949,7.168621630094336,2.0833333333333335,7.143169342251951,130,12,18,4,137,17,62,test
63,679,134,1,82,21,4,11,5,19,9.2318407960199,7.168621630094336,3.0,6.747442288557214,83,6,17,3,59,7,63,train
64,3090,537,22,273,107,66,29,40,60,9.377026364794668,10.992663274268292,2.8157894736842106,8.071746613741057,231,38,107,72,345,101,64,test
65,1945,367,4,189,68,39,20,27,51,9.715271830803166,10.290406445055957,2.0952380952380953,7.127814960425587,172,21,44,33,190,40,65,test
66,1908,354,4,163,73,44,13,18,47,10.912114647558742,10.194018383442646,3.9411764705882355,7.842321763039493,147,17,67,26,179,54,66,test
67,2268,382,19,204,87,33,24,29,60,11.762208472156116,11.741389052700956,3.9545454545454546,8.50723898143741,181,22,90,50,248,78,67,train
68,2142,369,25,188,89,39,19,43,38,12.969647696476967,13.295006501635747,4.611111111111111,8.67568482384824,170,18,84,57,223,80,68,train
69,2454,470,7,220,100,50,20,25,62,8.015908440629472,8.344100000000001,1.5333333333333334,7.490408268955651,193,30,52,25,242,47,69,test
70,2894,591,4,218,87,50,28,32,57,8.402728426395939,7.531066641456976,1.65625,5.91513883248731,190,32,52,19,250,38,70,train
71,2429,423,25,199,84,41,29,25,37,10.811476466795616,11.022393298168332,3.1818181818181817,8.547004878572963,171,22,72,42,252,89,71,train
72,1678,332,4,144,34,19,19,19,44,9.143373493975904,8.278499904357787,2.0625,6.235187951807228,132,16,31,13,132,19,72,train
73,1713,295,11,157,62,30,19,16,41,11.903296703296704,11.661520659325951,4.461538461538462,9.001114233385662,142,13,60,29,178,59,73,train
74,261,48,2,31,12,3,0,1,4,8.133333333333335,10.125756701596842,1.75,7.192325,33,4,6,6,17,6,74,train
75,1585,303,6,155,44,16,17,16,32,9.423184818481849,9.516144504307135,2.0625,6.816625082508251,142,16,32,20,144,24,75,test
76,1681,304,16,173,47,18,21,19,51,9.65029239766082,10.864195022040775,3.1666666666666665,7.382873099415205,160,18,58,33,162,41,76,train
77,1874,366,6,185,71,34,23,21,33,15.842185792349728,11.003577315987393,3.6,8.644373661202186,173,10,36,19,165,37,77,train
78,1779,331,5,137,53,16,17,27,54,9.520302114803625,9.516144504307135,2.55,7.271911722054381,122,20,49,24,144,43,78,train
79,3556,694,37,272,135,77,26,34,101,11.816303005351998,10.125756701596842,2.9285714285714284,7.209344051049815,234,28,82,42,315,68,79,train
80,2217,440,7,190,65,35,23,20,65,26.597402597402596,13.023866798666859,5.857142857142857,8.656191558441558,183,7,41,21,163,34,80,test
81,3132,593,10,260,88,35,34,30,73,8.61249765786022,9.372597083632964,2.5555555555555554,6.903235544313285,221,36,97,43,313,65,81,train
82,258,46,1,34,8,3,1,5,6,8.742028985507247,11.20814326018867,4.333333333333333,7.829642028985507,36,3,13,6,23,6,82,train
83,2862,546,30,258,114,56,36,43,86,9.258021978021977,9.725611199111238,2.3,7.315483736263737,225,30,71,40,278,72,83,train
84,768,154,2,101,26,17,10,5,21,8.143145743145743,7.793537801064561,1.2222222222222223,6.433327994227994,99,9,12,6,69,12,84,train
85,1615,319,2,142,48,24,15,15,44,10.24281236005374,8.841846274778883,2.357142857142857,6.499116569637259,127,14,30,14,128,23,85,test
86,1969,359,23,171,77,26,14,24,47,12.358848653667597,11.341690212594319,3.533333333333333,7.374623974001857,153,15,55,30,172,48,86,test
87,3716,649,24,287,138,68,18,43,104,9.529567583516375,10.811651313258576,2.8085106382978724,7.922203360325214,249,47,133,85,342,118,87,train
88,1107,203,0,119,42,20,6,10,26,10.287487684729065,9.3871,2.5,8.999242068965517,115,10,25,12,106,34,88,train
89,2945,503,30,281,116,44,24,25,56,10.263643141153082,10.618573550423955,3.375,8.654022763419484,244,32,111,55,306,113,89,train
90,1278,239,7,128,54,15,11,23,33,9.171667662881053,9.606745405546679,2.4285714285714284,7.191987627017334,120,14,35,18,118,21,90,train
91,1921,351,18,177,68,32,24,26,51,10.940242165242166,10.550175099000144,2.875,7.333773789173789,168,16,47,27,182,44,91,train
92,4321,839,33,320,143,85,43,49,110,11.396213980228564,9.773937934552698,2.764705882352941,7.175315873238449,274,34,98,46,390,89,92,train
93,1722,296,4,148,63,34,20,21,37,7.309988249118684,9.085049710711278,2.0869565217391304,7.2087831374853115,142,23,41,24,141,23,93,test
94,1648,298,11,159,60,26,22,20,36,8.23296047725578,8.841846274778883,3.3333333333333335,7.6898367636092475,151,18,59,18,170,42,94,train
95,1171,206,8,129,56,18,8,16,20,9.182653721682849,10.504223727775692,2.466666666666667,7.5369937216828475,113,15,40,25,118,28,95,train
96,2711,480,33,254,89,38,25,36,73,11.31060606060606,10.735267742514802,3.6818181818181817,8.172744318181818,221,22,79,37,292,71,96,test
97,917,148,21,104,25,17,7,9,19,17.245405405405407,15.6451,6.2,9.692295135135137,95,5,31,24,98,35,97,train
98,1556,313,3,152,56,20,11,16,48,9.752417465388712,8.648137234880735,1.8,7.900112864749733,143,15,27,14,157,40,98,train
99,1881,350,20,172,57,20,24,17,44,12.064285714285715,11.45678717892309,3.4375,7.157671428571429,156,16,58,34,173,51,99,train
100,1941,366,17,184,67,29,22,33,51,7.608014571948998,9.633347757342033,1.2962962962962963,6.681669763205829,158,27,37,35,195,31,100,train
101,2587,454,9,246,102,45,15,42,70,11.596092702547406,11.552084857699999,4.434782608695652,9.310825186745834,226,23,101,50,238,109,101,train
102,2091,369,7,189,66,22,23,33,52,10.803651404935103,11.313756151347437,3.789473684210526,7.8947164598488095,166,19,71,39,192,45,102,test
103,2279,407,6,205,95,36,10,24,58,9.24033579033579,9.827888789773866,3.5833333333333335,7.930483456183456,182,24,86,33,200,66,103,test
104,1527,319,6,143,53,24,13,12,44,12.101567398119123,7.686295010490155,2.1818181818181817,6.708348275862069,130,11,24,7,143,20,104,test
105,1904,348,18,196,64,27,31,25,37,8.81079460269865,9.971965246562196,2.347826086956522,7.200130484757621,170,23,54,33,204,36,105,train
106,4044,679,54,282,156,68,24,54,100,12.112263662779128,12.84394694069243,4.108108108108108,8.453531150738367,230,37,161,107,430,138,106,test
107,833,161,1,102,28,17,9,7,25,14.05,11.979248473330827,5.8,7.98695,101,5,29,11,74,17,107,train
108,2332,493,7,214,83,37,35,15,55,10.120699314208442,7.62386473244151,1.1904761904761905,7.427247648024727,200,21,25,13,195,33,108,train
109,2161,434,19,204,72,32,26,34,45,8.002153846153847,8.238735603445708,1.68,6.511507461538461,185,25,43,21,218,33,109,train
110,2921,564,31,250,108,48,22,33,80,14.306382978723404,10.504223727775692,3.6666666666666665,8.354232624113475,227,18,65,30,297,68,110,train
111,1897,354,22,198,66,25,25,30,64,8.582575081772228,8.6894789155246,2.3157894736842106,7.236897502230152,172,19,44,17,175,39,111,train
112,1123,201,9,107,48,29,9,14,21,9.368694986605435,10.21488967967688,2.4615384615384617,7.9384669345579795,98,13,31,20,106,33,112,train
113,1930,366,12,153,77,37,13,38,38,9.772677595628416,10.380263240014207,2.5555555555555554,7.060989617486339,141,18,50,27,155,36,113,train
114,1899,309,16,155,47,18,20,22,37,12.194267221451689,12.161744961471694,4.142857142857143,7.235158714748035,143,14,61,35,173,42,114,train
115,1359,250,6,121,41,22,10,14,36,9.61,10.686352973137792,3.1875,6.87474,118,16,50,27,131,34,115,train
116,1421,229,18,161,70,25,6,18,35,11.152427433855639,11.78182255692154,3.2941176470588234,9.40708659131775,152,17,58,39,169,61,116,train
117,1914,347,26,188,69,27,10,16,49,8.26874508776526,9.457814108942454,2.4545454545454546,7.058077993188368,164,22,53,27,203,41,117,train
118,2086,347,19,157,70,23,23,30,48,13.285951008645533,13.427899808715576,5.25,8.216032853025936,143,16,83,52,194,64,118,train
119,3135,550,10,211,125,56,23,47,83,11.563636363636364,10.878246069084,3.48,8.316336363636363,189,25,89,46,270,85,119,train
120,1838,361,6,143,72,48,21,25,50,7.275490786462725,8.964715089967882,1.565217391304348,5.945890774418885,127,23,37,24,143,18,120,train
121,2112,391,19,206,73,35,23,31,52,12.741751918158569,11.578365685549247,3.125,7.877372378516624,188,16,51,34,193,52,121,train
122,3044,539,18,291,116,56,31,39,81,9.829528366370472,10.82709603109386,2.736842105263158,8.470630534127526,255,38,105,69,303,98,122,train
123,1598,273,13,151,64,28,8,20,41,11.756043956043957,11.629938488055164,3.7857142857142856,8.999450915750916,141,14,58,31,148,63,123,train
124,1538,263,14,121,58,24,8,17,32,11.137737642585552,11.578365685549247,4.125,8.47434752851711,106,16,66,35,142,61,124,test
125,2179,376,14,208,81,31,9,39,59,11.523606889564338,11.675519718221192,3.6666666666666665,8.598060233029383,185,21,79,48,212,81,125,test
126,2213,412,12,205,69,33,20,32,51,11.83223300970874,11.698219412168324,3.6,7.532653203883495,183,20,72,45,194,59,126,train
127,3929,670,42,328,151,69,28,61,90,11.409108304630692,12.322439938823607,3.7435897435897436,8.117945847684654,290,39,144,100,414,116,127,train
128,1680,311,5,137,57,31,18,11,52,9.097606287959985,9.150863307647796,2.4444444444444446,7.692095141121829,129,18,38,18,148,50,128,train
129,681,113,4,85,28,12,1,3,16,10.80991150442478,10.355215969177355,3.0,9.089229911504425,81,5,18,8,63,20,129,train
130,2822,504,12,262,109,47,40,20,71,12.574741200828157,12.200932325342574,4.0,8.54556949620428,238,23,92,58,258,95,130,test
131,1962,380,13,173,75,25,21,20,53,13.797570850202431,10.389873798559362,3.5384615384615383,7.413293522267207,158,13,46,21,190,35,131,train
132,3453,646,31,301,134,65,21,37,85,7.173036870250492,8.438071523408619,2.1136363636363638,7.542272361384746,254,44,93,38,328,66,132,train
133,3600,705,14,303,141,53,33,34,98,7.6788247213779135,7.536579438409214,1.6666666666666667,7.089539513677812,264,42,66,24,323,69,133,train
134,4415,778,57,345,172,67,30,41,93,11.466666666666669,11.855464076750408,3.4375,8.304474914089347,301,48,169,112,447,170,134,train
135,1232,214,9,137,47,20,20,14,23,7.406074766355141,9.188382445141503,2.375,7.841582242990654,128,16,38,18,129,32,135,train
136,2938,530,21,228,104,42,35,25,62,9.11556603773585,9.827888789773866,2.9375,7.437245283018868,195,32,95,44,261,71,136,train
137,1425,263,2,129,61,17,7,14,25,6.8791825095057035,7.168621630094336,1.9375,7.934005323193917,116,16,29,8,119,27,137,train
138,1420,259,17,160,33,14,17,20,21,6.151722007722007,8.364918446050245,1.48,6.832827042471043,141,25,37,21,140,30,138,train
139,3927,668,45,312,160,48,23,65,92,11.586381522668947,11.765960540728905,4.257142857142857,8.885217296834902,262,35,149,80,414,123,139,train
140,2279,399,12,208,99,37,19,28,50,11.061027568922306,11.538034831475386,3.5833333333333335,8.774658897243109,193,24,92,52,219,92,140,train
141,1571,290,8,138,47,19,12,30,33,10.698275862068966,10.820120047756994,2.9375,7.421258620689655,125,16,51,29,126,39,141,train
142,1957,327,18,190,85,27,14,22,35,11.287880251086433,12.209160746376906,3.6315789473684212,8.01512681474328,167,19,68,48,187,60,142,train
143,2071,387,21,200,73,36,12,22,42,11.25421188630491,11.308507894218259,2.95,7.615536485788114,179,20,60,41,180,58,143,train
144,2503,499,13,237,79,39,29,25,58,7.550304443580775,8.155646560271837,1.4838709677419355,6.843018875502008,216,31,46,24,235,49,144,train
145,1565,301,0,147,45,24,20,12,44,11.362236987818385,9.075114841892004,2.9166666666666665,7.660932336655592,142,12,31,13,148,25,145,train
146,2455,473,33,199,75,38,30,36,81,9.632407127755966,10.208560254849942,2.4642857142857144,6.911320175173664,169,28,70,43,237,58,146,train
147,1517,281,20,143,74,37,14,13,42,9.945512060102807,10.74609503303851,2.6666666666666665,8.063302214313957,132,18,48,32,158,40,147,test
148,288,47,6,42,9,2,0,5,4,8.866382978723406,9.3871,2.4,9.142101702127661,42,5,12,6,36,11,148,train
149,766,150,0,79,21,14,3,5,22,8.833333333333334,9.188382445141503,2.875,6.671833333333334,78,8,24,9,69,11,149,train
150,1331,255,5,138,45,21,14,11,33,6.6078431372549025,6.69162321629862,1.2222222222222223,6.630264705882353,124,18,20,8,133,20,150,test
151,2376,415,15,180,82,24,7,25,44,8.047249493532803,10.456487797536301,2.3548387096774195,7.884069082125604,146,31,71,51,207,66,151,test
152,1622,300,6,148,60,26,12,16,44,9.066666666666668,9.725611199111238,2.388888888888889,7.2527333333333335,143,18,44,25,138,39,152,train
153,1546,289,5,124,44,23,8,10,38,7.745110180295029,8.371475516178862,1.736842105263158,8.106236222910217,108,19,31,16,142,45,153,test
154,1192,208,8,97,46,14,6,23,26,8.635164835164835,9.957137785484202,2.7857142857142856,7.5617796703296705,94,14,36,19,111,22,154,train
155,3550,629,41,300,113,60,41,38,86,11.537547283591909,11.346256568361436,4.103448275862069,7.800017548380024,262,29,119,60,320,103,155,train
156,1361,253,12,138,55,16,16,17,27,8.485797101449277,8.841846274778883,1.9333333333333333,6.844707220026351,124,15,32,15,116,21,156,train
157,2428,441,7,220,85,41,21,28,57,9.435827664399094,10.825029732296446,2.740740740740741,7.454252380952381,197,27,73,49,235,57,157,train
158,1642,300,10,137,63,34,11,18,40,8.182456140350878,10.186864033877495,2.263157894736842,6.788157894736842,119,19,43,29,141,29,158,train
159,1994,357,9,185,66,25,17,21,44,9.740208810797046,11.115808304768276,3.090909090909091,7.625910542398778,174,22,68,43,171,54,159,train
160,2604,473,16,244,99,53,18,36,63,8.95587435819994,9.696096459569626,2.857142857142857,7.512208124433705,216,28,84,37,240,70,160,train
161,1517,288,4,164,70,41,13,16,44,10.109803921568627,10.056822442137396,2.176470588235294,7.76636568627451,159,17,36,26,147,41,161,train
162,1915,364,1,168,54,31,7,20,48,8.156643356643357,8.841846274778883,1.9545454545454546,6.886385314685315,149,22,38,22,154,32,162,test
163,3335,553,24,228,146,41,18,28,78,10.845846186575898,11.83711208151233,4.029411764705882,8.440697766195086,194,34,140,79,317,114,163,train
164,2480,419,22,227,86,37,25,29,59,11.610595160235448,11.479024033405114,3.6818181818181817,9.19626176149989,202,22,91,46,261,95,164,train
165,2583,444,25,193,84,33,22,46,50,11.785724185724186,11.87940476392328,3.5,8.537704573804575,167,26,96,61,259,97,165,train
166,2383,436,22,230,92,28,19,28,56,10.31259382819016,9.80015041476705,3.5,8.02374787322769,205,22,75,30,246,74,166,test
167,1644,291,21,136,51,17,20,29,42,9.871113806347282,10.590485417798838,3.176470588235294,7.144332544976754,130,17,52,29,173,33,167,train
168,600,109,2,78,30,8,4,9,14,9.101529051987768,8.344100000000001,3.5,8.593713455657493,76,6,20,5,55,17,168,train
169,1556,264,27,147,51,17,11,22,34,12.365501165501165,13.639024540459548,5.153846153846154,7.933344871794872,127,13,69,44,152,47,169,train
170,2227,401,12,224,111,37,15,22,50,10.929865811661323,11.491704259439757,3.5238095238095237,7.851878173613585,205,21,74,44,214,62,170,train
171,2132,400,17,194,70,25,24,23,53,8.566666666666668,9.408791572840183,1.9166666666666667,7.068516666666667,171,24,46,27,190,41,171,train
172,2686,478,25,252,96,45,20,33,64,11.370582555519794,11.51311941424646,3.769230769230769,7.884757676214998,220,26,98,56,232,88,172,train
173,2478,470,22,247,74,37,32,24,66,10.131359851988899,9.43228470229965,2.5217391304347827,7.136150323774283,222,23,57,28,238,42,173,train
174,3739,670,55,311,141,53,47,42,100,14.049040511727078,12.724861955154996,4.071428571428571,8.381998933901919,276,28,112,78,364,124,174,test
175,1796,318,9,175,67,21,9,23,48,11.2443124884023,11.20814326018867,3.7058823529411766,8.048144906290592,155,17,65,34,151,55,175,train
176,1452,246,11,157,56,22,12,14,29,9.694308943089432,10.25414643259724,2.611111111111111,8.358147154471546,144,18,48,28,160,50,176,test
177,2710,494,36,231,86,41,22,30,75,8.317513386443776,8.748949900417786,2.096774193548387,7.910928340080972,199,31,62,30,293,82,177,train
178,2830,495,20,249,71,26,33,49,63,7.352125910265446,9.164851162284878,2.441860465116279,7.6525676532769555,203,43,105,48,303,82,178,train
179,3793,704,51,297,142,54,21,45,113,10.952807486631016,10.96692322722173,2.9411764705882355,7.422275969251337,261,34,99,64,372,94,179,train
180,2669,497,13,222,106,52,18,25,59,9.125967628430685,10.165852483727232,2.896551724137931,7.213650598170302,194,29,82,44,233,72,180,train
181,1770,316,14,159,59,30,7,17,53,11.69746835443038,12.602617957971052,4.0625,7.314391139240506,147,16,65,44,162,47,181,train
182,2292,404,17,194,77,27,19,33,68,9.505610561056105,9.928628108626363,3.1666666666666665,7.83267095709571,172,24,76,34,219,67,182,train
183,2551,488,3,217,104,56,24,35,69,9.266510538641686,9.236282656511921,2.3214285714285716,7.898395667447307,195,28,66,32,240,69,183,train
184,1823,331,4,173,49,19,37,20,34,8.539393939393939,8.982922981607832,2.15,7.469354545454546,155,20,41,21,195,52,184,train
185,1293,228,6,126,45,11,7,13,37,9.822402159244266,10.891193690592665,3.4615384615384617,7.6921094466936575,119,13,45,24,104,37,185,train
186,1216,216,6,129,42,22,13,16,18,5.7935587761674725,7.742558808086732,1.2608695652173914,7.7574012882447665,118,23,33,15,124,32,186,train
187,737,141,5,94,24,9,7,4,27,8.184751773049646,9.188382445141503,2.625,6.414458865248227,90,8,21,9,75,11,187,test
188,2230,395,12,191,98,37,17,29,62,10.726121979286535,11.389717465364857,3.3636363636363638,8.204716340621403,179,22,78,47,197,73,188,test
189,1535,288,4,151,38,13,16,10,40,11.0178952719878,11.765960540728905,4.214285714285714,7.947380935434672,145,14,58,32,149,42,189,train
190,3834,680,28,319,146,67,23,57,82,9.546957163958641,10.84659523809377,3.375,7.904532437223043,277,40,133,73,379,107,190,train
191,1846,341,14,148,61,22,9,21,41,11.502387934646,11.20814326018867,3.357142857142857,7.483998449937159,135,14,55,28,158,47,191,train
192,2273,377,11,181,68,29,19,23,48,10.800553569369162,11.467429594995785,2.8260869565217392,7.842055114750317,156,23,68,49,216,52,192,train
193,1691,301,22,188,63,18,21,29,46,10.057772337821298,10.65788864234165,2.789473684210526,8.251736859590839,175,19,52,33,181,55,193,train
194,1229,238,1,146,39,18,11,26,31,10.335217723453018,10.23097548852734,2.1818181818181817,7.695167838044309,142,11,25,17,112,27,194,train
195,2494,476,2,213,90,39,17,22,73,5.373669467787115,6.655083550727371,1.2380952380952381,6.388003081232493,187,42,57,16,262,37,195,train
196,1743,330,3,131,35,15,30,24,46,20.91774891774892,13.023866798666859,5.0,7.984422077922078,119,7,32,21,135,27,196,train
197,2685,500,10,265,86,48,34,38,67,8.836520099021573,10.328600350310264,2.411764705882353,7.560424885064246,241,34,82,53,263,75,197,test
198,1894,331,20,131,97,27,6,16,43,8.842526255215077,10.070005560515861,3.0952380952380953,8.568532168033377,109,21,70,31,190,60,198,train
199,2374,429,24,216,74,31,22,23,60,10.876923076923077,10.63711953065702,3.272727272727273,7.658641724941726,186,22,76,38,249,69,199,train
200,2737,485,14,247,88,46,25,31,70,9.823675790970496,10.40178647892164,3.206896551724138,8.047254354781373,230,29,93,47,265,90,200,train
201,1003,183,17,116,23,11,13,7,24,11.630601092896175,11.855464076750408,4.0,7.66497868852459,107,9,35,20,108,26,201,train
202,1646,293,14,169,62,18,20,20,46,15.705739993794602,14.291902434058311,6.0,8.837800155134968,157,11,64,43,163,57,202,train
